Song,Artist,Endurance_Score,Predicted_Endurance_Score,Entry_Position,Peak_Position,Total_Weeks,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,Artist_grammy_wins,Artist_grammy_nominations,artist popularity,TopSongsArtist,TopSongsArtist10,TopSongsArtist100,Entry_Year,days_before_charting,Age_Percentage_15_30
Don't Let Go,ISAAC HAYES,0.637478474,0.7108049940000001,81,18,21,0.897,0.525,0.0,-14.304,0.0592,8.840000000000001e-05,0.7090000000000001,0.0612,0.973,135.813,438040.0,4.0,0,0,0,3,14,59.0,1,0,6,1979,0,27.4
Whispering,NINO TEMPO &amp; APRIL STEVENS,0.487976319,0.482997086,80,11,9,0.5,0.44,8.0,-12.117,0.037000000000000005,0.8690000000000001,0.0,0.141,0.602,139.268,145493.0,4.0,0,0,0,1,1,23.0,1,0,5,1963,0,20.8
Shame On Me,BOBBY BARE,0.625712633,0.630977263,110,23,14,0.639,0.315,7.0,-12.517999999999999,0.0258,0.882,0.000839,0.139,0.711,103.976,164800.0,4.0,0,0,0,1,6,52.0,0,1,5,1962,0,20.2
Hourglass,SQUEEZE,0.618751611,0.751601344,81,15,19,0.742,0.5479999999999999,5.0,-11.669,0.0305,0.28800000000000003,0.0,0.33299999999999996,0.965,125.932,197107.0,4.0,0,0,0,0,0,56.0,0,0,3,1987,0,25.0
We Can't Go Wrong,COVER GIRLS,0.597469869,0.707426723,73,8,19,0.5870000000000001,0.409,9.0,-15.075,0.0279,0.0168,0.0353,0.0458,0.449,143.639,316627.0,4.0,0,0,0,0,0,41.0,0,2,5,1989,0,23.9
Brass In Pocket (I'm Special),THE PRETENDERS,0.288944155,0.6736179,92,15,20,0.805,0.441,9.0,-11.33,0.0279,0.007259999999999999,0.743,0.10800000000000001,0.777,99.26299999999999,180299.0,4.0,0,0,0,0,0,41.0,0,1,1,1980,78,27.4
(She's) Sexy + 17,THE STRAY CATS,0.320959124,0.623752375,51,5,15,0.32799999999999996,0.8270000000000001,1.0,-9.506,0.0315,7.64e-05,0.857,0.0704,0.779,179.017,208655.0,4.0,0,0,0,0,0,34.0,0,3,1,1983,0,26.8
There Goes My Baby,DONNA SUMMER,0.552157442,0.67087449,59,21,14,0.79,0.622,10.0,-10.568,0.0408,0.11800000000000001,0.00335,0.0549,0.843,121.221,247360.0,4.0,0,0,0,5,18,67.0,3,8,12,1984,0,26.6
C'mon & Swim,BOBBY FREEMAN,0.6203632179999999,0.6877468809999999,108,5,14,0.507,0.517,0.0,-11.447000000000001,0.0363,0.0982,0.0102,0.319,0.9329999999999999,157.524,168440.0,4.0,0,0,0,0,0,35.0,0,2,4,1964,0,21.2
Hold Her Tight,THE OSMONDS,0.463656556,0.57717424,76,14,9,0.621,0.956,5.0,-9.345,0.0513,0.0276,0.00242,0.183,0.47700000000000004,134.81799999999998,196200.0,4.0,0,0,0,0,0,39.0,0,2,5,1972,7,25.3
Ooh La La (I Can't Get Over You),PERFECT GENTLEMEN,0.6024454770000001,0.73144549,84,10,16,0.639,0.34700000000000003,7.0,-11.425,0.0273,0.478,1.85e-06,0.11900000000000001,0.32899999999999996,136.453,287452.0,4.0,0,0,0,0,0,57.77835159,0,1,0,1990,0,23.5
I Can't Help It (If I'm Still In Love With You),JOHNNY TILLOTSON,0.635673619,0.527977204,80,24,9,0.316,0.309,5.0,-8.255,0.0258,0.7290000000000001,0.0,0.188,0.41700000000000004,91.01299999999999,146907.0,4.0,0,0,0,0,1,49.0,0,3,16,1962,0,20.2
Santa Claus Is Coming To Town,THE FOUR SEASONS,0.6146196660000001,0.5420001870000001,56,23,3,0.7390000000000001,0.525,10.0,-12.855,0.0682,0.615,0.0,0.401,0.888,130.67600000000002,110840.0,4.0,0,0,0,0,0,68.0,1,5,8,1962,0,20.2
Wrap Her Up,ELTON JOHN,0.5741003689999999,0.424533669,53,20,14,0.684,0.885,2.0,-7.936,0.0327,0.0143,0.0222,0.0982,0.902,138.866,381493.0,4.0,0,0,0,5,34,81.0,4,15,31,1985,0,26.0
Easier Said Than Done,THE ESSEX,0.60313065,0.586366586,107,1,14,0.7559999999999999,0.33299999999999996,9.0,-12.162,0.0408,0.7759999999999999,0.0,0.5589999999999999,0.95,134.378,31343.0,4.0,0,0,0,0,0,14.0,1,0,0,1963,1,20.8
Goodbye Cruel World,JAMES DARREN,0.5800193060000001,0.647084836,88,3,17,0.664,0.6579999999999999,0.0,-7.761,0.0328,0.691,0.0,0.136,0.917,117.194,142867.0,4.0,0,0,0,0,1,31.0,0,2,4,1961,0,19.9
A Cowboy's Work Is Never Done,SONNY AND CHER,0.623250235,0.703756745,78,8,13,0.605,0.321,8.0,-14.102,0.0362,0.552,1.26e-05,0.34,0.597,135.461,194733.0,4.0,0,0,0,0,3,57.0,0,3,7,1972,0,25.3
Reminiscing,THE LITTLE RIVER BAND,0.349601911,0.814932265,81,3,20,0.7120000000000001,0.544,7.0,-11.157,0.0381,0.0723,0.271,0.0872,0.299,94.04700000000001,216924.0,4.0,5,0,0,0,0,57.77835159,0,3,5,1978,0,27.3
Quentin's Theme,THE CHARLES RANDOLPH GREAN SOUNDE,0.215352822,0.525944627,135,13,12,0.61,0.0459,7.0,-26.61,0.0463,0.971,0.735,0.114,0.293,98.766,181307.0,3.0,0,0,0,0,0,57.77835159,0,0,1,1969,0,23.5
Walk - Don't Run '64,THE VENTURES,0.639324775,0.635051687,109,8,12,0.485,0.8859999999999999,0.0,-5.332000000000001,0.037000000000000005,4.8700000000000005e-05,0.9109999999999999,0.22899999999999998,0.653,149.07399999999998,149093.0,1.0,0,0,0,0,0,52.0,0,2,2,1964,0,21.2
Love Is A Stranger,THE EURYTHMICS,0.359534426,0.615143262,81,23,13,0.629,0.789,0.0,-6.916,0.0353,2.51e-05,0.11800000000000001,0.12300000000000001,0.162,126.99799999999999,234331.0,4.0,0,0,0,0,0,42.0,1,0,1,1983,0,26.8
South Street,THE ORLONS,0.515941516,0.5887222129999999,76,3,13,0.5429999999999999,0.748,5.0,-6.391,0.17300000000000001,0.131,0.0,0.18899999999999997,0.825,186.454,132133.0,4.0,0,0,0,0,0,31.0,0,3,3,1963,136,20.8
The Runner,MANFRED MANN'S EARTHBAND,0.606801925,0.658672749,86,22,15,0.71,0.37799999999999995,5.0,-13.162,0.068,0.565,0.0,0.146,0.11800000000000001,121.242,282080.0,4.0,0,0,0,0,0,57.77835159,0,0,1,1984,0,26.6
The Worst That Could Happen,BROOKLYN BRIDGE,0.62868565,0.739156066,102,3,13,0.221,0.528,0.0,-8.054,0.0371,0.7040000000000001,1.7199999999999998e-05,0.111,0.40299999999999997,74.442,185059.0,4.0,0,0,0,0,0,57.77835159,0,2,2,1968,0,23.1
Let's Go (Pony),THE ROUTERS,0.5181005089999999,0.41810725200000004,115,19,15,0.8079999999999999,0.9470000000000001,0.0,-11.02,0.0479,0.6609999999999999,0.884,0.0426,0.607,141.334,140053.0,4.0,0,0,0,0,0,14.0,0,0,2,1962,0,20.2
Little Boy Sad,JOHNNY BURNETTE,0.44449746700000003,0.602571172,107,17,11,0.369,0.621,1.0,-9.956,0.107,0.0316,0.17800000000000002,0.0442,0.634,195.30599999999998,129773.0,4.0,1,0,0,0,1,42.0,0,1,2,1961,0,19.9
All My Love,JACKIE WILSON,0.589988046,0.654059856,108,12,14,0.321,0.46799999999999997,2.0,-4.934,0.0317,0.898,8.29e-06,0.113,0.41100000000000003,76.99,125867.0,4.0,0,0,0,0,2,64.0,0,4,28,1960,0,19.6
What A Price,FATS DOMINO,0.535580634,0.592450931,78,22,9,0.36200000000000004,0.56,8.0,-4.944,0.027000000000000003,0.535,0.000103,0.34299999999999997,0.5920000000000001,185.908,141825.0,3.0,0,0,1,0,0,67.0,0,4,27,1961,0,19.9
Take These Chains From My Heart,RAY CHARLES,0.513677257,0.660375079,70,8,11,0.685,0.578,5.0,-7.545,0.0268,0.532,0.0,0.18,0.8059999999999999,109.779,153738.0,4.0,0,0,1,17,37,57.77835159,2,6,18,1963,0,20.8
Struttin',BILLY PRESTON,0.476264332,0.62625741,80,22,10,0.687,0.9440000000000001,11.0,-6.596,0.132,0.47600000000000003,0.861,0.0866,0.635,108.133,155973.0,4.0,0,0,0,2,9,53.0,2,2,8,1974,131,26.2
It's Gonna Be Alright,GERRY AND THE PACEMAKERS,0.623463819,0.604292084,63,23,8,0.42700000000000005,0.8220000000000001,9.0,-6.199,0.0416,0.0933,0.0,0.10400000000000001,0.8809999999999999,99.08200000000001,145640.0,4.0,0,0,0,0,0,52.0,0,3,3,1965,100,21.7
Daughter Of Darkness,TOM JONES,0.630327406,0.6686882670000001,109,13,10,0.488,0.562,9.0,-8.062000000000001,0.0337,0.23800000000000002,0.0,0.215,0.445,119.37799999999999,196040.0,4.0,0,0,0,0,3,64.0,0,2,17,1970,0,24.0
The End Of Our Road,GLADYS KNIGHT AND THE PIPS,0.49792676,0.6220406629999999,68,15,10,0.711,0.629,7.0,-9.683,0.0504,0.251,0.0,0.127,0.888,112.695,138733.0,4.0,0,0,0,7,22,61.0,1,6,25,1968,0,23.1
