Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks,Popularity,Youtube viewcount,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,Artist_grammy_wins,Artist_grammy_nominations,Song_release_date,Genres
Cryin' For Me (Wayman's Song),TOBY KEITH,10,91,73,9,41,4382790,0.5760000000000001,0.391,8.0,-7.697,0.0,0.0259,0.392,0.000937,0.119,0.285,78.025,285507.0,4.0,0,0,0,0,7,,
I'd Just Love To Lay You Down,BARRETT BABER,15,92,92,1,28,669366,0.418,0.5479999999999999,7.0,-6.438,1.0,0.0292,0.424,1.06e-05,0.0945,0.46,151.924,194813.0,4.0,0,0,0,0,0,,
New Americana,HALSEY,15,97,95,3,67,50857562,0.448,0.6940000000000001,0.0,-5.066,0.0,0.0303,0.0118,0.0,0.34,0.336,86.897,183808.0,4.0,0,0,0,0,2,,
Daddy,PSY featuring CL,15,97,97,1,61,317122162,0.762,0.87,6.0,-3.287,0.0,0.128,0.0788,0.0,0.13699999999999998,0.753,132.049,230635.0,4.0,0,0,0,0,0,,
Already Callin' You Mine,PARMALEE,15,96,96,1,54,7940392,0.59,0.887,1.0,-2.634,1.0,0.0353,0.0504,0.0,0.132,0.679,120.061,184387.0,4.0,0,0,0,0,0,,
Gina,JOHNNY MATHIS,62,80,6,12,26,433589,0.359,0.34,8.0,-9.791,1.0,0.0293,0.838,4.14e-05,0.0788,0.359,92.511,165960.0,4.0,0,0,1,0,1,,
Close To Cathy,MIKE CLIFFORD,62,120,12,14,13,58274,0.453,0.206,4.0,-10.18,1.0,0.0277,0.784,0.0,0.069,0.28300000000000003,81.715,174760.0,4.0,0,0,0,0,0,,
Nothing Can Change This Love,SAM COOKE,62,87,12,11,58,2908921,0.373,0.301,9.0,-11.843,1.0,0.0314,0.769,0.0,0.0816,0.436,65.488,158680.0,3.0,2,0,1,0,6,,
I've Got A Woman (Part 1),JIMMY McGRIFF,62,77,20,9,12,55181,0.6559999999999999,0.616,9.0,-13.071,0.0,0.0367,0.341,0.922,0.166,0.836,117.182,155880.0,4.0,0,0,0,0,0,,
Mama Sang A Song,BILL ANDERSON,62,97,89,7,19,217473,0.5379999999999999,0.17,9.0,-19.22,1.0,0.0423,0.764,0.0,0.35600000000000004,0.4370000000000001,92.474,213973.0,4.0,0,0,0,0,4,,
That Stranger Used To Be My Girl,TRADE MARTIN,62,116,28,10,2,23758,0.608,0.55,3.0,-11.913,1.0,0.0531,0.792,0.0,0.188,0.8740000000000001,146.143,167720.0,4.0,0,0,0,0,0,,
Leah,ROY ORBISON,62,105,25,12,45,1021508,0.52,0.45,5.0,-9.245,1.0,0.0243,0.682,3.65e-06,0.821,0.308,93.951,181107.0,4.0,0,0,1,5,9,,
Popeye The Hitchiker,CHUBBY CHECKER,62,70,10,13,31,65757,0.747,0.847,7.0,-5.525,1.0,0.0273,0.245,9.52e-05,0.119,0.966,124.246,151147.0,4.0,0,0,0,1,1,,
I Was Such A Fool (To Fall In Love With You),CONNIE FRANCIS,62,94,24,9,16,1541,0.325,0.257,5.0,-8.794,1.0,0.0311,0.848,3.23e-06,0.0931,0.298,68.016,165053.0,4.0,0,0,0,0,0,,
James (Hold The Ladder Steady),SUE THOMPSON,62,83,17,10,21,115973,0.74,0.5710000000000001,10.0,-9.961,1.0,0.0361,0.8079999999999999,0.0,0.112,0.962,138.06,135160.0,4.0,0,0,0,0,0,,
Love Me Tender,RICHARD CHAMBERLAIN,62,92,21,9,1,109118,0.225,0.273,3.0,-13.086,1.0,0.0348,0.95,0.000381,0.182,0.231,79.411,142040.0,4.0,0,0,0,0,1,,
Don't Ask Me To Be Friends,THE EVERLY BROTHERS,62,91,48,7,0,5646,0.591,0.106,7.0,-13.773,1.0,0.0343,0.977,0.0143,0.109,0.341,110.431,157413.0,4.0,0,0,1,0,0,,
I'll Bring It Home To You,CARLA THOMAS,62,129,41,9,21,46554,0.358,0.373,3.0,-9.145,1.0,0.0347,0.6859999999999999,0.0,0.358,0.642,181.88,185600.0,3.0,0,0,0,0,2,,
Workin' For The Man,ROY ORBISON,62,90,33,11,14,183823,0.727,0.516,6.0,-7.694,1.0,0.913,0.954,0.0,0.416,0.799,61.878,229987.0,3.0,0,0,1,5,9,,
Untie Me,THE TAMS,62,101,60,8,11,81857,0.7390000000000001,0.6709999999999999,7.0,-9.986,0.0,0.0338,0.449,0.000201,0.0706,0.921,121.582,155427.0,4.0,0,0,0,0,0,,
Stormy Monday Blues,BOBBY BLAND,62,93,43,13,29,367378,0.392,0.265,1.0,-14.728,1.0,0.0408,0.499,0.000754,0.177,0.302,183.115,247960.0,3.0,0,0,1,0,0,,
If You Were A Rock And Roll Record,FREDDY CANNON,62,84,67,5,8,21852,0.476,0.929,6.0,-5.981,0.0,0.0519,0.405,0.0,0.31,0.893,154.03,116173.0,4.0,0,0,0,0,0,,
Anna (Go To Him),ARTHUR ALEXANDER,62,113,68,8,34,1486248,0.546,0.644,8.0,-9.158,0.0,0.0341,0.221,0.0,0.188,0.768,113.491,171233.0,4.0,0,0,0,0,0,,
Next Door To The Blues,ETTA JAMES,62,78,72,4,7,9786,0.6709999999999999,0.7290000000000001,0.0,-7.806,1.0,0.0389,0.467,4.81e-06,0.127,0.855,134.83100000000002,169373.0,4.0,0,0,1,3,17,,
Somebody Have Mercy,SAM COOKE,62,123,123,1,36,433285,0.5429999999999999,0.715,0.0,-6.957999999999998,1.0,0.046,0.645,0.0,0.35,0.8190000000000001,104.136,176080.0,4.0,0,0,1,0,6,,
You're A Sweetheart,DINAH WASHINGTON,62,127,98,3,30,684,0.396,0.239,0.0,-13.227,1.0,0.0397,0.588,3.48e-06,0.3720000000000001,0.441,81.752,149800.0,4.0,0,0,0,1,1,,
409,THE BEACH BOYS,62,116,76,3,38,4626932,0.459,0.7,7.0,-4.751,1.0,0.0306,0.7490000000000001,0.0,0.258,0.853,159.428,120867.0,4.0,0,0,1,0,0,,
I'm Here To Get My Baby Out Of Jail,THE EVERLY BROTHERS,62,84,76,6,12,18526,0.48,0.225,3.0,-15.402,1.0,0.031,0.78,0.0,0.0877,0.58,128.017,217907.0,4.0,0,0,1,0,0,,
I'm Standing By,BEN E. KING,62,119,111,5,37,1560,0.629,0.379,7.0,-11.769,1.0,0.0271,0.7040000000000001,0.0,0.0713,0.898,106.784,176800.0,4.0,0,0,0,0,0,,
Bustin' Surfboards,THE TORNADOES,62,124,102,3,24,2539301,0.556,0.916,2.0,-7.365,1.0,0.0878,0.165,0.7979999999999999,0.399,0.545,137.281,146080.0,4.0,0,0,0,0,0,,
Slightly Out Of Tune (Desafinado),JULIE LONDON,62,120,116,2,34,35501,0.6,0.353,10.0,-13.53,0.0,0.189,0.443,0.0,0.0605,0.7170000000000001,84.133,124133.0,4.0,0,0,0,0,0,,
We May Never Pass This Way (Again),SEALS AND CROFTS,73,80,21,12,46,1917815,0.301,0.626,9.0,-7.5,1.0,0.0437,0.445,0.0,0.327,0.418,176.396,254253.0,4.0,0,0,0,0,2,,
Sail Around The World,DAVID GATES,73,77,50,8,23,7174,0.499,0.275,2.0,-17.898,1.0,0.0258,0.264,0.0322,0.0701,0.605,85.348,199907.0,4.0,0,0,0,0,1,,
Country Sunshine,DOTTIE WEST,73,92,49,11,26,40655,0.453,0.51,0.0,-8.94,1.0,0.0357,0.458,0.0,0.106,0.747,83.045,123667.0,4.0,0,0,0,1,16,,
Little Girl Gone,DONNA FARGO,73,93,57,10,8,21166,0.624,0.527,11.0,-11.404000000000002,1.0,0.0467,0.648,5.06e-06,0.677,0.765,108.619,150800.0,4.0,0,0,0,1,3,,
"I Don't Know What It Is, But It Sure Is Funky",RIPPLE,73,94,67,6,34,163841,0.688,0.6859999999999999,10.0,-6.931,1.0,0.162,0.394,3.2500000000000004e-05,0.0991,0.8240000000000001,90.992,207293.0,4.0,0,0,0,0,0,,
Redneck Friend,JACKSON BROWNE,73,99,85,10,19,187059,0.496,0.464,3.0,-9.221,1.0,0.0665,0.809,7.42e-05,0.705,0.625,152.614,271013.0,4.0,0,0,0,0,7,,
Back For A Taste Of Your Love,SYL JOHNSON,73,97,72,6,32,34065,0.8079999999999999,0.618,8.0,-6.796,1.0,0.0483,0.279,0.634,0.16,0.928,125.212,153547.0,4.0,0,0,0,0,0,,
What Can I Do With This Broken Heart,ENGLAND DAN &amp; JOHN FORD COLEY,79,78,50,6,28,69391,0.698,0.382,10.0,-14.782,1.0,0.0308,0.114,0.0,0.0629,0.87,105.116,195667.0,4.0,0,0,0,0,1,,
Dream Police,CHEAP TRICK,79,79,26,10,50,2017583,0.476,0.7659999999999999,4.0,-11.435,1.0,0.038,0.0446,0.0053,0.214,0.68,137.083,233133.0,4.0,0,0,0,0,0,,
Confusion,ELECTRIC LIGHT ORCHESTRA,79,75,37,8,47,1807887,0.6990000000000001,0.5770000000000001,0.0,-8.516,1.0,0.0277,0.662,4.44e-05,0.103,0.7959999999999999,111.264,221427.0,4.0,0,0,0,0,0,,
In The Stone,"EARTH, WIND AND FIRE",79,80,58,7,50,4816359,0.6559999999999999,0.662,4.0,-10.345999999999998,1.0,0.0493,0.0964,0.000612,0.0853,0.7170000000000001,114.612,288480.0,4.0,0,0,1,0,0,,
(Bringing Out) The Girl In Me,MAXINE NIGHTINGALE,79,106,73,6,5,12912,0.7120000000000001,0.753,9.0,-7.666,1.0,0.0399,0.7559999999999999,1.58e-06,0.16899999999999998,0.953,116.178,210973.0,4.0,0,0,0,0,0,,
Too Late,SHOES,79,86,75,5,16,159384,0.4,0.805,4.0,-8.267000000000001,1.0,0.0539,0.00471,0.1,0.101,0.872,145.713,163667.0,4.0,0,0,0,0,0,,
Life During Wartime,TALKING HEADS,79,91,80,5,48,1195114,0.8009999999999999,0.93,9.0,-7.365,1.0,0.0354,0.0806,0.152,0.0558,0.967,133.255,221320.0,4.0,0,0,0,0,2,,
So Good So Right,BRENDA RUSSELL,79,88,30,17,20,329495,0.515,0.423,2.0,-10.225,1.0,0.0464,0.65,0.00162,0.106,0.409,145.843,201093.0,4.0,0,0,0,0,4,,
What's A Matter Baby,ELLEN FOLEY,79,92,92,4,27,155474,0.58,0.853,4.0,-9.398,0.0,0.0319,0.0279,0.0134,0.11,0.898,117.112,219920.0,4.0,0,0,0,0,0,,
My Forbidden Lover,CHIC,79,82,43,9,46,725902,0.81,0.85,2.0,-9.77,1.0,0.0352,0.0293,1.71e-06,0.313,0.887,106.624,274067.0,4.0,0,0,0,0,0,,
Dirty White Boy,FOREIGNER,79,65,12,14,47,2604869,0.617,0.768,0.0,-8.911,1.0,0.0628,0.0168,1.65e-06,0.5760000000000001,0.67,138.861,218867.0,4.0,0,0,0,0,3,,
Don't Drop My Love,ANITA WARD,79,94,87,5,15,307971,0.81,0.611,5.0,-11.425,0.0,0.0287,0.467,0.00598,0.16899999999999998,0.965,124.514,242440.0,4.0,0,0,0,0,1,,
You Get Me Hot,"JIMMY ""BO"" HORNE",79,105,103,3,11,3000322,0.612,0.897,1.0,-5.372999999999998,1.0,0.209,0.0849,0.0032700000000000003,0.0558,0.6609999999999999,111.05,425760.0,4.0,0,0,0,0,0,,
Do It In A Heartbeat,CARLENE CARTER,79,109,108,2,2,13166,0.703,0.5489999999999999,2.0,-11.380999999999998,1.0,0.032,0.13,0.000941,0.073,0.815,112.764,210467.0,4.0,0,0,0,0,1,,
Supernatural Love,DONNA SUMMER,84,84,75,5,10,13458,0.7340000000000001,0.586,1.0,-11.352,1.0,0.0318,0.0622,0.000147,0.052000000000000005,0.903,119.974,214093.0,4.0,0,0,0,5,18,,
Hot For Teacher,VAN HALEN,84,83,56,7,65,8335356,0.551,0.947,2.0,-4.671,1.0,0.152,0.0006519999999999999,0.000257,0.0637,0.466,127.657,282747.0,4.0,1,0,0,1,3,,
Who Wears These Shoes?,ELTON JOHN,84,54,16,14,15,125034,0.615,0.742,2.0,-10.29,1.0,0.0446,0.205,3.77e-05,0.513,0.938,168.62400000000005,243453.0,4.0,0,0,0,5,34,,
Swept Away,DIANA ROSS,84,62,19,14,16,297104,0.711,0.953,8.0,-7.872000000000001,1.0,0.0377,0.0194,0.0186,0.317,0.888,119.933,323533.0,4.0,0,0,1,0,12,,
Left In The Dark,BARBRA STREISAND,84,68,50,12,22,504175,0.428,0.273,6.0,-20.813,1.0,0.0444,0.693,0.0,0.115,0.256,122.292,429733.0,4.0,0,0,1,8,44,,
Love Again,JOHN DENVER,84,88,85,4,14,57326,0.534,0.368,7.0,-10.33,1.0,0.0271,0.763,0.0,0.117,0.251,101.047,172507.0,4.0,0,0,0,1,4,,
Edge Of A Dream,JOE COCKER,84,83,69,7,8,345903,0.5329999999999999,0.561,3.0,-6.229,1.0,0.0269,0.187,0.0,0.128,0.217,138.349,233573.0,4.0,0,0,0,0,7,,
Strung Out,STEVE PERRY,84,79,40,13,32,1187465,0.4920000000000001,0.8859999999999999,4.0,-3.189,1.0,0.0652,0.0384,1.85e-05,0.177,0.623,135.77700000000002,225227.0,4.0,0,0,0,0,3,,
So Hard,PET SHOP BOYS,90,93,62,8,21,1127089,0.5720000000000001,0.921,0.0,-6.914,1.0,0.0397,0.0012,0.28600000000000003,0.16699999999999998,0.688,119.834,238827.0,4.0,0,0,0,0,6,,
The Boomin' System,LL COOL J,90,54,48,11,34,1472435,0.802,0.54,0.0,-14.261,1.0,0.318,0.0134,1.92e-06,0.343,0.551,96.077,223640.0,4.0,0,0,0,2,9,,
Dream Boy / Dream Girl,CYNTHIA &amp; JOHNNY O,90,92,53,15,25,5091222,0.6809999999999999,0.78,1.0,-6.957999999999998,1.0,0.116,0.0201,0.0008759999999999999,0.14800000000000002,0.635,122.973,268960.0,4.0,0,0,0,0,0,,
Suicide Blonde,INXS,90,62,9,13,44,7388097,0.644,0.97,2.0,-3.1660000000000004,1.0,0.111,0.00274,0.000234,0.295,0.634,120.328,232010.0,4.0,0,0,0,0,3,,
New Power Generation,PRINCE,90,70,64,5,31,158364,0.7170000000000001,0.809,0.0,-9.358,1.0,0.0636,0.0486,1.08e-06,0.0297,0.679,111.279,219507.0,4.0,0,0,0,7,38,,
Each And Every Time,SWEET SENSATION,90,79,59,7,10,4028,0.629,0.691,4.0,-8.93,0.0,0.0543,0.0223,0.000404,0.19,0.6990000000000001,105.194,246827.0,4.0,0,0,0,0,0,,
Livin' In The Light,CARON WHEELER,90,98,53,10,15,106191,0.674,0.855,2.0,-8.373,1.0,0.0697,0.0072,0.00335,0.0545,0.5670000000000001,102.94,275027.0,4.0,0,0,0,1,1,,
Rockin' Over The Beat,TECHNOTRONIC,90,95,95,3,23,737713,0.75,0.972,8.0,-6.487,1.0,0.0407,0.0677,0.00822,0.123,0.964,120.804,247400.0,4.0,0,0,0,0,0,,
Me-U=Blue,GLENN MEDEIROS,90,83,78,4,30,108404,0.552,0.499,10.0,-10.755,1.0,0.028,0.22,0.0,0.333,0.4270000000000001,74.995,268667.0,4.0,0,0,0,0,0,,
Music Is My Hot Hot Sex,CSS,7,84,63,3,40,231901,0.741,0.7170000000000001,8.0,-5.5779999999999985,0.0,0.0446,0.016,0.00128,0.0607,0.899,100.012,187027.0,4.0,0,0,0,0,0,,
Do It Well,JENNIFER LOPEZ,7,53,31,10,44,25325427,0.763,0.81,5.0,-5.118,0.0,0.0861,0.0311,0.0,0.316,0.4370000000000001,108.004,185933.0,4.0,1,0,0,0,2,,
From Where You Are,LIFEHOUSE,7,61,61,2,48,11207820,0.239,0.418,9.0,-10.781,0.0,0.0287,0.132,3.33e-06,0.112,0.311,81.23,181280.0,4.0,0,0,0,0,0,,
The Hand Clap,HURRICANE CHRIS featuring BIG POPPA,7,96,72,6,38,6760118,0.805,0.723,7.0,-6.808,1.0,0.224,0.006790000000000001,0.0,0.244,0.6409999999999999,88.006,261827.0,4.0,0,0,0,0,0,,
I Get Money,50 CENT,7,85,20,14,51,68709181,0.528,0.932,9.0,-4.545,1.0,0.34600000000000003,0.163,0.000273,0.34600000000000003,0.4370000000000001,124.144,223720.0,5.0,0,0,0,1,14,,
Dreaming With A Broken Heart,JOHN MAYER,7,99,99,1,67,866134,0.608,0.35100000000000003,0.0,-9.316,1.0,0.03,0.557,0.00892,0.201,0.157,135.976,245747.0,4.0,0,0,0,7,19,,
Put It Down,BRANDY featuring CHRIS BROWN,12,95,65,14,48,45737680,0.7509999999999999,0.406,0.0,-7.82,1.0,0.197,0.0157,0.0,0.086,0.624,141.02,248600.0,4.0,0,0,0,1,11,,
Just A Fool,CHRISTINA AGUILERA with BLAKE SHELTON,12,92,71,2,58,23459099,0.573,0.857,7.0,-2.85,1.0,0.0432,0.0417,0.0,0.179,0.406,83.07,253747.0,3.0,0,0,0,5,18,,
Dive In,TREY SONGZ,12,93,93,1,57,16769693,0.5870000000000001,0.648,0.0,-6.954,1.0,0.08900000000000001,0.0279,0.0,0.962,0.37,119.888,252453.0,4.0,0,0,0,0,0,,
Point It Out,SMOKEY ROBINSON AND THE MIRACLES,69,117,37,9,20,18875,0.573,0.464,9.0,-8.731,1.0,0.0258,0.359,0.0,0.18600000000000005,0.916,89.90799999999999,153053.0,4.0,0,0,1,1,5,,
Let A Man Come In And Do The Popcorn (Part 2),JAMES BROWN,69,72,40,8,19,14985,0.637,0.7020000000000001,1.0,-3.276,1.0,0.0632,0.284,0.00043,0.0638,0.918,98.711,430120.0,4.0,0,0,1,0,4,,
Young Gifted And Black,NINA SIMONE,69,114,76,8,41,500400,0.563,0.341,0.0,-8.445,1.0,0.0309,0.625,0.00024900000000000004,0.13699999999999998,0.7120000000000001,79.148,169840.0,3.0,0,0,1,0,2,,
Bold Soul Sister,IKE &amp; TINA TURNER,69,92,59,8,34,165902,0.6970000000000001,0.765,10.0,-8.945,1.0,0.0357,0.56,5.68e-05,0.18600000000000005,0.951,94.83,152467.0,4.0,0,0,0,0,0,,
Mr. Limousine Driver,GRAND FUNK RAILROAD,70,124,124,1,32,34977,0.299,0.601,9.0,-8.185,1.0,0.0304,0.0137,0.124,0.257,0.487,177.442,267293.0,4.0,0,0,0,0,0,,
A World Without Music,ARCHIE BELL AND THE DRELLS,69,101,90,3,0,4059,0.7979999999999999,0.7120000000000001,0.0,-6.16,1.0,0.0972,0.28300000000000003,9.26e-06,0.377,0.914,124.767,137013.0,4.0,0,0,0,0,1,,
Traces / Memories Medley,THE LETTERMEN,69,103,47,9,30,100122,0.439,0.33,2.0,-16.483,1.0,0.0266,0.608,0.0,0.0518,0.508,98.302,176907.0,4.0,0,0,0,0,0,,
At The Crossroads,THE SIR DOUGLAS QUINTET,69,104,104,1,27,33021,0.738,0.5579999999999999,3.0,-10.153,1.0,0.0293,0.595,5.48e-06,0.7020000000000001,0.92,109.174,146560.0,4.0,0,0,0,0,0,,
The Gangs Back Again,KOOL AND THE GANG,69,118,85,8,9,8621,0.649,0.754,2.0,-13.793,0.0,0.0525,0.192,0.227,0.115,0.508,105.093,164907.0,4.0,0,0,0,0,0,,
"Barbara, I Love You",THE NEW COLONY SIX,69,121,78,8,0,20976,0.677,0.466,0.0,-11.246,1.0,0.0319,0.16699999999999998,0.0,0.7290000000000001,0.956,128.139,134583.0,4.0,0,0,0,0,0,,
Theme From Electric Surfboard,BROTHER JACK McDUFF,69,122,95,4,16,45391,0.499,0.648,6.0,-5.04,1.0,0.0318,0.29,0.5920000000000001,0.111,0.625,98.367,214227.0,4.0,0,0,0,0,0,,
(Gotta Find) A Brand New Lover (Part 1),THE SWEET INSPIRATIONS,69,124,117,4,2,6414,0.471,0.468,0.0,-7.8679999999999986,0.0,0.037000000000000005,0.78,0.0189,0.488,0.5670000000000001,81.316,133133.0,4.0,0,0,0,0,0,,
Oh Me Oh My (I'm A Fool For You Baby),LULU,69,122,101,4,19,282152,0.3720000000000001,0.402,10.0,-9.444,1.0,0.0387,0.65,0.0,0.506,0.649,75.516,160320.0,4.0,0,0,0,0,2,,
Won't Find Better (Than Me),THE NEW HOPE,69,132,57,11,1,15207,0.523,0.75,11.0,-10.111,1.0,0.0301,0.452,0.00976,0.0743,0.911,161.19799999999995,177600.0,4.0,0,0,0,0,0,,
What A Beautiful Feeling,THE CALIFORNIA EARTHQUAKE,69,133,133,1,12,554297,0.591,0.685,7.0,-8.271,1.0,0.194,0.71,5.14e-06,0.0826,0.903,175.54,343360.0,3.0,0,0,0,0,0,,
Make Love To Your Mind,BILL WITHERS,75,96,76,8,27,14519,0.64,0.5760000000000001,9.0,-12.851,1.0,0.0449,0.499,0.00443,0.103,0.935,125.429,383640.0,4.0,0,0,0,3,9,,
Don't Cry Joni,CONWAY TWITTY,75,100,63,7,41,7097550,0.722,0.364,2.0,-10.727,1.0,0.0267,0.882,1.24e-05,0.18,0.636,100.349,222429.0,4.0,0,0,0,1,7,,
True To You,RIC OCASEK,86,95,75,8,8,174165,0.603,0.815,0.0,-11.592,1.0,0.0321,0.0379,0.402,0.0728,0.929,138.126,239733.0,4.0,0,0,0,0,6,,
Something That We Do,CLINT BLACK,98,89,89,2,42,245742,0.5429999999999999,0.43,7.0,-7.483,1.0,0.0308,0.5579999999999999,6.46e-06,0.141,0.277,131.908,237693.0,4.0,0,0,0,1,11,,
Smack My Bitch Up,PRODIGY,97,90,89,7,58,16049773,0.607,0.993,10.0,-4.511,0.0,0.14800000000000002,0.00314,0.593,0.112,0.229,136.208,342733.0,4.0,0,0,0,0,2,,
Doin' Time,SUBLIME,97,96,87,7,59,4196197,0.7120000000000001,0.7170000000000001,7.0,-5.98,1.0,0.0888,0.0467,2.19e-06,0.134,0.4920000000000001,80.987,251120.0,4.0,0,0,0,0,0,,
Hit That,OFFSPRING,3,74,64,15,48,7740155,0.7070000000000001,0.797,11.0,-3.032,0.0,0.0317,0.028,0.0,0.0613,0.965,131.95,169413.0,4.0,0,0,0,0,0,,
Badaboom,B2K featuring FABOLOUS,3,91,59,8,7,453243,0.8,0.644,4.0,-4.898,1.0,0.14800000000000002,0.0215,0.00059,0.0924,0.816,96.015,222387.0,4.0,0,0,0,0,0,,
Arab Money,BUSTA RHYMES,8,90,86,4,44,33738738,0.737,0.73,6.0,-5.095,0.0,0.3720000000000001,0.236,0.0,0.14,0.642,93.297,165213.0,4.0,0,0,0,0,0,,
Universal Mind Control,COMMON featuring PHARRELL,8,95,62,6,34,698369,0.8809999999999999,0.922,4.0,-4.289,0.0,0.0562,0.419,0.00574,0.12,0.6940000000000001,120.009,213613.0,4.0,0,0,0,3,19,,
No Me Doy Por Vencido,LUIS FONSI,8,98,92,3,55,193643005,0.368,0.649,3.0,-5.8660000000000005,1.0,0.079,0.429,0.0,0.596,0.476,171.976,239400.0,3.0,0,0,0,0,1,,
Chasing Pavements,ADELE,8,82,82,1,61,127681110,0.615,0.472,5.0,-6.073,0.0,0.0267,0.325,0.0,0.115,0.327,80.072,210507.0,4.0,0,0,0,15,18,,
The Blower's Daughter,MATT McANDREW,14,40,40,1,33,502236,0.29,0.339,4.0,-7.297999999999999,1.0,0.0296,0.55,0.0,0.383,0.168,141.797,199290.0,3.0,0,0,0,0,0,,
Like A Cowboy,RANDY HOUSER,14,98,62,14,55,8739616,0.511,0.687,1.0,-4.328,1.0,0.0326,0.254,2.49e-06,0.108,0.172,139.995,262133.0,4.0,0,0,0,0,0,,
Climb Every Mountain,THE HESITATIONS,68,107,90,5,22,695,0.388,0.279,0.0,-7.494,1.0,0.0268,0.846,0.00118,0.125,0.252,81.963,121913.0,4.0,0,0,0,0,0,,
Run Red Run,THE COASTERS,59,110,110,1,29,57362,0.655,0.541,0.0,-15.497,0.0,0.202,0.474,0.0,0.123,0.7979999999999999,145.19799999999995,182933.0,4.0,0,0,0,0,0,,
Swingin' On A Rainbow,FRANKIE AVALON,59,93,39,6,15,7903,0.5870000000000001,0.43,0.0,-9.375,1.0,0.0314,0.648,0.0,0.138,0.96,76.615,116213.0,4.0,0,0,0,0,1,,
This Time Of Year,BROOK BENTON,59,96,66,5,26,246915,0.3,0.223,7.0,-11.654000000000002,1.0,0.0296,0.893,1.92e-05,0.092,0.124,67.32300000000001,145933.0,4.0,0,0,0,0,1,,
Mary Don't You Weep,STONEWALL JACKSON,59,102,41,8,15,90125,0.628,0.627,0.0,-8.418,1.0,0.028,0.419,0.0,0.135,0.905,134.487,146147.0,4.0,0,0,0,0,0,,
Wintertime,THE FOUR COACHMEN,59,114,113,2,40,817,0.402,0.358,2.0,-15.56,1.0,0.0342,0.0809,0.000144,0.201,0.662,169.695,112707.0,3.0,0,0,0,0,0,,
Whispering,NINO TEMPO &amp; APRIL STEVENS,63,80,11,9,7,123396,0.5,0.44,8.0,-12.117,1.0,0.037000000000000005,0.8690000000000001,0.0,0.141,0.602,139.268,145493.0,4.0,0,0,0,1,1,,
Comin' In The Back Door,THE BAJA MARIMBA BAND,63,96,41,9,4,15017,0.501,0.363,5.0,-14.76,1.0,0.17,0.706,0.0278,0.938,0.648,118.52,144911.0,4.0,0,0,0,0,0,,
Pain In My Heart,OTIS REDDING,63,99,78,3,45,6936176,0.453,0.276,10.0,-11.535,1.0,0.0393,0.733,0.000228,0.126,0.597,163.32299999999995,146747.0,3.0,1,0,1,2,5,,
"Baby, I Love You",ANDY KIM,69,108,9,17,0,1198282,0.561,0.792,11.0,-6.805,0.0,0.13699999999999998,0.645,0.0012,0.0894,0.667,192.056,222013.0,4.0,0,0,0,0,0,,
I Can't Stop Singing,BOBBY BLAND,63,106,106,4,1,3352,0.391,0.635,10.0,-6.573,1.0,0.0737,0.494,0.0,0.21600000000000005,0.642,159.153,154000.0,4.0,0,0,1,0,0,,
Coming Back To You,MAXINE BROWN,63,110,99,5,3,1979,0.249,0.35,2.0,-11.291,1.0,0.0651,0.81,0.000407,0.0903,0.424,62.93,183667.0,3.0,0,0,0,0,4,,
The Feeling Is Gone,BOBBY BLAND,63,111,91,5,8,4890,0.421,0.4920000000000001,7.0,-5.808,1.0,0.0249,0.35100000000000003,1.6e-06,0.215,0.194,95.006,150467.0,3.0,0,0,1,0,0,,
"My One And Only, Jimmy Boy",THE GIRLFRIENDS,63,127,49,8,0,42595,0.383,0.941,4.0,-1.014,1.0,0.043,0.00685,0.00039,0.481,0.7559999999999999,96.003,169520.0,4.0,0,0,0,0,0,,
Heartless Heart,FLOYD CRAMER,63,130,124,2,2,607,0.454,0.211,4.0,-14.343,1.0,0.0292,0.935,0.121,0.106,0.224,107.725,182067.0,4.0,0,0,0,0,7,,
California Soul,THE 5TH DIMENSION,68,72,25,9,22,127464,0.595,0.541,0.0,-10.637,1.0,0.0248,0.226,0.0,0.327,0.701,99.159,191960.0,4.0,0,0,0,0,0,,
"Soul Sister, Brown Sugar",SAM AND DAVE,68,81,41,9,28,99156,0.635,0.637,10.0,-7.938,1.0,0.0614,0.34700000000000003,0.0,0.343,0.7040000000000001,126.436,149986.0,4.0,0,0,0,1,4,,
I Forgot To Be Your Lover,WILLIAM BELL,68,106,45,11,42,2742090,0.387,0.222,7.0,-18.162,1.0,0.0385,0.358,0.0,0.17600000000000002,0.7879999999999999,141.41,138960.0,4.0,0,0,0,7,26,,
"Sweet Cream Ladies, Forward March",THE BOX TOPS,68,114,28,16,19,146550,0.703,0.345,1.0,-15.329,1.0,0.0405,0.38,0.0,0.0539,0.718,96.579,134067.0,4.0,0,0,0,0,0,,
Saturday Night At The World,MASON WILLIAMS,68,115,99,8,11,25066,0.233,0.195,11.0,-12.978,0.0,0.0342,0.816,0.521,0.106,0.198,88.89,235960.0,3.0,0,0,0,0,0,,
The Grooviest Girl In The World,THE FUN AND GAMES,68,127,78,10,7,15245,0.5710000000000001,0.828,2.0,-7.508999999999999,1.0,0.0301,0.106,5.59e-05,0.154,0.614,133.33700000000002,174533.0,4.0,0,0,0,0,0,,
