Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks,Popularity,Youtube viewcount,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,Artist_grammy_wins,Artist_grammy_nominations,Song_release_date,Genres
Long Line Rider,BOBBY DARIN,69,107,107,2,3,34903,0.7609999999999999,0.637,1.0,-8.787,1.0,0.041,0.219,0.0105,0.107,0.797,122.161,179853.0,4.0,0,0,1,2,5,,
Feelin' So Good (S.k.o.o.b.y-D.o.o.),THE ARCHIES,68,133,53,9,19,168995,0.65,0.762,8.0,-2.516,1.0,0.0303,0.0584,0.0,0.34700000000000003,0.95,124.57,188627.0,4.0,0,0,0,0,0,,
'Til I Can't Take It Anymore,BEN E. KING,68,134,134,1,0,93445,0.481,0.588,10.0,-8.299,1.0,0.0441,0.35200000000000004,0.0,0.113,0.7909999999999999,78.719,191707.0,4.0,0,0,0,0,0,,
#9 Dream,JOHN LENNON,74,68,9,12,52,768379,0.406,0.597,0.0,-11.745,1.0,0.0336,0.0744,0.0133,0.254,0.478,115.474,286813.0,4.0,0,0,1,7,34,,
Look In My Eyes Pretty Woman,TONY ORLANDO &amp; DAWN,74,74,11,12,20,37515,0.665,0.667,0.0,-10.026,1.0,0.0433,0.416,0.0,0.185,0.956,123.946,187000.0,4.0,0,0,0,0,1,,
Your Bulldog Drinks Champagne,JIM STAFFORD,74,79,24,10,10,9619,0.6809999999999999,0.479,4.0,-12.276,1.0,0.0797,0.711,0.0,0.326,0.84,74.932,194093.0,4.0,0,0,0,0,0,,
Don't Cha Love It,MIRACLES,74,88,78,4,5,12556,0.653,0.693,10.0,-10.928,0.0,0.0536,0.34600000000000003,2.09e-06,0.0607,0.893,86.06299999999997,201560.0,4.0,0,0,0,0,0,,
Christmas Dream,PERRY COMO,74,97,92,2,21,174085,0.507,0.22,10.0,-17.005,1.0,0.0366,0.852,0.000117,0.0705,0.862,184.123,166773.0,4.0,0,0,1,1,4,,
Crazy Talk,CHILLIWACK,74,103,98,7,24,75513,0.8540000000000001,0.435,9.0,-7.454,0.0,0.0335,0.365,0.000385,0.096,0.941,102.945,187200.0,4.0,0,0,0,0,0,,
Baby Blues,THE LOVE UNLIMITED ORCHESTRA,74,106,102,4,19,182306,0.705,0.305,4.0,-11.473,1.0,0.0399,0.0155,0.477,0.0381,0.546,72.12,337547.0,4.0,0,0,0,0,0,,
Don't Take Your Love,MANHATTANS,74,109,37,12,31,354206,0.49,0.5329999999999999,1.0,-12.59,1.0,0.044,0.319,0.0,0.248,0.705,136.02,207133.0,4.0,0,0,0,1,1,,
"What A Man, My Man Is",LYNN ANDERSON,74,110,93,5,13,49223,0.595,0.6829999999999999,0.0,-9.805,1.0,0.0323,0.14,3.64e-06,0.044,0.925,159.81799999999996,134733.0,4.0,0,0,0,1,5,,
Seven Bridges Road,EAGLES,80,64,21,14,53,521017,0.311,0.409,7.0,-12.592,1.0,0.0854,0.556,0.0,0.93,0.377,112.075,234067.0,5.0,0,0,0,6,18,,
United Together,ARETHA FRANKLIN,80,101,56,9,15,37652,0.329,0.5820000000000001,6.0,-5.547999999999999,1.0,0.0321,0.6579999999999999,0.00014,0.638,0.456,107.186,303893.0,4.0,0,0,1,18,44,,
Freedom Of Choice,DEVO,80,103,103,4,34,1704442,0.835,0.871,0.0,-13.353,1.0,0.0359,0.457,0.00852,0.0557,0.963,140.386,208560.0,4.0,0,0,0,0,1,,
Silver Eagle,THE ATLANTA RHYTHM SECTION,80,108,101,5,0,9946,0.471,0.892,7.0,-7.515,1.0,0.0296,0.0968,0.935,0.263,0.97,130.61,193067.0,4.0,0,0,0,0,0,,
Stacy,FORTUNE,85,88,80,6,7,87037,0.473,0.6659999999999999,1.0,-5.992000000000001,1.0,0.0309,0.0202,0.000243,0.183,0.275,100.628,244587.0,4.0,0,0,0,0,0,,
Every Road Leads Back To You,BETTE MIDLER,91,86,78,6,26,40040,0.574,0.251,11.0,-14.57,1.0,0.0293,0.388,0.0,0.166,0.128,126.139,227907.0,4.0,0,0,0,3,13,,
There Will Never Be Another Tonight,BRYAN ADAMS,91,87,31,15,26,1765036,0.4970000000000001,0.946,9.0,-4.151,1.0,0.0589,0.0622,0.0,0.28,0.606,137.10399999999998,280333.0,4.0,0,0,0,1,15,,
Macarena Christmas,LOS DEL RIO,96,83,57,4,22,426461,0.701,0.5589999999999999,1.0,-9.577,1.0,0.0483,0.00312,0.0029,0.392,0.488,103.222,253267.0,4.0,0,0,0,0,0,,
I Can Make It Better,THE WHISPERS,81,108,105,3,23,1884060,0.792,0.748,0.0,-9.034,0.0,0.0807,0.232,0.00585,0.0859,0.955,120.508,434467.0,4.0,0,0,0,0,0,,
Made You Look,NAS,2,58,32,13,53,1497528,0.6579999999999999,0.936,5.0,-5.105,0.0,0.3,0.172,0.0,0.321,0.711,95.439,203000.0,4.0,0,0,0,0,13,,
Thug Holiday,TRICK DADDY featuring LaTOCHA SCOTT,2,96,87,9,39,6089823,0.767,0.654,1.0,-9.088,0.0,0.289,0.3720000000000001,0.0,0.147,0.546,138.062,294067.0,4.0,0,0,0,0,0,,
I'd Rather,LUTHER VANDROSS,2,87,83,11,53,10406104,0.705,0.467,0.0,-8.456,1.0,0.0298,0.236,0.0,0.113,0.522,119.938,259693.0,4.0,0,0,0,8,33,,
All That Matters,JUSTIN BIEBER,13,24,24,1,61,214138470,0.6920000000000001,0.505,1.0,-5.559,0.0,0.0433,0.004370000000000001,0.0,0.0666,0.155,129.80200000000002,191173.0,4.0,0,0,0,1,7,,
Change Me,RUBEN STUDDARD,6,94,94,1,26,3197047,0.721,0.627,1.0,-4.112,1.0,0.0552,0.16,0.0,0.0527,0.528,133.89600000000002,230387.0,4.0,0,0,0,0,1,,
Perfume,BRITNEY SPEARS,13,76,76,1,54,38283896,0.39,0.557,3.0,-6.3439999999999985,1.0,0.0521,0.452,0.0,0.125,0.317,79.34,239973.0,4.0,0,0,0,1,8,,
Who You Love,JOHN MAYER featuring KATY PERRY,14,48,48,1,67,37272417,0.6940000000000001,0.35100000000000003,9.0,-10.92,1.0,0.0382,0.813,0.00165,0.097,0.691,145.907,249933.0,4.0,0,0,0,7,19,,
I. Crawl,CHILDISH GAMBINO,13,86,86,1,37,2246333,0.551,0.542,6.0,-7.822999999999999,1.0,0.0457,0.0421,1.6100000000000002e-05,0.162,0.379,132.977,209480.0,4.0,0,0,0,0,2,,
Underneath The Tree,KELLY CLARKSON,13,92,78,3,62,11087986,0.509,0.812,8.0,-5.438,1.0,0.0537,0.0013,1.99e-05,0.214,0.6890000000000001,159.876,229640.0,4.0,0,0,0,3,13,,
Old School Love,LUPE FIASCO featuring ED SHEERAN,13,95,93,5,57,5279541,0.701,0.7809999999999999,5.0,-8.493,1.0,0.134,0.0908,1.75e-06,0.358,0.459,86.006,273904.0,4.0,0,0,0,1,12,,
All The Way Home,TAMAR BRAXTON,13,96,96,1,52,31381457,0.652,0.6629999999999999,2.0,-5.318,0.0,0.0378,0.0807,2.59e-06,0.0805,0.254,107.99,262227.0,4.0,0,0,0,0,1,,
Sam's Song,DEAN MARTIN &amp; SAMMY DAVIS JR.,62,95,94,3,31,116352,0.583,0.464,2.0,-11.748,0.0,0.466,0.871,0.0,0.623,0.568,114.522,165120.0,4.0,0,0,1,0,1,,
Little Town Flirt,DEL SHANNON,62,97,12,14,29,819365,0.6559999999999999,0.7559999999999999,1.0,-11.140999999999998,1.0,0.0472,0.225,0.0,0.0668,0.802,127.316,166760.0,4.0,0,0,0,0,0,,
The (Bossa Nova) Bird,THE DELLS,62,99,97,10,10,5660,0.551,0.777,7.0,-7.636,1.0,0.0402,0.522,5.26e-06,0.214,0.939,89.53,170000.0,4.0,0,0,0,0,0,,
Please Come Home For Christmas,CHARLES BROWN,62,108,108,1,35,4399314,0.485,0.301,4.0,-14.518,1.0,0.0336,0.755,8.14e-06,0.104,0.416,180.598,166573.0,3.0,0,0,0,0,3,,
Shake Me I Rattle (Squeeze Me I Cry),MARION WORTH,62,124,42,9,0,24149,0.468,0.16,8.0,-16.497,1.0,0.0282,0.67,0.0,0.313,0.519,94.298,193307.0,3.0,0,0,0,0,0,,
Night Time,STRANGELOVES,66,85,30,8,29,106631,0.745,0.8270000000000001,9.0,-8.485,1.0,0.0385,0.5539999999999999,0.0,0.109,0.772,139.472,203533.0,4.0,0,0,0,0,0,,
Little Tin Soldier,THE TOY DOLLS,62,126,84,5,2,4180,0.652,0.499,3.0,-8.271,1.0,0.0743,0.916,0.0,0.123,0.6559999999999999,119.615,132747.0,4.0,0,0,0,0,0,,
Cinnamon Cinder (It's A Very Nice Dance),THE PASTEL SIX,62,127,25,11,1,21257,0.5820000000000001,0.409,7.0,-12.589,1.0,0.0414,0.024,0.0793,0.142,0.767,145.388,119440.0,4.0,0,0,0,0,0,,
Lover Come Back To Me,DEAD OR ALIVE,85,94,75,7,34,837562,0.561,0.195,9.0,-11.325,0.0,0.0339,0.98,8.56e-05,0.159,0.424,128.014,195787.0,4.0,0,0,0,0,0,,
Joy (Part 1),ISAAC HAYES,73,72,30,9,1,619300,0.459,0.7020000000000001,10.0,-10.112,0.0,0.266,0.0237,0.00526,0.0675,0.759,168.74599999999995,280160.0,4.0,0,0,0,3,14,,
Midnight Rider,GREGG ALLMAN,73,85,19,12,43,4985881,0.55,0.383,0.0,-15.725,1.0,0.0246,0.202,0.0191,0.117,0.42,86.711,268240.0,4.0,1,0,0,1,9,,
Let Your Hair Down,THE TEMPTATIONS,73,86,27,9,16,17307,0.6920000000000001,0.888,10.0,-8.46,0.0,0.0843,0.078,1.06e-05,0.085,0.929,186.544,160387.0,4.0,0,0,0,0,0,,
Raised On Robbery,JONI MITCHELL,73,95,65,8,34,178379,0.5539999999999999,0.777,0.0,-5.782,1.0,0.0332,0.168,0.0,0.128,0.8320000000000001,142.872,187773.0,4.0,0,0,1,8,16,,
"Please, Daddy",JOHN DENVER,73,96,69,5,27,150360,0.617,0.239,0.0,-12.524,1.0,0.0311,0.675,0.0,0.1,0.672,138.158,157347.0,4.0,0,0,0,1,4,,
Fool In The Rain,LED ZEPPELIN,79,64,21,13,58,1583193,0.539,0.866,0.0,-8.404,1.0,0.0483,0.0866,0.00414,0.0953,0.7609999999999999,130.345,372893.0,4.0,0,0,1,1,3,,
I Don't Want To Talk About It,ROD STEWART,79,84,46,11,59,38951807,0.472,0.373,3.0,-12.98,1.0,0.0262,0.872,0.206,0.147,0.459,135.19299999999998,288267.0,4.0,0,0,0,1,15,,
Shooting Star,DOLLAR,79,88,74,6,1,416210,0.631,0.545,2.0,-10.49,1.0,0.035,0.073,0.0116,0.131,0.57,138.621,228400.0,4.0,0,0,0,0,0,,
Volcano,JIMMY BUFFETT,79,89,66,7,43,1417881,0.755,0.447,5.0,-15.257,1.0,0.0714,0.252,0.0,0.0966,0.914,89.041,218627.0,4.0,0,0,0,0,2,,
Takin' It Back,BREATHLESS,80,96,92,4,7,81882,0.652,0.8809999999999999,1.0,-6.795,0.0,0.0414,0.009000000000000001,0.004220000000000001,0.0575,0.964,117.452,202427.0,4.0,0,0,0,0,0,,
Gimme Some Time,NATALIE COLE &amp; PEABO BRYSON,79,107,107,3,5,10062,0.816,0.7040000000000001,8.0,-12.992,1.0,0.147,0.146,0.0,0.0681,0.893,122.105,201707.0,4.0,0,0,0,9,21,,
Bad Times,TAVARES,79,109,47,12,15,182356,0.376,0.679,4.0,-12.889,0.0,0.132,0.0832,2.57e-05,0.209,0.407,202.132,349600.0,4.0,0,0,0,1,2,,
Stay With Me Till Dawn,JUDIE TZUKE,79,110,101,8,6,1592486,0.315,0.218,2.0,-14.962,0.0,0.036000000000000004,0.8420000000000001,0.00465,0.117,0.108,127.963,235267.0,4.0,0,0,0,0,0,,
Money Changes Everything,CYNDI LAUPER,84,57,27,13,42,4755816,0.594,0.883,6.0,-4.013,1.0,0.0375,0.0186,6.14e-05,0.331,0.706,120.465,305560.0,4.0,0,0,0,2,16,,
Do They Know It's Christmas,BAND AID,84,65,13,9,57,55437083,0.591,0.708,0.0,-5.377000000000002,1.0,0.0398,0.16699999999999998,0.000113,0.0993,0.36,115.111,229453.0,4.0,0,0,0,0,0,,
The Greatest Gift Of All,KENNY ROGERS &amp; DOLLY PARTON,84,83,81,4,35,1166700,0.477,0.317,8.0,-11.722,1.0,0.0259,0.475,5.22e-05,0.19,0.117,137.691,223693.0,4.0,0,0,1,3,19,,
It Never Rains (In Southern California),TONY! TONI! TONE!,90,66,34,15,51,6390800,0.7120000000000001,0.52,10.0,-8.496,1.0,0.0508,0.274,0.0,0.0377,0.86,79.882,296307.0,4.0,0,0,0,0,0,,
This Is Ponderous,2NU,90,86,46,13,14,283558,0.848,0.48,9.0,-17.561,1.0,0.112,0.389,0.0327,0.259,0.607,114.316,217453.0,4.0,0,0,0,0,0,,
Spend My Life,SLAUGHTER,90,96,39,13,33,1050388,0.529,0.877,0.0,-11.053,1.0,0.0508,0.0193,5.67e-06,0.343,0.583,115.081,203427.0,4.0,0,0,0,0,0,,
Let's Stay Home Tonight,JOE,1,70,68,12,33,1682477,0.691,0.742,0.0,-4.49,0.0,0.0602,0.145,3.14e-05,0.0944,0.722,90.102,206667.0,4.0,0,0,0,0,7,,
Part II,METHOD MAN &amp; REDMAN,1,85,72,12,46,2048065,0.774,0.85,10.0,-5.07,0.0,0.386,0.0427,0.0,0.313,0.816,95.996,244600.0,4.0,0,0,0,1,2,,
"Oh, How It Hurts",BARBARA MASON,67,98,59,9,42,4757087,0.588,0.36,6.0,-8.429,1.0,0.0298,0.66,0.0,0.218,0.448,148.39600000000004,179733.0,3.0,0,0,0,0,0,,
United (Part 1),THE MUSIC MAKERS,67,107,78,8,0,10363,0.507,0.645,0.0,-12.148,1.0,0.0389,0.0634,0.23,0.884,0.466,160.01,440240.0,4.0,0,0,0,0,0,,
Give My Love A Try,LINDA JONES,67,108,93,7,6,25575,0.406,0.486,1.0,-9.826,0.0,0.0373,0.7859999999999999,0.0,0.674,0.6509999999999999,72.219,152133.0,4.0,0,0,0,0,0,,
Love Lots Of Lovin',LEE DORSEY &amp; BETTY HARRIS,67,110,110,1,32,21913,0.71,0.515,3.0,-7.572,1.0,0.0339,0.73,0.0,0.157,0.8740000000000001,131.30700000000002,179467.0,4.0,0,0,0,0,0,,
Hey Boy Take A Chance On Love,RUBY ANDREWS,67,111,92,5,0,16201,0.524,0.59,5.0,-6.039,1.0,0.0258,0.4970000000000001,0.0,0.499,0.865,94.901,163893.0,4.0,0,0,0,0,0,,
Bottle Of Wine,THE FIREBALLS,67,114,9,15,30,164961,0.65,0.8,9.0,-8.202,1.0,0.0321,0.008490000000000001,0.155,0.0678,0.956,136.2,130227.0,4.0,0,0,0,0,0,,
Kites Are Fun,THE FREE DESIGN,67,115,114,2,30,222281,0.5329999999999999,0.448,9.0,-11.634,1.0,0.0356,0.412,0.00053,0.077,0.518,139.32,161199.0,4.0,0,0,0,0,0,,
7:30 Guided Tour,THE FIVE AMERICANS,67,120,96,7,0,1765,0.484,0.407,0.0,-11.957,1.0,0.0289,0.818,0.000151,0.253,0.63,144.336,160000.0,4.0,0,0,0,0,0,,
Expecting To Fly,THE BUFFALO SPRINGFIELD,67,123,98,5,0,601048,0.249,0.318,2.0,-23.025,1.0,0.0402,0.241,0.959,0.39,0.108,133.861,40062.0,4.0,2,0,0,0,0,,
I'm Never Gonna Be Alone Anymore,CORNELIUS BROTHERS AND SISTER ROSE,72,74,37,9,15,52088,0.521,0.564,0.0,-9.024,1.0,0.0368,0.7140000000000001,0.0,0.5479999999999999,0.6890000000000001,115.935,153707.0,4.0,0,0,0,0,0,,
Dreidel,DON McLEAN,72,75,21,12,27,77154,0.483,0.493,9.0,-14.599,1.0,0.0449,0.6779999999999999,0.0,0.145,0.654,148.438,227267.0,4.0,0,0,0,0,0,,
Remember (Christmas),NILSSON,72,76,53,6,18,515229,0.415,0.121,4.0,-19.295,1.0,0.0338,0.952,0.000135,0.0918,0.139,128.885,246573.0,4.0,0,0,0,0,0,,
You've Got To Take It (If You Want It),THE MAIN INGREDIENT,72,79,46,9,16,33696,0.298,0.525,1.0,-9.834,0.0,0.0357,0.7829999999999999,0.00011,0.118,0.624,147.186,209400.0,4.0,0,0,0,0,0,,
Anthem,WAYNE NEWTON,72,80,65,5,2,1448,0.514,0.468,2.0,-7.747000000000001,1.0,0.0305,0.713,0.329,0.258,0.157,158.566,260720.0,4.0,0,0,0,0,0,,
Boogie Woogie Man,PAUL DAVIS,72,97,68,9,9,5726,0.8,0.866,9.0,-6.069,1.0,0.0404,0.667,0.0,0.162,0.968,130.15,147373.0,4.0,0,0,0,0,1,,
What My Baby Needs Now Is A Little More Lovin',JAMES BROWN &amp; LYN COLLINS,72,98,56,7,4,15908,0.627,0.825,10.0,-5.707000000000002,0.0,0.0661,0.3720000000000001,0.0,0.111,0.675,121.469,173680.0,4.0,0,0,1,0,4,,
Da Ya Think I'm Sexy,ROD STEWART,78,40,1,21,57,62881779,0.759,0.82,11.0,-5.718,0.0,0.0615,0.0052,0.0,0.0664,0.927,112.005,220507.0,4.0,0,0,0,1,15,,
"Blue Morning, Blue Day",FOREIGNER,78,75,15,14,45,1117007,0.65,0.846,11.0,-6.144,0.0,0.0401,0.359,0.0,0.205,0.537,119.822,192973.0,4.0,0,0,0,0,3,,
No Tell Lover,CHICAGO,78,77,14,15,35,536128,0.453,0.75,5.0,-6.658,0.0,0.18600000000000005,0.325,0.000126,0.117,0.764,171.925,229547.0,4.0,0,0,0,1,10,,
This Moment In Time,ENGELBERT HUMPERDINCK,78,85,58,6,14,539024,0.333,0.662,0.0,-7.61,0.0,0.0478,0.313,0.004529999999999999,0.261,0.278,83.416,251080.0,4.0,0,0,0,0,2,,
Animal House,STEPHEN BISHOP,78,88,73,5,20,119026,0.73,0.461,3.0,-7.426,1.0,0.056,0.698,0.000348,0.219,0.919,130.007,227867.0,4.0,0,0,0,0,2,,
Moment By Moment,YVONNE ELLIMAN,78,89,59,6,16,797344,0.304,0.34700000000000003,5.0,-12.026,0.0,0.0321,0.757,0.0003,0.0796,0.284,134.014,198600.0,4.0,0,0,0,1,1,,
Just Tah Let U Know,EAZY-E,95,51,45,12,40,843333,0.736,0.741,8.0,-3.857,0.0,0.292,0.0645,0.0,0.13699999999999998,0.579,92.65,248867.0,4.0,0,0,0,0,0,,
Sometimes I Miss You So Much,P.M. DAWN,95,97,95,5,26,119855,0.7090000000000001,0.598,1.0,-9.893,1.0,0.0337,0.101,5.9e-05,0.14400000000000002,0.778,89.406,282533.0,4.0,0,0,0,0,0,,
Liquid Dreams,O-TOWN,0,21,10,12,41,3056454,0.823,0.7,0.0,-5.042,0.0,0.035,0.0264,0.0,0.0531,0.75,108.019,210400.0,4.0,0,0,0,0,0,,
This Everyday Love,RASCAL FLATTS,0,76,56,14,42,1404467,0.605,0.812,0.0,-3.386,1.0,0.0695,0.379,0.0,0.0756,0.938,94.825,184107.0,4.0,0,0,0,0,4,,
All Good?,DE LA SOUL featuring CHAKA KHAN,0,96,96,3,0,5714680,0.74,0.835,7.0,-7.75,1.0,0.0398,0.00295,0.775,0.0317,0.151,126.006,369524.0,4.0,0,0,0,1,6,,
A Great Big Sled,THE KILLERS featuring TONI HALLIDAY,7,88,88,1,29,1536779,0.529,0.8690000000000001,0.0,-3.846,1.0,0.0587,0.00238,1.91e-06,0.181,0.285,127.952,259213.0,4.0,0,0,0,0,0,,
Hip Hop Is Dead,NAS featuring WILL.I.AM,6,76,41,5,44,5273380,0.7659999999999999,0.7120000000000001,0.0,-5.975,0.0,0.29,0.023,0.0,0.205,0.6,110.823,225560.0,4.0,0,0,0,0,13,,
Nothing Left To Lose,MAT KEARNEY,6,93,93,2,43,4962308,0.445,0.71,4.0,-6.819,1.0,0.0275,0.103,6.14e-05,0.16899999999999998,0.468,148.011,263253.0,4.0,2,0,0,0,0,,
One Wing In The Fire,TRENT TOMLINSON,7,98,90,3,52,2045458,0.614,0.529,3.0,-7.43,1.0,0.0308,0.459,0.0,0.129,0.45,141.929,232547.0,4.0,0,0,0,0,0,,
Red High Heels,KELLIE PICKLER,6,99,99,1,49,17833547,0.626,0.8420000000000001,5.0,-3.74,1.0,0.0337,0.13,0.0,0.0734,0.54,115.72,222853.0,4.0,1,0,0,0,0,,
Color My World,PETULA CLARK,66,69,16,9,4,59327,0.442,0.873,10.0,-7.032,1.0,0.0479,0.726,6.57e-05,0.279,0.7120000000000001,165.708,169036.0,4.0,0,0,0,2,9,,
How Do You Catch A Girl,SAM THE SHAM AND THE PHARAOHS,66,78,27,8,12,3834,0.653,0.606,2.0,-9.672,1.0,0.053,0.0697,3.4e-05,0.054000000000000006,0.835,126.909,139773.0,4.0,0,0,0,0,0,,
It's Now Winter's Day,TOMMY ROE,66,87,23,11,8,10633,0.18600000000000005,0.292,0.0,-14.595,1.0,0.0315,0.685,4.53e-05,0.35200000000000004,0.482,173.937,205800.0,3.0,0,0,0,0,0,,
"Look At Granny Run, Run",HOWARD TATE,66,92,67,8,6,11984,0.716,0.637,4.0,-8.176,1.0,0.0634,0.332,6.86e-05,0.279,0.927,112.613,132667.0,4.0,0,0,0,0,1,,
That's The Tune,THE VOGUES,66,99,99,8,0,10526,0.604,0.8,9.0,-6.292999999999998,1.0,0.0335,0.821,0.000357,0.17600000000000002,0.965,138.977,176405.0,4.0,0,0,0,0,0,,
I Got To Go Back (And Watch That Little Girl Dance),THE McCOYS,66,111,69,7,14,6273,0.6579999999999999,0.474,7.0,-11.855,1.0,0.0511,0.625,1.39e-06,0.179,0.847,115.816,181907.0,4.0,0,0,0,0,0,,
Deadend Street,THE KINKS,66,113,73,6,0,331044,0.581,0.459,5.0,-10.037,1.0,0.0372,0.509,3.88e-05,0.085,0.33,128.29399999999998,151907.0,4.0,0,0,0,0,0,,
Pretty Ballerina,THE LEFT BANKE,66,117,15,12,28,406831,0.57,0.403,8.0,-13.949000000000002,1.0,0.0343,0.8140000000000001,3.55e-06,0.115,0.602,115.961,158240.0,4.0,1,0,0,0,0,,
I'm Gonna Sit Right Down And Write Myself A Letter,THE PALM BEACH BLUES BAND BOYS,66,119,117,3,5,22330,0.447,0.397,7.0,-7.673999999999999,1.0,0.0283,0.732,7.6e-06,0.105,0.189,80.13600000000002,187454.0,4.0,0,0,1,0,0,,
Walk With Faith In Your Heart,THE BACHELORS,66,121,83,5,19,387274,0.473,0.569,11.0,-8.091000000000001,0.0,0.0309,0.4,0.0,0.132,0.607,103.169,167720.0,3.0,0,0,0,0,0,,
All,JAMES DARREN,66,123,35,11,10,43193,0.192,0.185,5.0,-13.633,0.0,0.0361,0.83,7.780000000000001e-05,0.376,0.146,174.99200000000005,258400.0,1.0,0,0,0,0,1,,
"Theme From ""The Wild Angels""",DAVIE ALLEN AND THE ARROWS,66,114,99,5,4,65011,0.3,0.611,0.0,-11.181,1.0,0.0391,0.667,0.878,0.154,0.618,146.07,93240.0,4.0,0,0,0,0,0,,
Full Measure,THE LOVIN' SPOONFUL,66,130,87,5,21,44079,0.506,0.513,7.0,-10.478,1.0,0.0298,0.6779999999999999,0.0,0.0725,0.7040000000000001,112.523,159707.0,4.0,0,0,0,0,0,,
I Can't Please You,JIMMY ROBINS,67,134,134,1,0,21936,0.782,0.317,2.0,-13.795,0.0,0.0749,0.599,0.0008939999999999998,0.105,0.5770000000000001,128.639,151406.0,4.0,0,0,0,0,0,,
Catch Me In The Meadow,THE TRADEWINDS,66,132,132,1,0,18853,0.368,0.6659999999999999,11.0,-7.601,1.0,0.0515,0.68,0.0,0.157,0.279,123.956,108040.0,4.0,0,0,0,0,0,,
My Baby Likes To Boogaloo,DON GARDNER,66,134,126,4,17,85559,0.515,0.759,3.0,-4.8210000000000015,1.0,0.0345,0.228,0.0,0.107,0.868,125.03,172520.0,4.0,0,0,0,0,0,,
"Theme From ""Close Encounters Of The Third Kind""",JOHN WILLIAMS,77,81,13,14,1,39799,0.0746,0.13699999999999998,11.0,-18.179,1.0,0.0427,0.947,0.82,0.217,0.035,66.783,401933.0,4.0,0,0,0,23,66,,
What A Difference You've Made In My Life,RONNIE MILSAP,77,87,80,5,33,1561097,0.422,0.537,5.0,-10.214,1.0,0.0276,0.528,0.000238,0.182,0.43,96.198,239067.0,4.0,0,0,0,6,11,,
Boats Against The Current,ERIC CARMEN,77,90,88,3,22,170393,0.445,0.369,7.0,-10.992,1.0,0.0278,0.308,0.000229,0.0966,0.142,112.175,262213.0,4.0,0,0,0,0,4,,
The Night The Lights Went Out,THE TRAMMPS,77,108,104,4,38,186554,0.645,0.703,0.0,-10.865,0.0,0.0588,0.172,0.00043,0.0608,0.632,121.186,427160.0,4.0,0,0,0,0,0,,
Remember The Night,THE MOTELS,83,67,36,12,44,225686,0.503,0.211,5.0,-18.197,1.0,0.0324,0.878,0.0,0.0829,0.29600000000000004,71.283,185600.0,4.0,0,0,0,0,0,,
So Bad,PAUL McCARTNEY,83,49,23,14,28,403455,0.665,0.307,7.0,-13.935,1.0,0.0265,0.339,2.62e-06,0.119,0.593,87.94200000000002,202053.0,4.0,0,0,1,18,78,,
Just One More Time,THE HEADPINS,83,89,70,9,9,232998,0.628,0.8009999999999999,1.0,-10.901,1.0,0.0483,0.259,8.85e-06,0.191,0.591,87.18799999999997,324133.0,4.0,0,0,0,0,0,,
All She Wants Is,DURAN DURAN,88,85,22,13,30,1451365,0.659,0.732,2.0,-10.098,1.0,0.0427,0.0121,0.0588,0.271,0.7659999999999999,120.007,266840.0,4.0,1,0,0,2,2,,
The Great Commandment,CAMOUFLAGE,88,98,59,12,42,4326615,0.6729999999999999,0.763,7.0,-11.347,1.0,0.0368,0.104,0.15,0.275,0.915,123.675,260153.0,4.0,0,0,0,0,0,,
Bang Bang Pow Pow,T-PAIN featuring LIL WAYNE,11,48,48,2,49,956678,0.436,0.61,9.0,-5.685,1.0,0.134,0.00171,0.0,0.217,0.0972,141.951,219773.0,4.0,0,0,0,2,13,,
Survivor / I Will Survive,GLEE CAST,11,51,51,1,46,9484185,0.563,0.913,9.0,-4.384,0.0,0.225,0.00773,0.0,0.127,0.311,128.083,208573.0,4.0,0,0,0,0,1,,
Bait A Hook,JUSTIN MOORE,11,100,100,1,56,38825366,0.669,0.7929999999999999,1.0,-6.0779999999999985,1.0,0.0279,0.0232,0.0,0.103,0.598,105.959,208493.0,4.0,0,0,0,0,0,,
I'll Be Home For Christmas,JOSH GROBAN,6,95,95,1,32,379743,0.228,0.29100000000000004,10.0,-13.57,1.0,0.0382,0.936,8.27e-05,0.103,0.16699999999999998,165.449,254840.0,3.0,0,0,0,0,4,,
Round Of Applause,WAKA FLOCKA FLAME featuring DRAKE,12,97,89,6,51,8635886,0.7120000000000001,0.758,9.0,-4.835,1.0,0.26,0.343,0.0,0.141,0.903,140.02,266000.0,4.0,0,0,0,0,0,,
Black Barbies,NICKI MINAJ x MIKE WILL MADE-IT,17,97,97,1,61,6515285,0.8029999999999999,0.585,0.0,-5.39,1.0,0.087,0.0734,2.87e-05,0.201,0.241,146.02,254080.0,4.0,0,0,0,0,10,,
Me And Your Mama,CHILDISH GAMBINO,16,69,69,1,67,34390926,0.557,0.461,5.0,-11.796,1.0,0.0342,0.00952,0.0405,0.0708,0.29100000000000004,117.999,379227.0,3.0,0,0,0,0,2,,
False Prophets,J. COLE,16,93,54,2,61,19817152,0.73,0.747,8.0,-9.496,0.0,0.324,0.698,1.63e-05,0.152,0.7509999999999999,90.039,237427.0,4.0,0,0,0,0,0,,
