Song,Artist,Endurance_Score,Predicted_Endurance_Score,Entry_Position,Peak_Position,Total_Weeks,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,Artist_grammy_wins,Artist_grammy_nominations,artist popularity,TopSongsArtist,TopSongsArtist10,days_before_charting,TopSongsArtist100,Entry_Year,Age_Percentage_15_30
The Three Bells (The Jimmy Brown Song),THE TOKENS,0.185428419,0.402823289,129,120,5,0.576,0.139,2,-15.062,0.0541,0.937,0,0.135,0.611,112.952,184076,4,0,0,0,0,0,57.77835159,0,0,0,3,1965,21.7
Santa Claus Is Coming To Town,THE FOUR SEASONS,0.614619666,0.523454092,56,23,3,0.739,0.525,10,-12.855,0.0682,0.615,0,0.401,0.888,130.676,110840,4,0,0,0,0,0,68,1,5,0,8,1962,20.2
Walkin' In The Rain With The One I Love,LOVE UNLIMITED,0.699998956,0.669644785,97,14,14,0.371,0.566,10,-12.183,0.0495,0.343,9.37E-05,0.394,0.578,138.032,281600,4,0,0,0,0,0,41,0,0,0,3,1972,25.3
Sting Ray,THE ROUTERS,0.202304939,0.386418052,107,50,11,0.692,0.973,6,-8.609,0.0372,0.58,0.908,0.49,0.903,91.946,123427,4,0,0,0,0,0,14,0,0,0,2,1963,20.8
Only The Strong Survive,JERRY BUTLER,0.706225299,0.69935344,109,4,14,0.428,0.444,7,-11.172,0.0495,0.775,0,0.341,0.884,121.926,158240,4,0,0,0,0,2,47,0,2,0,20,1969,23.5
I Miss My Friend,DARRYL WORLEY,0.817947518,0.798245466,73,28,20,0.56,0.468,4,-7.81,0.0254,0.161,3.73E-05,0.0858,0.43,140.058,242927,4,0,0,0,0,0,55,0,0,96,7,2002,20.8
Kiss An Angel Good Mornin',CHARLEY PRIDE,0.814566843,0.705686512,88,21,16,0.686,0.512,4,-10.361,0.0294,0.794,0,0.313,0.876,131.794,123707,4,0,0,1,3,13,55,0,0,28,11,1971,24.7
Wrap Her Up,ELTON JOHN,0.574100369,0.432607639,53,20,14,0.684,0.885,2,-7.936,0.0327,0.0143,0.0222,0.0982,0.902,138.866,381493,4,0,0,0,5,34,81,4,15,0,31,1985,26
Charm The Snake,CHRISTOPHER CROSS,0.576540605,0.637026468,79,68,5,0.527,0.733,9,-12.556,0.0381,0.0364,0.00263,0.458,0.648,171.441,267040,4,0,0,0,5,9,66,2,2,0,5,1985,26
Sure Know Something,KISS,0.741899406,0.725307749,88,47,11,0.707,0.744,4,-6.219,0.0304,0.286,1.25E-06,0.115,0.938,115.343,241507,4,0,0,0,0,1,74,0,0,0,21,1979,27.4
The Last Waltz,ENGELBERT HUMPERDINCK,0.768965215,0.627129107,116,25,10,0.396,0.444,2,-11.303,0.0302,0.696,1.23E-06,0.201,0.4,108.189,184187,3,0,0,0,0,2,61,0,2,0,15,1967,22.5
Just One More Day,OTIS REDDING,0.737490825,0.625536936,98,85,5,0.459,0.24,7,-13.761,0.0317,0.892,0.00108,0.431,0.35,133.854,210733,3,0,0,1,2,5,74,0,0,0,12,1965,21.7
I Get Money,50 CENT,0.869993215,0.864421176,85,20,14,0.528,0.932,9,-4.545,0.346,0.163,0.000273,0.346,0.437,124.144,223720,5,0,0,0,1,14,85,1,3,70,9,2007,20.9
Life Is But A Dream,THE EARLS,0.552769548,0.329760707,113,107,6,0.438,0.761,2,-5.522,0.0446,0.747,0,0.517,0.566,106.822,107307,4,0,0,0,0,0,31,0,0,0,1,1961,19.9
7 Things,MILEY CYRUS,0.914438761,0.873490001,84,9,15,0.599,0.893,1,-4.404,0.0376,0.018,0,0.0772,0.591,107.033,213453,4,0,0,0,0,1,87,1,6,0,7,2008,21
(I Never Promised You A) Rose Garden,MARTINA McBRIDE,0.698982884,0.720812264,98,98,2,0.577,0.728,2,-6.944,0.0478,0.503,0,0.133,0.78,131.908,195573,4,0,0,0,0,14,63,0,0,0,17,2005,21
Dead And Gone,T.I. featuring JUSTIN TIMBERLAKE,0.895532935,0.819869869,76,76,1,0.713,0.746,0,-4.99,0.259,0.0402,0,0.601,0.47,135.021,299747,4,0,0,0,0,0,83,0,0,0,1,2008,21
All That I Am,ELVIS PRESLEY,0.596725845,0.648059945,82,41,8,0.405,0.147,5,-15.78,0.0359,0.902,0.000538,0.183,0.275,109.233,136093,4,0,0,1,3,14,82,2,13,0,48,1966,22.1
Chills And Fever,RONNIE LOVE AND HIS ORCHESTRA,0.453085262,0.400388391,110,105,2,0.522,0.566,9,-9.901,0.0347,0.106,0,0.0684,0.719,141.922,148160,4,0,0,0,0,0,57.77835159,0,0,0,0,1960,19.6
Good Time Tonight,THE SOUL SISTERS,0.41194245,0.352934185,126,98,7,0.655,0.451,10,-11.365,0.0272,0.187,0.838,0.155,0.955,77.693,178733,4,0,0,0,0,0,15,0,0,0,1,1964,21.2
Get Busy,SEAN PAUL,0.881040924,0.940561057,82,1,32,0.735,0.824,10,-4.143,0.036,0.615,0,0.158,0.726,100.202,211666,4,3,0,0,1,8,87,2,4,0,3,2003,20.9
I'm A King,P$C featuring T.I. &amp; LIL SCRAPPY,0.750945565,0.57051766,96,67,9,0.73,0.483,0,-8.959,0.327,0.0428,0,0.103,0.535,168.049,212800,4,0,0,0,0,0,10,0,0,0,1,2005,21
River Road,UNCLE DOG,0.615028072,0.490427517,99,86,7,0.797,0.899,8,-2.538,0.034,0.111,0,0.3,0.933,114.012,241640,4,0,0,0,0,0,57.77835159,0,0,0,1,1973,25.8
"Betcha By Golly, Wow",THE STYLISTICS featuring RUSSELL THOMPKINS JR.,0.678362132,0.767372634,79,3,16,0.373,0.505,3,-7.887,0.0285,0.535,0,0.327,0.438,141.146,198987,4,0,0,0,0,0,58,0,1,0,0,1972,25.3
Time To Get Down,THE O'JAYS,0.66409567,0.663670651,90,33,12,0.7,0.542,5,-11.131,0.0469,0.274,0,0.187,0.905,118.481,172240,3,0,0,0,0,0,64,1,2,0,10,1973,25.8
Lalena,DONOVAN,0.618290268,0.569700136,110,33,7,0.341,0.178,11,-15.314,0.036,0.914,4.64E-05,0.077,0.38,138.345,175107,4,0,0,0,0,1,63,1,3,0,9,1968,23.1
Nothing Can Change This Love,SAM COOKE,0.810781017,0.798965326,87,12,11,0.373,0.301,9,-11.843,0.0314,0.769,0,0.0816,0.436,65.488,158680,3,2,0,1,0,6,73,0,3,18,17,1962,20.2
Clint Eastwood,GORILLAZ,0.906207266,0.812917287,73,57,11,0.663,0.694,10,-8.627,0.172,0.0249,0,0.0698,0.524,167.964,340920,4,0,0,0,1,9,84,0,0,0,1,2001,20.9
Piano Man,BILLY JOEL,0.918453322,0.842634902,94,25,14,0.334,0.472,0,-8.792,0.0277,0.6,3.77E-06,0.317,0.431,179.167,336093,3,4,0,0,5,23,79,3,7,113,24,1974,26.2
Easier Said Than Done,THE ESSEX,0.60313065,0.592271647,107,1,14,0.756,0.333,9,-12.162,0.0408,0.776,0,0.559,0.95,134.378,31343,4,0,0,0,0,0,14,1,0,1,0,1963,20.8
You'll Lose A Good Thing,BARBARA LYNN,0.81068405,0.669133666,96,8,13,0.591,0.324,2,-13.218,0.0302,0.606,0.000144,0.172,0.617,104.15,159867,3,0,0,0,0,0,43,0,1,0,6,1962,20.2
All Shook Up,SUZI QUATRO,0.606859295,0.593114087,109,85,8,0.621,0.72,9,-7.146,0.0534,0.152,0.0172,0.123,0.859,146.669,230733,4,0,0,0,0,0,57,0,0,0,5,1974,26.2
'Til Summer Comes Around,KEITH URBAN,0.774368801,0.789761138,92,58,16,0.57,0.629,9,-7.608,0.0331,0.593,0.000136,0.77,0.308,127.907,331467,4,0,0,0,4,18,78,0,0,0,30,2010,20.9
Third Time Lucky,FOGHAT,0.662328879,0.736403705,73,23,15,0.666,0.664,0,-8.061,0.0272,0.286,1.60E-05,0.547,0.82,116.319,252169,4,0,0,0,0,0,60,0,0,0,9,1979,27.4
I Wanna Know You,HANNAH MONTANA &amp; DAVID ARCHULETA,0.836134366,0.788406416,74,74,1,0.667,0.706,5,-4.852,0.0288,0.13,0,0.347,0.824,84.002,167080,4,0,0,0,0,0,70,0,0,0,1,2009,21
Ramblin' Man,THE ALLMAN BROTHERS BAND,0.841957227,0.867928729,85,2,16,0.309,0.831,1,-8.288,0.036,0.488,0.00304,0.286,0.934,181.145,288160,4,4,0,1,0,0,70,0,1,0,4,1973,25.8
Tired Of Toein' The Line,ROCKY BURNETTE,0.731317268,0.681922924,71,8,19,0.647,0.694,7,-7.365,0.0284,0.0364,0,0.0776,0.694,121.975,193560,4,0,0,0,0,0,38,0,1,0,0,1980,27.4
Come As You Are,NIRVANA,0.939409194,0.819894561,76,32,18,0.505,0.825,4,-5.721,0.0401,0.000182,0.000948,0.0855,0.541,119.987,218920,4,0,0,0,1,6,84,0,1,0,3,1992,22.6
Get Up On It,KEITH SWEAT,0.775910696,0.742188487,91,62,16,0.663,0.554,2,-8.657,0.0307,0.0487,1.03E-05,0.109,0.657,124.798,306800,4,0,0,0,0,0,64,0,3,0,8,1994,21.8
Candy,ASTORS,0.567278844,0.480300687,85,63,9,0.696,0.51,8,-11.216,0.0339,0.591,0.0128,0.1,0.927,138.231,180600,4,0,0,0,0,0,25,0,0,0,1,1965,21.7
Spanish Harlem,ARETHA FRANKLIN,0.730005945,0.723649541,69,2,12,0.688,0.808,2,-8.207,0.0552,0.124,0.00158,0.126,0.883,115.801,211000,4,0,0,1,18,44,75,0,12,0,28,1971,24.7
I Get High On You,SLY STONE,0.577076382,0.583224544,83,52,9,0.537,0.874,5,-9.656,0.0704,0.186,0.00115,0.405,0.615,97.381,193000,4,0,0,1,0,0,33,0,0,0,1,1975,26.7
You Put A Move On My Heart,QUINCY JONES,0.663107708,0.656904528,98,98,4,0.443,0.496,5,-6.862,0.0284,0.686,0.000106,0.108,0.221,149.355,373267,3,0,0,0,27,79,60,0,0,0,8,1995,21.4
Never Again,KELLY CLARKSON,0.842714938,0.882239834,8,8,16,0.514,0.91,7,-2.978,0.0714,0.00168,0.00187,0.224,0.472,145.907,217293,4,0,0,0,3,13,83,3,6,0,10,2007,20.9
Boogie Woogie,B. BUMBLE AND THE STINGERS,0.582644027,0.310991589,120,89,4,0.438,0.943,7,-5.257,0.109,0.518,0,0.451,0.548,159.838,169453,4,0,0,0,0,0,21,0,0,0,3,1961,19.9
Don't Ya,BRETT ELDREDGE,0.836452249,0.867338136,95,30,20,0.537,0.693,9,-5.256,0.0847,0.0566,0,0.146,0.581,176.004,181210,4,0,0,0,0,0,74,0,0,0,5,2013,20.9
Goodbye Cruel World,JAMES DARREN,0.580019306,0.647073424,88,3,17,0.664,0.658,0,-7.761,0.0328,0.691,0,0.136,0.917,117.194,142867,4,0,0,0,0,1,31,0,2,0,4,1961,19.9
Exclusivity,DAMIAN DAME,0.564288105,0.553127857,97,42,12,0.721,0.701,1,-9.226,0.108,0.0135,5.61E-05,0.0879,0.63,104.371,334133,4,0,0,0,0,0,13,0,0,0,1,1991,23
She Knows Me Too Well,THE BEACH BOYS,0.656151927,0.652050314,109,101,3,0.485,0.6,4,-5.989,0.0341,0.734,0,0.109,0.364,119.086,150027,4,0,0,1,0,0,76,0,3,19,15,1964,21.2
Can I Have This Dance,ZAC EFFRON &amp; VANESSA HUDGENS,0.823996378,0.712312101,100,98,2,0.539,0.658,0,-5.109,0.0295,0.256,0,0.286,0.476,136.357,243773,3,0,0,0,0,0,57.77835159,0,0,0,1,2008,21
It's Time To Say Goodbye,THE THIRD RAIL,0.204926434,0.204471676,113,113,2,0.652,0.257,1,-12.974,0.0386,0.728,0,0.15,0.32,112.558,214560,4,0,0,0,0,0,0,0,0,0,1,1968,23.1
Sgt. Pepper's Lonely Hearts Club Band,PAUL McCARTNEY with U2,0.656931698,0.715911962,48,48,1,0.415,0.801,7,-7.803,0.0385,0.000196,4.58E-05,0.965,0.362,129.05,267991,4,0,0,1,18,78,76,0,0,0,1,2005,21
Sympathy,RARE BIRD,0.747903772,0.419482708,124,121,3,0.595,0.0916,9,-15.629,0.0411,0.822,0,0.637,0.404,134.588,167573,4,0,0,0,0,0,32,0,0,0,0,1970,24
Cara-Lin,STRANGELOVES,0.541760195,0.483199598,111,39,9,0.748,0.788,2,-11.284,0.067,0.135,3.81E-06,0.501,0.626,130.506,162333,4,0,0,0,0,0,31,0,0,0,2,1965,21.7
Promise,ROMEO SANTOS featuring USHER,0.928510166,0.862043199,94,83,9,0.764,0.739,1,-6.422,0.0574,0.403,0,0.0821,0.77,132.995,252253,4,0,0,0,0,1,86,0,0,64,1,2011,20.9
(Do You) Wanna Ride,REEL TIGHT,0.439285358,0.566692616,80,80,1,0.757,0.659,6,-5.525,0.0701,0.185,0,0.0674,0.878,138.045,213213,4,0,0,0,0,0,24,0,0,0,1,1998,20.9
Anyway That You Want Me,THE AMERICAN BREED,0.503985985,0.511541384,107,88,8,0.457,0.297,9,-14.067,0.0439,0.788,0.0691,0.0984,0.397,80.405,179627,4,0,0,0,0,0,57.77835159,0,1,0,3,1968,23.1
You're Always On My Mind,SWV,0.784158372,0.736074627,65,54,17,0.621,0.583,1,-10.127,0.0345,0.0116,0,0.115,0.452,137.534,317360,4,0,0,0,0,0,63,1,2,0,4,1994,21.8
Disco Queen,HOT CHOCOLATE,0.528664416,0.668547226,86,28,11,0.782,0.793,7,-7.231,0.111,0.0719,2.50E-05,0.0682,0.784,105.562,215467,4,0,0,0,0,0,62,0,4,0,4,1975,26.7
I Won't Stand In Your Way,THE STRAY CATS,0.581070772,0.624747634,72,35,13,0.329,0.34,0,-12.161,0.0451,0.501,0,0.787,0.319,70.186,249547,3,0,0,0,0,0,34,0,3,0,1,1983,26.8
L.A. Woman,BILLY IDOL,0.713156261,0.681286462,94,52,9,0.391,0.947,7,-5.716,0.0676,0.0208,0.036,0.12,0.382,179.738,244640,4,0,0,0,0,3,68,1,3,0,6,1990,23.5
More Love,KIM CARNES,0.724202705,0.744625479,75,10,19,0.523,0.529,0,-10.338,0.055,0.368,1.49E-06,0.0733,0.682,205.315,218160,4,0,0,0,2,8,63,1,1,0,9,1980,27.4
Your Cheatin' Heart,BILLY VAUGHN,0.206335189,0.384885808,95,82,5,0.605,0.0795,0,-20.239,0.0318,0.934,0,0.133,0.392,115.772,184920,4,0,0,0,0,0,57.77835159,0,0,0,3,1959,19.6
Angie,THE ROLLING STONES,0.888700489,0.837094537,75,1,16,0.438,0.541,9,-6.012,0.0294,0.725,0.000191,0.102,0.396,136.224,272000,4,0,0,1,0,0,84,3,6,0,12,1973,25.8
Hypnotize,THE NOTORIOUS B.I.G.,0.908324179,0.862012024,2,1,20,0.901,0.697,9,-3.439,0.28,0.145,0,0.287,0.67,93.941,229827,4,0,0,0,0,0,84,1,1,0,1,1997,21
Happy Man,THE GREG KIHN BAND,0.482542262,0.6349742,86,62,7,0.561,0.885,4,-4.601,0.0389,0.00321,0,0.0777,0.735,146.817,167667,4,1,0,0,0,0,43,0,1,0,3,1982,27.1
Hate Me Now,NAS featuring PUFF DADDY,0.869235791,0.779484207,81,62,8,0.678,0.77,9,-4.399,0.222,0.00583,0,0.109,0.412,90,284000,4,0,0,0,0,13,78,0,0,18,1,1999,21
Satellite,HOOTERS,0.747710913,0.650271011,78,61,8,0.518,0.737,7,-12.775,0.0318,0.17,0.0112,0.394,0.348,104.128,257120,4,0,0,0,0,0,53,0,0,0,6,1987,25
Little Young Lover,THE IMPRESSIONS,0.563426616,0.446493585,108,96,7,0.557,0.567,1,-10.648,0.0413,0.809,0,0.125,0.686,141.397,134000,3,0,0,0,0,0,55,0,1,0,15,1962,20.2
She Was Hot,ROLLING STONES,0.693575673,0.752529038,83,44,9,0.481,0.969,7,-4.253,0.0643,0.0383,0.0653,0.106,0.686,153.088,281173,4,0,0,1,2,11,84,4,6,12,13,1984,26.6
Hello Out There,CARL BELEW,0.223437433,0.315352688,120,120,1,0.685,0.203,5,-19.474,0.0339,0.825,9.91E-05,0.196,0.606,99.38,149040,4,0,0,0,0,2,13,0,0,0,0,1962,20.2
You Don't Miss Your Water,WILLIAM BELL,0.628111176,0.731810987,117,95,11,0.511,0.467,5,-8.243,0.0281,0.446,0,0.192,0.573,115.109,180147,3,1,0,0,7,26,50,0,0,48,3,1962,20.2
"Round, Round",JONATHAN KING,0.209865084,0.369159169,130,122,4,0.445,0.633,2,-12.135,0.038,0.263,0.00337,0.086,0.966,143.382,176960,4,0,0,0,0,0,26,0,0,0,2,1967,22.5
A Cowboy's Work Is Never Done,SONNY AND CHER,0.623250235,0.702784625,78,8,13,0.605,0.321,8,-14.102,0.0362,0.552,1.26E-05,0.34,0.597,135.461,194733,4,0,0,0,0,3,57,0,3,0,7,1972,25.3
Bringing It Back,ELVIS PRESLEY,0.565211086,0.63456561,88,65,5,0.687,0.581,7,-11.304,0.0336,0.258,0,0.0804,0.517,119.695,178307,4,0,0,1,3,14,82,2,13,0,48,1975,26.7
Peace Train,CAT STEVENS,0.79456801,0.882834038,88,7,12,0.615,0.582,0,-10.323,0.0402,0.132,3.81E-05,0.119,0.789,82.532,251333,4,5,0,0,0,0,74,0,3,0,6,1971,24.7
Salsoul Hustle,SALSOUL ORCHESTRA,0.627529154,0.548412572,90,76,6,0.659,0.758,5,-10.799,0.0552,0.0538,0.679,0.0557,0.918,123.791,317040,4,0,0,0,0,0,38,0,0,0,2,1975,26.7
Summer Sand,DAWN,0.578703891,0.587313849,78,33,10,0.656,0.511,6,-10.042,0.0305,0.111,0,0.0657,0.921,115.899,178973,4,0,0,0,0,0,49,1,1,0,3,1971,24.7
She'll Leave You With A Smile,GEORGE STRAIT,0.779239768,0.784981419,71,23,20,0.628,0.566,4,-7.23,0.0224,0.602,0.000216,0.202,0.501,97.998,178760,4,0,0,0,1,16,76,0,0,33,29,2002,20.8
Jar Of Hearts,CHRISTINA PERRI,0.946941538,0.949186613,96,17,27,0.349,0.348,3,-6.142,0.0316,0.726,0,0.12,0.0886,74.541,246587,4,2,0,0,0,0,78,0,0,109,3,2010,20.9
Soulmate,NATASHA BEDINGFIELD,0.81858838,0.81712209,96,96,2,0.453,0.602,3,-5.56,0.038,0.351,0,0.117,0.349,169.753,213907,4,1,0,0,0,1,72,0,2,0,4,2009,21
I Invented Sex,TREY SONGZ featuring DRAKE,0.839903945,0.861670542,90,42,20,0.69,0.76,0,-4.778,0.0587,0.0678,0,0.184,0.468,89.958,247933,4,0,0,0,0,0,85,0,0,0,2,2009,21
Reminiscing,THE LITTLE RIVER BAND,0.349601911,0.816343935,81,3,20,0.712,0.544,7,-11.157,0.0381,0.0723,0.271,0.0872,0.299,94.047,216924,4,5,0,0,0,0,57.77835159,0,3,0,5,1978,27.3
Don't Break The Heart That Loves You,THE BERNIE LEIGHTON PIANO AND ORCHESTRA,0,0.439411832,102,101,3,0.376,0.309,9,-11.295,0.035,0.112,0.312,0.272,0.503,219.066,184875,3,0,0,0,0,0,57.77835159,0,0,0,0,1962,20.2
Move Your Boogie Body,BAR-KAYS,0.684814644,0.634560763,108,57,8,0.871,0.946,9,-7.55,0.0453,0.354,0.0124,0.0653,0.922,113.645,382533,4,0,0,0,0,0,53,0,0,0,3,1979,27.4
Broken,SEETHER,0.912150202,0.868932071,58,20,21,0.405,0.606,3,-2.929,0.0366,0.00897,0.00101,0.143,0.188,123.777,258516,4,0,0,0,0,0,75,0,0,144,6,2004,20.9
Hard Knock Life (Ghetto Anthem),JAY-Z,0.736494882,0.664223241,43,32,16,0.889,0.722,7,-7.638,0.151,0.0559,5.49E-05,0.0267,0.807,157.47,239480,4,0,0,0,21,66,21,0,4,11,6,1998,20.9
Blessed,ELTON JOHN,0.731659997,0.626124807,87,34,20,0.775,0.414,5,-11.901,0.031,0.169,0.00388,0.235,0.496,102.005,300733,4,0,0,0,5,34,81,4,15,0,31,1995,21.4
Bleed It Out,LINKIN PARK,0.920793903,0.813128012,69,52,19,0.529,0.967,1,-3.647,0.0508,0.114,0,0.61,0.596,140.127,166373,4,0,0,0,2,6,57.77835159,0,3,8,13,2007,20.9
I'm Too Sexy,RIGHT SAID FRED,0.830018351,0.802630708,67,1,21,0.683,0.739,11,-12.831,0.0495,4.91E-05,0.0122,0.293,0.836,122.113,170467,4,3,0,0,0,0,52,1,0,0,1,1991,23
Doggin' Around,JACKIE WILSON,0.705364303,0.62601879,81,15,16,0.541,0.366,5,-9.19,0.0252,0.938,0.445,0.107,0.425,94.809,173027,3,0,0,0,0,2,64,0,4,0,28,1960,19.6
Good Morning Judge,10CC,0.666492406,0.614306989,93,69,8,0.735,0.66,9,-9.396,0.1,0.0189,0.00425,0.102,0.473,106.59,176667,4,0,0,0,0,0,65,0,2,0,7,1977,27.3
Black Is Black,LOS BRAVOS,0.812381421,0.725142219,100,4,12,0.575,0.843,2,-5.931,0.0584,0.239,5.16E-06,0.0764,0.858,128.169,176600,4,0,0,0,0,0,44,0,1,0,1,1966,22.1
That's The Way,JO DEE MESSINA,0.669858174,0.785655656,78,25,20,0.488,0.923,2,-3.697,0.103,0.129,0,0.158,0.818,183.891,202253,4,0,0,0,0,2,58,0,0,0,7,2000,20.9
The Living Years,MIKE &amp; THE MECHANICS,0.778753518,0.844780267,79,1,20,0.522,0.457,8,-10.415,0.0311,0.649,0,0.0903,0.277,97.866,324267,4,1,0,0,0,0,62,1,0,0,0,1989,23.9
The Elvis Medley,ELVIS PRESLEY,0.631485587,0.680685733,84,71,7,0.33,0.561,11,-11.492,0.0748,0.525,0.00175,0.388,0.606,103.07,453267,4,0,0,1,3,14,82,2,13,0,48,1982,27.1
New Sensation,INXS,0.799551961,0.791771911,63,3,17,0.68,0.967,4,-2.771,0.0664,0.0661,1.75E-06,0.0808,0.895,115.748,219813,4,0,0,0,0,3,71,1,6,0,10,1988,24.5
Send A Little Love My Way (Like Always),STEPHEN BISHOP,0.522171717,0.533333009,108,108,3,0.472,0.461,2,-10.835,0.0367,0.596,1.32E-05,0.119,0.507,148.176,211000,4,0,0,0,0,2,53,0,0,0,4,1981,27.3
Don't Let Me Fall,B.O.B.,0.839831803,0.807641068,67,67,1,0.543,0.73,1,-6.086,0.0384,0.00631,0,0.213,0.267,150.187,275387,4,0,0,0,0,0,80,0,0,0,1,2010,20.9
More And More,CAPTAIN HOLLYWOOD PROJECT,0.784560393,0.758400227,76,17,20,0.661,0.847,7,-11.855,0.0349,0.225,0.835,0.0863,0.71,125.862,253573,4,0,0,0,0,0,49,0,0,0,1,1993,22.2
Don't Be My Enemy,WANG CHUNG,0.56671666,0.622919325,88,86,3,0.721,0.914,9,-3.739,0.0378,0.0937,0.00772,0.173,0.903,113.19,262733,4,0,0,0,0,0,54,0,2,0,5,1984,26.6
The Prince,JACKIE DeSHANNON,0.172022557,0.406561204,108,108,1,0.303,0.445,2,-8.974,0.0311,0.786,0.000551,0.224,0.412,177.59,155160,4,0,0,0,1,5,48,0,1,0,6,1962,20.2
California My Way,THE COMMITTEE,0.562673394,0.420788562,110,110,1,0.634,0.785,7,-7.683,0.035,0.485,0.012,0.109,0.933,94.682,277413,4,0,0,0,0,0,57.77835159,0,0,0,0,1967,22.5
Blue Side Of Lonesome,JIM REEVES,0.680276887,0.636908323,122,59,9,0.527,0.185,9,-16.72,0.0302,0.806,0.00133,0.232,0.378,96.03,199680,3,0,0,0,0,10,58,0,1,20,12,1966,22.1
Who Dat,JT MONEY featuring SOLE,0.725212744,0.792549354,22,5,20,0.831,0.834,11,-5.327,0.222,0.0148,0,0.303,0.381,87.027,231800,4,0,0,0,0,0,43,0,1,74,0,1999,21
Rockin' My Life Away,JERRY LEE LEWIS,0.606185082,0.509214696,109,109,1,0.333,0.856,7,-8.743,0.0457,0.164,0.000239,0.396,0.816,170.019,204600,4,0,0,1,1,3,57.77835159,0,0,0,6,1979,27.4
Little Jackie Wants To Be A Star,LISA LISA &amp; CULT JAM,0.618729743,0.678537549,81,29,11,0.745,0.879,11,-7.662,0.0394,0.217,5.89E-05,0.251,0.789,92.004,287373,4,0,0,0,0,0,50,0,0,0,1,1989,23.9
Two Fine People,CAT STEVENS,0.665944251,0.711043676,76,33,9,0.685,0.673,9,-8.519,0.0735,0.447,1.46E-05,0.288,0.723,149.726,215840,4,0,0,0,0,0,74,0,3,0,6,1975,26.7
Every Home Should Have One,PATTI AUSTIN,0.565641233,0.619787254,85,69,7,0.782,0.637,2,-12.656,0.0268,0.149,2.44E-05,0.0513,0.923,102.216,206960,4,0,0,0,1,6,53,0,0,0,3,1983,26.8
The Last Word In Lonesome Is Me,EDDY ARNOLD,0.452554998,0.447711798,82,40,7,0.334,0.219,9,-14.843,0.0272,0.93,2.98E-05,0.312,0.321,87.497,132667,3,0,0,1,0,6,44,0,0,0,10,1966,22.1
Slide,SLAVE,0.798867505,0.729251211,106,32,16,0.62,0.898,4,-8.962,0.0325,0.013,0.0957,0.118,0.909,115.994,410467,4,0,0,0,0,0,49,0,0,0,2,1977,27.3
I'll Never Get Over You (Getting Over Me),EXPOSE,0.808819235,0.799096828,92,8,29,0.323,0.311,8,-12.671,0.0312,0.643,0,0.349,0.146,166.943,230933,4,0,0,0,0,0,50,1,3,30,4,1993,22.2
I Would've Loved You Anyway,TRISHA YEARWOOD,0.743965989,0.783592132,81,44,20,0.371,0.467,6,-5.649,0.027,0.465,1.23E-05,0.1,0.307,137.852,221453,4,0,0,0,3,27,57.77835159,0,0,124,6,2001,20.9
Come Prima,TONY DALLARA,0.632609382,0.466040925,80,60,7,0.478,0.282,2,-13.375,0.0358,0.75,0,0.0581,0.684,113.772,119320,3,0,0,0,0,0,39,0,0,0,1,1958,19.7
The Town I Live In,McKINLEY MITCHELL,0.582447617,0.358521102,115,115,1,0.28,0.456,4,-10.995,0.0281,0.434,8.11E-06,0.123,0.476,178.417,215667,3,0,0,0,0,0,25,0,0,0,0,1962,20.2
Nobody Else,TYRESE,0.723656383,0.749564376,66,36,15,0.697,0.684,7,-5.634,0.0897,0.00923,1.50E-05,0.136,0.596,91.882,232733,4,0,0,0,0,6,62,0,1,18,6,1998,20.9
A Day In The Life Of A Fool,JACK JONES,0.616526806,0.613200608,130,62,11,0.415,0.243,10,-12.938,0.0268,0.811,0.0224,0.115,0.22,84.278,141800,4,0,0,0,2,5,46,0,0,0,8,1966,22.1
Desert Moon,DENNIS DeYOUNG,0.738676464,0.729822931,61,10,22,0.567,0.639,2,-6.117,0.0245,0.421,1.14E-05,0.309,0.357,106.734,368800,4,0,0,0,0,0,29,0,1,0,1,1984,26.6
Crossfire Time,DEE-CLARK,0.306346128,0.395720405,110,92,7,0.591,0.849,0,-7.667,0.133,0.238,0,0.304,0.613,94.613,114267,4,0,0,0,0,0,24,0,0,0,1,1963,20.8
Gotta Love Love,STEVE ALAIMO,0.158911011,0.216011801,97,74,6,0.536,0.926,9,-1.746,0.0551,3.66E-05,0.851,0.145,0.484,128.031,213750,4,0,0,0,0,0,9,0,0,0,5,1963,20.8
The Player,FIRST CHOICE,0.579599957,0.708631117,106,70,9,0.715,0.722,10,-8.046,0.0397,0.0025,0.414,0.0752,0.406,117.061,544569,4,1,0,0,0,0,37,0,0,0,5,1974,26.2
Don't Push It Don't Force It,LEON HAYWOOD,0.651622693,0.718205288,93,49,11,0.914,0.461,8,-13.784,0.0331,0.366,0.0834,0.0586,0.969,113.99,326640,4,3,0,0,0,1,39,0,0,0,5,1980,27.4
Quentin's Theme,THE CHARLES RANDOLPH GREAN SOUNDE,0.215352822,0.509776825,135,13,12,0.61,0.0459,7,-26.61,0.0463,0.971,0.735,0.114,0.293,98.766,181307,3,0,0,0,0,0,57.77835159,0,0,0,1,1969,23.5
