Song,Artist,Endurance_Score,Predicted_Endurance_Score,Entry_Position,Peak_Position,Total_Weeks,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,Artist_grammy_wins,Artist_grammy_nominations,artist popularity,TopSongsArtist,TopSongsArtist10,days_before_charting,TopSongsArtist100,Entry_Year,Age_Percentage_15_30
I'm Not Lisa,JESSI COLTER,0.763223967,0.718922155,88,4,17,0.441,0.237,5,-10.169,0.0252,0.578,0.000765,0.0977,0.145,78.939,201933,4,0,0,0,0,3,41,0,1,0,0,1975,26.7
Remember The Nights,THE MOTELS,0.619525334,0.625670853,67,36,12,0.629,0.848,9,-3.959,0.035,0.0458,6.95E-06,0.122,0.818,130.698,191867,4,0,0,0,0,0,44,0,1,0,4,1983,26.8
Who I Am,JESSICA ANDREWS,0.821485125,0.790268053,79,28,20,0.419,0.671,7,-5.364,0.0312,0.0125,0,0.115,0.311,83.908,255234,4,0,0,0,0,0,43,0,0,68,1,2001,20.9
Just For You,LIONEL RICHIE,0.776908825,0.764156917,99,92,11,0.653,0.601,11,-8.324,0.0304,0.12,1.76E-06,0.0955,0.59,115.035,250467,4,0,0,0,4,32,73,2,7,0,5,2004,20.9
Something In My Heart,MICHEL'LE,0.827089866,0.74111429,92,31,22,0.698,0.434,8,-12.892,0.0272,0.166,0.000566,0.0658,0.386,130.295,353000,4,0,0,0,0,0,46,0,1,0,2,1991,23
The Monkey Time,MAJOR LANCE,0.678503248,0.684508274,126,8,16,0.799,0.689,5,-8.127,0.0443,0.565,0,0.146,0.948,123.169,166600,4,0,0,0,0,1,47,0,3,0,5,1963,20.8
Rice Is Nice,THE LEMON PIPERS,0.550174004,0.467679261,84,46,7,0.502,0.528,7,-7.947,0.0328,0.129,0,0.0334,0.843,127.811,138907,4,0,0,0,0,0,37,1,0,0,2,1968,23.1
Trans-Europe Express,KRAFTWERK,0.744213478,0.656342604,81,67,7,0.878,0.611,1,-12.221,0.118,0.0559,0.838,0.0527,0.718,107.65,397373,4,0,0,0,0,2,59,0,0,0,2,1978,27.3
Accidentally In Love,COUNTING CROWS,0.870195717,0.848760298,61,39,20,0.555,0.926,7,-3.613,0.0363,0.0484,7.67E-06,0.171,0.771,138.017,188387,4,1,0,0,0,2,73,0,0,0,1,2004,20.9
The Comfort Zone,VANESSA WILLIAMS,0.768833003,0.667037549,86,62,12,0.521,0.26,3,-15.871,0.0306,0.651,0,0.156,0.219,96.02,218733,4,0,0,0,0,11,56,1,0,0,9,1991,23
Vox Humana,KENNY LOGGINS,0.627569182,0.698256783,64,29,10,0.518,0.86,2,-11.715,0.0587,0.0296,0,0.147,0.641,178.147,250360,4,0,0,0,2,12,73,0,3,0,12,1985,26
"Bon, Bon",PITBULL,0.900847397,0.834153469,61,61,4,0.798,0.895,5,-7.811,0.216,0.177,0,0.358,0.784,127.967,215806,4,0,0,0,1,1,88,0,2,0,6,2010,20.9
I'm Still Searching,GLASS TIGER,0.619646045,0.654390098,67,31,11,0.562,0.829,0,-9.837,0.0302,0.00115,0.000626,0.272,0.914,136.645,238333,4,0,0,0,0,1,45,0,1,0,2,1988,24.5
Have You Seen Her Face,THE BYRDS,0.705768,0.608546025,97,74,4,0.525,0.637,11,-8.409,0.0285,0.43,3.02E-06,0.317,0.793,130.832,159973,4,0,0,0,0,0,66,1,0,19,10,1967,22.5
Green Grass,GARY LEWIS AND THE PLAYBOYS,0.676389024,0.582956043,49,8,8,0.532,0.695,0,-9.205,0.0301,0.307,0.00158,0.289,0.93,172.863,134400,4,0,0,0,0,0,43,0,5,0,7,1966,22.1
I Don't Wanna Cry,RONNIE DYSON,0.452869615,0.41522421,98,50,8,0.507,0.692,5,-9.315,0.0487,0.206,0,0.312,0.714,109.556,180333,4,0,0,0,0,0,28,0,1,0,5,1970,24
Malinda,BOBBY TAYLOR AND THE VANCOUVERS,0.561161557,0.424134086,105,48,11,0.64,0.815,9,-3.788,0.0314,0.387,0,0.0704,0.686,93.939,159653,4,0,0,0,0,0,15,0,0,0,2,1968,23.1
Baby Luv,GROOVE THEORY,0.651077657,0.696457072,70,65,11,0.741,0.71,0,-9.377,0.0612,0.00404,0.00194,0.099,0.747,97.329,287267,4,0,0,0,0,0,51,0,1,0,2,1996,21.2
Fairytale,THE POINTER SISTERS,0.508178379,0.779144449,108,13,18,0.394,0.538,8,-5.577,0.0281,0.451,3.06E-05,0.0758,0.707,128.991,182467,4,0,0,0,0,0,67,0,0,83,6,1974,26.2
Don't Play That Song,ARETHA FRANKLIN,0.551829941,0.692189872,59,11,10,0.56,0.707,0,-7.553,0.0418,0.085,0.000155,0.199,0.666,109.189,176480,4,0,0,1,18,44,75,0,12,0,28,1970,24
I've Had It,BELL NOTES,0.619670373,0.60434164,88,6,16,0.542,0.781,4,-12.592,0.109,0.816,0.0283,0.263,0.935,147.183,162560,4,0,0,0,0,0,21,0,1,0,0,1959,19.6
Good Times,CHIC,0.811130491,0.787045921,72,1,19,0.864,0.876,11,-7.297,0.0488,0.148,7.19E-05,0.0367,0.802,110.536,223026,4,0,0,0,0,0,64,2,2,0,3,1979,27.4
Some Of Your Lovin',JOHNNY NASH,0.189296821,0.481916868,108,104,4,0.486,0.606,2,-8.677,0.0933,0.0171,0.0749,0.047,0.593,152.317,262880,4,0,0,0,0,1,58,1,1,0,4,1961,19.9
The Traveller,CHRIS DeBURGH,0.766160644,0.51263964,109,109,1,0.477,0.532,0,-9.678,0.0251,0.292,0.000953,0.0991,0.429,147.483,256680,4,0,0,0,0,0,57.77835159,0,0,0,0,1980,27.4
You Are Everything To Me,JOHNNY MATHIS,0.388122941,0.444407757,113,109,2,0.161,0.343,10,-10.479,0.0314,0.827,5.07E-05,0.311,0.146,83.068,179653,4,0,0,1,0,1,63,0,2,0,17,1959,19.6
Goldmine,POINTER SISTERS,0.621761942,0.685093072,84,33,13,0.795,0.828,11,-7.843,0.062,0.135,0,0.302,0.526,108.742,230853,4,0,0,0,3,10,67,0,7,0,7,1986,25.5
Montego Bay,BOBBY BLOOM,0.71583096,0.663519751,108,8,19,0.765,0.597,7,-10.278,0.0374,0.757,0.00322,0.113,0.939,105.703,176467,4,0,0,0,0,0,25,0,1,0,0,1970,24
You Remind Me,MARY J. BLIGE,0.779917169,0.775442341,77,29,20,0.641,0.783,11,-4.853,0.0774,0.241,5.11E-06,0.106,0.51,95.038,258093,4,0,0,0,0,0,75,1,1,0,17,1992,22.6
It's Gonna Take A Miracle,ROYALETTES,0.670271352,0.498594017,83,41,11,0.256,0.641,6,-7.083,0.0625,0.802,0,0.107,0.281,176.468,198173,3,0,0,0,0,0,15,0,0,0,1,1965,21.7
They're Coming To Take Me Away Ha-Haaa!,NAPOLEON XIV,0.7690358,0.519556944,50,3,6,0.799,0.663,1,-17.368,0.341,0.547,0,0.347,0.172,107.025,136067,4,0,0,0,0,0,32,0,1,0,1,1966,22.1
Elevate My Mind,STEREO MCS,0.665986434,0.6518201,88,39,13,0.844,0.593,9,-14.885,0.0602,0.145,0.571,0.129,0.75,115.148,196827,4,0,0,0,0,0,51,0,0,0,1,1991,23
My Love,NAT KING COLE &amp; STAN KENTON,0.599103687,0.614929479,77,47,8,0.25,0.213,2,-15.65,0.0321,0.912,0,0.342,0.267,81.766,176960,1,0,0,1,1,7,72,0,0,0,1,1960,19.6
Good Enough To Be Your Wife,JEANNIE C. RILEY,0.206637499,0.474587003,100,97,4,0.619,0.767,2,-8.188,0.0575,0.648,0.00154,0.297,0.746,90.664,167333,4,0,0,0,0,0,39,0,0,0,3,1971,24.7
Jack And Diane,JOHN COUGAR,0.863027677,0.783966486,69,1,22,0.807,0.419,9,-8.189,0.0426,0.044,4.99E-06,0.0952,0.613,103.967,254493,4,0,0,0,0,0,57.77835159,1,0,0,4,1982,27.1
Not Enough Time,INXS,0.753707045,0.753139033,72,28,15,0.668,0.727,2,-5.679,0.0414,0.0447,0.0104,0.45,0.287,96.006,250653,4,0,0,0,0,3,71,1,6,0,10,1992,22.6
Something's Happening,HERMAN'S HERMITS,0.688902973,0.395841924,130,130,2,0.634,0.694,11,-7.014,0.0265,0.133,6.42E-05,0.201,0.753,117.751,191507,4,0,0,0,0,0,55,2,7,0,8,1969,23.5
I Ain't Gonna Stand For It,STEVIE WONDER,0.704017343,0.74014908,79,11,19,0.731,0.426,9,-15.261,0.0337,0.00034,0.00465,0.0916,0.772,113.608,278965,4,0,0,1,25,74,57.77835159,6,12,14,23,1980,27.4
Sweet Cream Ladies Forward March,BOX TOPS,0.609367084,0.641508657,114,28,16,0.703,0.345,1,-15.329,0.0405,0.38,0,0.0539,0.718,96.579,134067,4,0,0,0,0,2,53,0,0,0,4,1968,23.1
Poor Jenny,EVERLY BROTHERS,0.566692656,0.620794944,69,22,12,0.631,0.498,10,-14.539,0.0423,0.526,1.21E-06,0.0971,0.876,143.292,134133,4,0,0,1,0,4,63,1,4,0,7,1959,19.6
Pass The Dutchie,MUSICAL YOUTH,0.828963237,0.800545468,80,10,18,0.8,0.428,7,-14.283,0.0978,0.427,0,0.5,0.966,149.846,204733,4,1,0,0,0,1,51,0,1,85,0,1982,27.1
Live Like We're Dying,KRIS ALLEN,0.819880535,0.751454886,89,89,1,0.578,0.9,0,-2.501,0.0443,0.0267,0,0.287,0.934,92.011,212747,4,0,0,0,0,0,54,0,0,0,1,2009,21
So Sick,NE-YO,0.934660886,0.913545343,79,1,25,0.699,0.592,6,-8.298,0.262,0.273,0,0.202,0.589,94.933,207187,4,0,0,0,3,15,83,1,4,0,6,2005,21
Money Won't Change You,JAMES BROWN,0.457057454,0.574998539,79,53,9,0.825,0.501,11,-10.967,0.0639,0.0494,0.00904,0.15,0.73,122.788,165267,4,0,0,1,0,4,59,0,3,0,47,1966,22.1
She's In Love With You,SUZI QUATRO,0.77383071,0.666683118,83,41,11,0.63,0.866,6,-6.475,0.0517,0.00579,0.000177,0.105,0.676,125.995,213413,4,0,0,0,0,0,57,0,0,0,5,1979,27.4
On And On And On,ABBA,0.747304913,0.69156603,92,90,6,0.706,0.904,5,-5.961,0.0278,0.3,0.0817,0.177,0.948,127.958,220267,4,0,0,0,0,0,77,1,3,0,12,1981,27.3
It Feels So Right,ELVIS PRESLEY,0.625494453,0.634181207,81,55,6,0.609,0.606,3,-9.186,0.0313,0.661,1.86E-06,0.0556,0.828,84.482,128613,4,0,0,1,3,14,82,2,13,0,48,1965,21.7
Why You Treat Me So Bad,CLUB NOUVEAU,0.779343253,0.665007806,90,39,13,0.686,0.505,7,-12.918,0.124,0.176,0,0.154,0.582,98.767,327640,4,0,0,0,0,1,43,1,0,0,1,1987,25
I Lost On Jeopardy,WEIRD AL YANKOVIC,0.751410438,0.629473899,83,81,3,0.884,0.776,5,-8.345,0.0426,0.277,1.99E-05,0.0407,0.792,113.122,207880,4,0,0,0,4,15,63,0,1,0,9,1984,26.6
The Rockford Files,MIKE POST,0.621364326,0.675709734,93,10,16,0.489,0.562,2,-11.494,0.0301,0.0671,0.92,0.191,0.23,111.921,186600,4,0,0,0,5,10,57.77835159,0,1,0,0,1975,26.7
I Can Take Care Of Myself,BILLY &amp; THE BEATERS,0.434054565,0.641576853,84,39,11,0.807,0.692,0,-7.57,0.0368,0.232,0,0.964,0.934,113.773,210653,4,0,0,0,0,0,34,0,0,0,1,1981,27.3
Sunny Days,LIGHTHOUSE,0.67692443,0.604304001,90,34,12,0.605,0.413,7,-8.031,0.0326,0.481,0,0.114,0.553,115.313,256413,4,0,0,0,0,0,31,0,0,0,5,1972,25.3
When We Was Fab,GEORGE HARRISON,0.764176165,0.71326118,63,23,11,0.507,0.6,5,-9.088,0.0236,0.59,0.00408,0.291,0.387,92.416,239853,4,0,0,1,12,39,73,2,2,12,6,1988,24.5
Bomdigi,ERICK SERMON,0.560457479,0.697617663,93,84,6,0.769,0.644,7,-9.812,0.361,0.00391,2.71E-05,0.0718,0.756,90.814,214133,4,0,0,0,0,0,53,0,0,11,2,1995,21.4
I Know A Heartache When I See One,JENNIFER WARNES,0.628549105,0.760372066,89,19,22,0.678,0.409,11,-11.646,0.0272,0.52,0,0.0835,0.774,96.902,208733,4,0,0,0,2,2,65,0,1,0,5,1979,27.4
Breakdown Dead Ahead,BOZ SCAGGS,0.697397756,0.741973682,65,14,16,0.584,0.703,7,-11.46,0.039,0.106,0.000916,0.171,0.454,146.302,275120,4,0,0,0,1,6,62,0,1,0,10,1980,27.4
Let's Talk About Me,ALAN PARSONS PROJECT,0.626634684,0.67883494,84,56,10,0.663,0.375,0,-12.145,0.0488,0.403,0,0.336,0.546,143.128,269080,4,0,0,0,0,12,65,0,0,0,7,1985,26
This One,PAUL McCARTNEY,0.600617881,0.605526844,95,94,3,0.664,0.613,9,-9.505,0.0287,0.0853,0,0.162,0.461,106.107,252013,4,0,0,1,18,78,76,1,3,0,9,1989,23.9
98.6,KEITH,0.651374734,0.694721007,125,7,15,0.573,0.263,7,-12.307,0.0509,0.582,0,0.124,0.468,74.708,181960,4,0,0,0,0,0,57.77835159,0,1,0,3,1966,22.1
Funky Cold Medina,TONE LOC,0.825963286,0.791621493,60,3,18,0.988,0.629,5,-15.025,0.0969,0.0785,1.48E-06,0.0651,0.922,117.497,248160,4,1,0,0,0,1,51,0,1,0,0,1989,23.9
You Love The Thunder,JACKSON BROWNE,0.692103262,0.539729109,109,109,1,0.514,0.846,4,-5.847,0.0418,0.153,1.23E-06,0.569,0.522,137.995,234987,4,0,0,0,0,7,69,0,2,0,11,1978,27.3
Magnificent,RICK ROSS featuring JOHN LEGEND,0.821410693,0.841688294,88,62,11,0.615,0.747,7,-7.217,0.156,0.00913,0,0.0888,0.421,91.347,257480,4,0,0,0,0,4,84,0,0,25,1,2009,21
Find Your Way Back,JEFFERSON STARSHIP,0.755767823,0.653982381,81,29,13,0.579,0.923,0,-5.66,0.0387,0.384,0.0783,0.784,0.439,126.347,255467,4,0,0,0,0,0,53,0,3,0,14,1981,27.3
Nothing,THE SCRIPT,0.890333964,0.894649326,89,32,20,0.473,0.833,2,-5.013,0.039,0.00369,0,0.118,0.503,157.012,272213,4,0,0,0,0,0,84,0,0,0,5,2011,20.9
"Sad, Sad Girl And Boy",THE IMPRESSIONS,0.470163581,0.454837172,109,84,7,0.214,0.323,10,-11.671,0.0346,0.698,7.18E-05,0.118,0.624,188.413,161520,3,0,0,0,0,0,55,0,1,0,15,1963,20.8
There Comes A Time,JACK SCOTT,0.239261395,0.367117264,114,71,7,0.546,0.346,1,-13.259,0.0315,0.691,1.83E-06,0.376,0.5,117.307,144800,4,0,0,0,0,0,34,0,1,0,12,1959,19.6
That's Where I Went Wrong,POPPY FAMILY,0.613699613,0.54413622,100,29,13,0.581,0.83,0,-7.966,0.0547,0.0224,0.00312,0.217,0.783,102.965,152933,4,0,0,0,0,0,29,0,1,0,2,1970,24
Itty Bitty Pieces,JAMES RAY,0.347607914,0.483615534,101,41,11,0.697,0.413,0,-8.897,0.0342,0.657,0,0.143,0.756,108.191,144213,4,0,0,0,0,0,28,0,0,0,2,1962,20.2
Sweet Potatoe Pie,DOMINO,0.685037766,0.756113958,92,27,19,0.799,0.59,1,-10.866,0.188,0.0104,0,0.16,0.808,93.05,211853,4,0,0,0,0,0,57.77835159,0,1,32,2,1994,21.8
Sometimes I Wonder,MAJOR LANCE,0.544382176,0.496508173,88,64,8,0.657,0.519,7,-10.346,0.0282,0.629,3.11E-06,0.255,0.75,111.651,132800,4,0,0,0,0,1,47,0,3,0,5,1964,21.2
Good Thing Man,FRANK LUCAS,0.510166076,0.369803146,94,92,3,0.658,0.71,1,-7.121,0.0709,0.0663,0.000377,0.209,0.457,82.26,266347,4,0,0,0,0,0,10,0,0,0,1,1977,27.3
Scotty Doesn't Know,LUSTRA,0.862293167,0.744099086,75,75,2,0.317,0.887,0,-4.525,0.0472,0.000449,9.23E-06,0.363,0.544,174.009,175200,4,0,0,0,0,0,52,0,0,0,1,2006,21
Le Jazz Hot,GLEE CAST,0.649040381,0.770757194,94,94,1,0.467,0.505,10,-7.27,0.0803,0.401,0,0.188,0.271,92.355,262813,4,0,0,0,0,1,81,0,1,0,70,2010,20.9
Ring-A-Ling-A-Lario,JIMMIE RODGERS,0.362358858,0.442607544,68,32,8,0.652,0.396,9,-12.274,0.0467,0.792,0,0.108,0.962,118.509,143733,4,0,0,1,0,2,33,0,0,0,10,1959,19.6
You'd Better Go,NANCY WILSON,0.399088527,0.498610455,124,111,4,0.452,0.271,8,-13.483,0.0337,0.883,0.00037,0.295,0.355,85.871,151267,3,0,0,0,3,7,56,0,0,0,7,1969,23.5
Did You Boogie (With Your Baby),FLASH CADILLAC AND THE CONTINENTAL KIDS,0.489940579,0.442968589,108,29,15,0.719,0.946,10,-4.295,0.0368,0.448,0.000397,0.114,0.981,130.119,166933,4,0,0,0,0,0,8,0,0,0,2,1976,26.9
Our Night,SHAUN CASSIDY,0.482632965,0.507216127,90,80,3,0.612,0.531,4,-14.634,0.0291,0.0191,0,0.0636,0.903,129.844,251797,4,0,0,0,0,1,33,1,1,0,1,1978,27.3
The Continental Walk,HANK BALLARD,0.521035197,0.348484408,73,33,8,0.722,0.454,1,-10.849,0.0527,0.633,1.47E-05,0.174,0.82,111.292,222733,3,0,0,0,0,1,25,0,2,0,6,1961,19.9
The Dangling Conversation,SIMON AND GARFUNKEL,0.744472587,0.66256037,92,25,7,0.437,0.284,10,-13.116,0.0316,0.683,1.42E-06,0.115,0.322,91.719,158773,4,0,0,1,7,11,77,2,1,0,7,1966,22.1
You Can Never Tell,CHUCK BERRY,0.83438351,0.760898912,123,14,10,0.577,0.845,7,-9.352,0.166,0.693,6.99E-05,0.204,0.914,157.266,161907,4,1,0,1,0,0,71,1,1,0,8,1964,21.2
Competition Coupe,THE ASTRONAUTS,0.334868537,0.334935577,128,124,2,0.32,0.788,0,-9.939,0.055,0.564,1.12E-05,0.134,0.837,167.876,134200,4,0,0,0,0,0,20,0,0,0,1,1964,21.2
Detroit City,DEAN MARTIN,0.422323142,0.636274849,101,101,2,0.509,0.243,11,-16.277,0.0319,0.633,2.06E-05,0.158,0.633,61.974,178427,4,0,0,1,0,1,72,1,2,0,14,1970,24
Am I Dreaming,OL' SKOOL feat KEITH SWEAT &amp; XSCAPE,0.754958897,0.626050837,72,31,13,0.66,0.402,3,-8.176,0.0363,0.0948,0.000134,0.232,0.113,123.886,347267,4,0,0,0,0,0,23,0,0,0,1,1998,20.9
Baby It's Tonight,JUDE COLE,0.659945219,0.687670711,74,16,19,0.611,0.815,9,-6.301,0.0356,0.0438,3.12E-05,0.154,0.7,120.985,217933,4,0,0,0,0,0,32,0,0,0,5,1990,23.5
Still In Love,TEENA MARIE,0.714329148,0.781328884,70,70,20,0.726,0.657,0,-4.05,0.0413,0.584,0,0.263,0.843,79.02,257933,4,0,0,0,0,3,57.77835159,0,0,0,6,2004,20.9
Don't Knock My Love,DIANA ROSS &amp; MARVIN GAYE,0.561753138,0.64360243,90,46,9,0.656,0.689,9,-8.298,0.048,0.194,5.15E-05,0.0655,0.886,115.44,143440,4,0,0,1,0,12,69,0,0,0,3,1974,26.2
"No Guns, No Murder",RAYVON,0.52385524,0.685146448,95,94,4,0.797,0.683,10,-14.299,0.219,0.0816,0,0.296,0.885,97.984,277027,4,0,0,0,0,0,62,0,0,0,2,1994,21.8
Open Up Your Heart,DELLS,0.271485525,0.551204395,95,51,8,0.481,0.464,8,-11.514,0.0688,0.749,0,0.0781,0.793,166.815,139100,4,0,0,0,0,0,47,0,0,0,5,1970,24
Do For Love,2PAC featuring ERIC WILLIAMS,0.715998209,0.805599049,27,21,18,0.87,0.645,1,-3.956,0.307,0.0536,0.00152,0.0651,0.746,94.998,281600,4,0,0,0,0,6,84,0,0,0,1,1998,20.9
Slow Twistin',CHUBBY CHECKER with DEE DEE SHARP,0.483672347,0.700505441,60,3,14,0.589,0.586,9,-9.62,0.0293,0.000334,0,0.381,0.657,116.034,292027,4,0,0,0,1,1,56,0,1,0,0,1962,20.2
"Freedom Comes, Freedom Goes",THE FORTUNES,0.255781973,0.533796755,98,72,5,0.708,0.574,7,-10.481,0.145,0.0948,0,0.044,0.964,82.972,197213,4,0,0,0,0,0,41,0,0,0,2,1971,24.7
I'll Never Find Another You,SEEKERS,0.834670816,0.79372519,135,4,14,0.567,0.672,10,-7.666,0.0336,0.75,0.0837,0.367,0.79,126.509,162320,4,0,0,0,0,0,51,0,1,79,1,1965,21.7
Do The Thing,LOU COURTNEY,0.272665247,0.437442614,87,80,5,0.447,0.252,5,-15.738,0.0469,0.285,0,0.206,0.243,78.09,167091,4,0,0,0,0,0,57.77835159,0,0,0,1,1967,22.5
The Way To Your Heart,SOULSISTER,0.616556749,0.648404692,71,41,10,0.728,0.652,10,-9.177,0.0245,0.244,1.59E-06,0.125,0.718,98.706,228293,4,0,0,0,0,0,43,0,0,0,1,1989,23.9
Traces / Memories Medley,THE LETTERMEN,0.654103991,0.575390706,103,47,9,0.439,0.33,2,-16.483,0.0266,0.608,0,0.0518,0.508,98.302,176907,4,0,0,0,0,0,57.77835159,0,1,0,8,1969,23.5
Strung Out,STEVE PERRY,0.719824219,0.679616427,79,40,13,0.492,0.886,4,-3.189,0.0652,0.0384,1.85E-05,0.177,0.623,135.777,225227,4,0,0,0,0,3,56,0,1,0,4,1984,26.6
Eighteen,ALICE COOPER,0.819583379,0.668049315,103,27,11,0.618,0.413,4,-14.164,0.0302,0.249,0.0517,0.131,0.531,97.84,180760,4,0,0,0,0,2,69,0,2,0,17,1971,24.7
Stillsane,CAROLYNE MAS,0.385488543,0.423763353,85,71,5,0.639,0.806,9,-6.648,0.0374,0.00295,0.000125,0.208,0.904,132.781,166947,4,0,0,0,0,0,14,0,0,0,1,1979,27.4
Let Me Love You Once,GREG LAKE,0.522410879,0.628834415,83,48,10,0.372,0.535,9,-6.733,0.0292,0.0048,0,0.108,0.159,137.925,258053,4,0,0,0,0,1,41,0,0,0,3,1981,27.3
Turn The Beat Around,VICKI SUE ROBINSON,0.691272567,0.698298598,93,10,25,0.662,0.941,6,-4.05,0.0883,0.327,0,0.218,0.798,131.045,252373,4,0,0,0,0,1,42,0,1,0,1,1976,26.9
Party To Damascus,WYCLEF JEAN featuring MISSY ELLIOTT,0.654527758,0.785184057,90,65,9,0.691,0.873,8,-3.519,0.151,0.125,0,0.0913,0.538,99.997,243400,4,0,0,0,3,10,75,0,0,0,1,2003,20.9
Ballad Of Youth,RICHIE SAMBORA,0.679799235,0.677715532,92,63,7,0.536,0.741,4,-10.009,0.0375,0.156,0.00254,0.132,0.343,114.999,232840,4,0,0,0,1,9,44,0,0,28,1,1991,23
Circle Game,BUFFY ST. MARIE,0.537813348,0.439431227,118,109,3,0.524,0.559,2,-10.82,0.0391,0.208,0,0.235,0.811,147.277,174827,4,0,0,0,0,0,57.77835159,0,0,0,0,1970,24
Girlfight,BROOKE VALENTINE featuring LIL JON &amp; BIG BOI,0.78242157,0.791647895,98,23,20,0.745,0.62,11,-8.24,0.148,0.0131,0,0.118,0.603,99.989,234382,4,0,0,0,0,0,41,0,0,0,1,2005,21
Third Rate Romance,AMAZING RHYTHM ACES,0.728743697,0.679865361,101,14,17,0.825,0.532,9,-10.169,0.0341,0.714,0.000312,0.195,0.778,116.207,201827,4,0,0,0,1,2,39,0,0,0,1,1975,26.7
Atlantis,DONOVAN,0.795242681,0.768977384,126,7,14,0.326,0.313,0,-16.17,0.0348,0.177,0.000569,0.0828,0.344,76.785,302640,4,0,0,0,0,1,63,1,3,0,9,1969,23.5
Put That Woman First,JAHEIM,0.836172366,0.812106097,75,20,20,0.649,0.536,5,-8.804,0.132,0.492,0,0.184,0.513,78.935,245773,4,0,0,0,0,3,63,0,0,0,4,2003,20.9
Rain,DRAGON,0.765783883,0.677963437,90,88,4,0.889,0.609,1,-6.438,0.0423,0.00654,0.000478,0.079,0.459,90.535,244360,4,0,0,0,0,0,69,0,0,0,1,1984,26.6
Since You Gone,THE CARS,0.738539972,0.64810719,78,41,9,0.638,0.931,1,-1.239,0.0832,0.0154,0.00755,0.0684,0.644,122.101,189282,4,0,0,0,0,0,57.77835159,0,2,19,6,1982,27.1
Dirty Man,LAURA LEE,0.580729463,0.483596156,93,68,7,0.515,0.472,7,-6.18,0.0349,0.403,1.90E-05,0.0823,0.64,167.886,175640,3,0,0,0,0,0,57.77835159,0,0,0,1,1967,22.5
We Danced,BRAD PAISLEY,0.831841143,0.797442896,71,29,20,0.596,0.465,9,-8.511,0.0253,0.385,0,0.106,0.141,73.013,225680,4,0,0,0,3,18,74,0,0,110,33,2000,20.9
The Climb,MILEY CYRUS,0.941954105,0.926862091,6,4,28,0.326,0.625,4,-6.417,0.0343,0.0882,0,0.0989,0.368,160.542,236067,4,1,0,0,0,1,87,1,6,39,7,2009,21
The Voice Within,CHRISTINA AGUILERA,0.865659649,0.839063705,62,33,16,0.484,0.439,2,-5.995,0.0336,0.556,0,0.251,0.157,69.945,304013,4,0,0,0,5,18,82,3,3,0,7,2003,20.9
Get Your Lie Straight,BILL CODAY,0.194034871,0.4519428,119,105,5,0.831,0.747,11,-4.891,0.0278,0.0326,0.00291,0.0887,0.964,109.671,248693,4,0,0,0,0,0,21,0,0,0,0,1971,24.7
Only,NINE INCH NAILS,0.816239333,0.790694803,94,94,1,0.717,0.797,9,-5.678,0.0294,0.000743,0.00283,0.106,0.961,112.129,263093,4,0,0,0,2,10,71,0,0,0,7,2005,21
Will You Be Staying After Sunday,PEPPERMINT RAINBOW,0.598215659,0.444218076,117,32,12,0.319,0.746,3,-6.973,0.0575,0.226,6.23E-06,0.27,0.218,132.436,208027,4,0,0,0,0,0,10,0,0,0,2,1969,23.5
Have You Ever Been Lonely (Have You Ever Been Blue),THE CARAVELLES,0.597857312,0.288049504,120,94,5,0.446,0.296,7,-11.211,0.0344,0.794,0,0.0895,0.399,98.09,130613,4,0,0,0,0,0,14,0,1,0,1,1964,21.2
That's My Story,PAUL SIMON &amp; ARTHUR GARFUNKEL,0.278913153,0.408923715,133,123,4,0.632,0.193,4,-15.895,0.0309,0.874,1.24E-06,0.115,0.271,79.952,255000,4,0,0,1,16,35,57.77835159,0,0,0,0,1966,22.1
I'm Jealous,IKE AND TINA TURNER,0.581811312,0.465798481,117,117,1,0.666,0.361,6,-11.681,0.0383,0.864,0.014,0.124,0.85,138.957,132307,4,0,0,0,0,0,56,0,0,0,8,1961,19.9
Come Dance With Me,JAY AND THE AMERICANS,0.59144711,0.55585258,107,76,9,0.65,0.673,4,-11.816,0.0446,0.481,1.58E-05,0.11,0.93,150.25,150933,4,0,0,0,0,0,58,0,2,0,10,1963,20.8
Sexy Lady,YUNG BERG featuring JUNIOR,0.697379846,0.851427127,99,18,20,0.374,0.68,0,-7.222,0.314,0.00065,0,0.284,0.239,184.982,230120,4,0,0,0,0,0,51,0,0,39,1,2007,20.9
Somebody Loves You,DELFONICS,0.69953238,0.532907842,134,72,4,0.513,0.568,5,-8.869,0.0285,0.544,0,0.194,0.615,132.554,200467,4,0,0,0,1,1,56,0,1,0,3,1969,23.5
TVC 15,DAVID BOWIE,0.671139319,0.701260041,79,64,5,0.417,0.886,7,-6.992,0.0418,0.0874,0,0.909,0.885,124.489,280067,4,0,0,1,5,19,82,0,3,0,17,1976,26.9
The Girl's A Devil,THE DUKAYS,0.155737162,0.549594719,117,64,14,0.425,0.584,2,-5.011,0.0283,0.00684,0.00253,0.075,0.274,128.509,185720,4,0,0,0,0,0,57.77835159,0,0,0,3,1961,19.9
