,Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks,Popularity,Youtube viewcount,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,artist popularity,TopSongsArtist,TopSongsArtist10,TopSongsArtist100
18571,Tears Keep On Falling,JERRY VALE,5/8/1965,133,96,8,2,1861,0.353,0.469,2.0,-11.142999999999999,0.0,0.0339,0.7929999999999999,0.0,0.319,0.44299999999999995,88.155,139133.0,4.0,0,0,0,53.0,0,0,3
18572,Are You Sincere,TRINI LOPEZ,6/5/1965,107,85,4,0,1893,0.253,0.4,2.0,-10.472999999999999,1.0,0.0295,0.466,0.0,0.359,0.385,103.96,207333.0,3.0,0,0,0,45.0,0,1,10
18573,It Hurts Me Too,ELMORE JAMES,5/22/1965,127,106,4,14,362050,0.501,0.621,7.0,-5.64,1.0,0.0287,0.9490000000000001,0.12,0.135,0.652,96.345,183293.0,3.0,0,0,0,54.0,0,0,0
18574,"No, Not Much",THE VOGUES,3/1/1969,129,34,6,1,7113,0.39799999999999996,0.414,7.0,-9.331,1.0,0.0247,0.355,0.0,0.141,0.534,94.682,190867.0,4.0,0,0,0,41.0,0,1,5
18575,No One Can Live Forever,SAMMY DAVIS JR.,5/22/1965,121,121,1,25,7533,0.494,0.444,8.0,-10.015,1.0,0.0304,0.745,0.0,0.318,0.425,109.459,159307.0,4.0,0,0,1,56.0,0,0,3
18576,Stay In My Corner,THE DELLS,6/12/1965,124,122,2,34,2128839,0.385,0.25,5.0,-14.912,1.0,0.0286,0.44799999999999995,1.36e-05,0.841,0.35100000000000003,85.35600000000001,373560.0,3.0,0,0,0,57.77835159102765,0,1,10
18577,The Little Bird,THE NASHVILLE TEENS,6/12/1965,125,123,3,0,196362,0.382,0.746,6.0,-8.516,1.0,0.374,0.606,0.593,0.12,0.462,107.447,686373.0,3.0,0,0,0,31.0,0,0,2
18578,Trains And Boats And Planes,BILLY J. KRAMER WITH THE DAKOTAS,6/12/1965,128,47,9,37,107960,0.65,0.579,5.0,-7.45,1.0,0.0322,0.43700000000000006,8.8e-05,0.146,0.41600000000000004,111.087,169680.0,4.0,0,0,0,57.77835159102765,0,1,1
18579,"Hold Me, Thrill Me, Kiss Me",MEL CARTER,6/5/1965,133,8,18,42,2363521,0.47600000000000003,0.575,1.0,-6.522,0.0,0.0383,0.74,0.0,0.147,0.509,111.135,149533.0,3.0,0,0,0,34.0,0,2,6
18580,Soolaimon,NEIL DIAMOND,4/25/1970,101,30,8,30,726516,0.645,0.5660000000000001,6.0,-10.312000000000001,1.0,0.0528,0.478,0.0018399999999999998,0.174,0.634,131.01,252133.0,4.0,0,0,0,71.0,2,8,28
18581,Brother Rapp,JAMES BROWN,5/2/1970,77,32,8,13,7741,0.757,0.795,3.0,-4.83,1.0,0.0451,0.48,0.764,0.121,0.773,138.947,323813.0,4.0,0,0,1,59.0,0,3,47
18582,And My Heart Sang,BRENDA AND THE TABULATIONS,5/2/1970,112,64,9,5,22314,0.44,0.42100000000000004,2.0,-8.943999999999999,1.0,0.0281,0.469,0.0,0.31,0.259,126.56299999999999,198960.0,4.0,0,0,0,28.0,0,0,9
18583,She Didn't Know (She Kept On Talking),DEE DEE WARWICK with THE DIXIE FLYERS,5/9/1970,99,70,8,32,41664,0.309,0.29,9.0,-17.474,1.0,0.0484,0.638,0.0,0.0759,0.341,143.50799999999998,231933.0,4.0,0,0,0,31.0,0,0,1
18584,I Can't Tell The Bottom From The Top,HOLLIES,5/30/1970,100,82,4,27,124829,0.368,0.52,4.0,-9.418,1.0,0.0457,0.41600000000000004,0.0,0.11,0.18,76.082,232280.0,4.0,0,0,0,67.0,0,3,2
18585,Melanie Makes Me Smile,TONY BURROWS,6/5/1970,91,87,4,1,85734,0.7959999999999999,0.326,2.0,-14.312000000000001,1.0,0.0313,0.49200000000000005,0.000244,0.0772,0.775,111.008,206547.0,4.0,0,0,0,6.0,0,0,1
18586,Can't See You When I Want To,DAVID PORTER,6/5/1970,106,105,4,16,40116,0.604,0.336,7.0,-11.558,0.0,0.0392,0.556,0.0,0.324,0.585,89.725,173093.0,3.0,0,0,0,30.0,0,0,0
18587,"Jesus, Take A Hold",MERLE HAGGARD AND THE STRANGERS,6/12/1970,107,107,3,6,23118,0.624,0.307,2.0,-12.277000000000001,1.0,0.0307,0.8740000000000001,0.00403,0.121,0.653,80.657,135960.0,4.0,0,0,1,57.77835159102765,0,0,4
18588,Guide Me Well,CARLA THOMAS,6/5/1970,108,107,3,1,5101,0.426,0.298,7.0,-13.017999999999999,1.0,0.0401,0.691,1.9e-05,0.142,0.46399999999999997,132.601,232000.0,3.0,0,0,0,58.0,0,0,13
18589,If My Heart Could Speak,THE MANHATTANS,6/5/1970,105,98,3,23,718805,0.419,0.516,3.0,-10.624,1.0,0.0492,0.49,1.03e-06,0.40399999999999997,0.718,132.869,336040.0,4.0,0,0,0,56.0,0,0,6
18590,Feet Start Walking,DORIS DUKE,5/30/1970,119,109,4,13,23818,0.536,0.384,5.0,-11.884,1.0,0.0286,0.267,3.5600000000000005e-05,0.431,0.778,97.314,147107.0,4.0,0,0,0,25.0,0,0,2
18591,Man Of Constant Sorrow,GINGER BAKER'S AIR FORCE,5/9/1970,104,85,6,8,80455,0.354,0.737,9.0,-5.975,1.0,0.0377,0.203,0.0,0.34,0.568,84.62200000000001,230947.0,4.0,0,0,0,17.0,0,0,1
18592,I Got Love,MELBA MOORE,5/30/1970,112,111,4,11,193171,0.39799999999999996,0.363,9.0,-12.364,1.0,0.0503,0.759,0.0452,0.34,0.244,133.914,200899.0,4.0,0,0,0,43.0,0,0,0
18593,I Wish I Had A Mommy Like You,PATTI PAGE,6/12/1970,119,114,3,5,2568,0.40399999999999997,0.29600000000000004,2.0,-11.315,1.0,0.0336,0.759,0.0,0.17,0.33399999999999996,100.63600000000001,204267.0,4.0,0,0,1,57.77835159102765,0,2,5
18594,I Never Picked Cotton,ROY CLARK,6/12/1970,122,122,1,21,197746,0.682,0.508,11.0,-12.181,1.0,0.027999999999999997,0.268,0.000392,0.22899999999999998,0.897,95.18,160293.0,4.0,0,0,0,35.0,0,0,5
18595,What's Now Is Now,FRANK SINATRA,6/12/1970,123,123,1,12,152407,0.318,0.431,11.0,-11.595999999999998,1.0,0.0301,0.38799999999999996,3.13e-06,0.0741,0.363,101.68,244400.0,4.0,0,0,1,82.0,0,0,19
18596,You're My Man,LYNN ANDERSON,5/14/1971,85,63,6,0,56740,0.6579999999999999,0.381,2.0,-17.816,1.0,0.0371,0.39799999999999996,0.0,0.133,0.941,145.345,157720.0,4.0,0,0,0,49.0,0,1,5
18597,Wholesale Love,BUDDY MILES,5/14/1971,100,71,6,5,748,0.605,0.5760000000000001,0.0,-8.943,1.0,0.0304,0.0315,0.0,0.218,0.8690000000000001,116.344,161840.0,4.0,0,0,0,39.0,0,0,3
18598,Hot Love,T.REX,5/7/1971,92,72,6,38,3819424,0.5529999999999999,0.5329999999999999,11.0,-9.562000000000001,0.0,0.047,0.11699999999999999,0.34600000000000003,0.0944,0.514,131.076,298093.0,4.0,0,0,0,65.0,0,0,2
18599,Flim Flam Man,BARBRA STREISAND,5/14/1971,92,82,5,12,17131,0.551,0.578,6.0,-12.484000000000002,0.0,0.0492,0.342,0.0,0.41700000000000004,0.778,116.693,150773.0,4.0,0,0,1,68.0,3,4,19
18600,California Earthquake,MAMA CASS,10/26/1968,116,67,6,13,59982,0.48,0.611,2.0,-10.184,1.0,0.0309,0.261,0.000121,0.23,0.5429999999999999,91.161,193507.0,4.0,0,0,0,45.0,0,0,5
18601,Mandrill,MANDRILL,6/5/1971,96,94,3,11,432407,0.536,0.7490000000000001,0.0,-14.040999999999999,1.0,0.0616,0.0751,0.815,0.23399999999999999,0.7170000000000001,133.585,260360.0,4.0,0,0,0,44.0,0,0,3
18602,Call Me Up In Dreamland,VAN MORRISON,6/5/1971,98,95,2,26,13015,0.494,0.43799999999999994,9.0,-15.007,1.0,0.0547,0.539,0.0,0.0851,0.6679999999999999,135.092,235040.0,4.0,1,0,0,77.0,0,1,8
18603,Caught In A Dream,ALICE COOPER,6/12/1971,96,94,3,34,91479,0.5539999999999999,0.633,9.0,-13.091,1.0,0.0309,0.193,0.00035,0.205,0.907,136.925,189907.0,4.0,0,0,0,69.0,0,2,17
18604,Been Too Long On The Road,MARK LINDSAY,6/12/1971,98,98,1,1,7147,0.363,0.637,1.0,-9.45,1.0,0.0461,0.313,0.000156,0.105,0.4,140.75799999999998,244187.0,4.0,0,0,0,41.0,0,1,6
18605,Rock & Roll Love Letter,BAY CITY ROLLERS,5/1/1976,67,28,9,18,1333707,0.528,0.966,4.0,-4.498,1.0,0.0659,0.0875,0.0,0.133,0.609,135.792,174400.0,4.0,0,0,0,48.0,0,1,1
18606,Can't Stop Groovin' Now,B.T. EXPRESS,6/5/1976,69,52,4,23,7386,0.732,0.889,6.0,-9.026,0.0,0.0968,0.0517,0.7959999999999999,0.0584,0.6679999999999999,116.796,352507.0,4.0,0,0,0,52.0,0,2,2
18607,TVC 15,DAVID BOWIE,5/22/1976,79,64,5,30,206667,0.41700000000000004,0.8859999999999999,7.0,-6.992000000000001,1.0,0.0418,0.0874,0.0,0.909,0.885,124.48899999999999,280067.0,4.0,0,0,1,82.0,0,3,17
18608,Johnny Cool,STEVE GIBBONS BAND,6/5/1976,88,72,4,17,2581,0.6970000000000001,0.841,4.0,-4.746,1.0,0.128,0.28600000000000003,0.000101,0.047,0.8190000000000001,119.833,235093.0,4.0,0,0,0,28.0,0,0,1
18609,Flaming Youth,KISS,6/5/1976,82,74,3,31,376211,0.552,0.855,6.0,-7.763999999999999,1.0,0.0588,0.11199999999999999,2.17e-06,0.0707,0.7020000000000001,129.683,178933.0,4.0,0,0,0,74.0,0,0,21
18610,Still Crazy After All These Years,PAUL SIMON,5/1/1976,75,40,7,51,545279,0.267,0.252,7.0,-11.687000000000001,1.0,0.0351,0.8,4.429999999999999e-05,0.08900000000000001,0.13,37.114000000000004,206533.0,4.0,0,0,0,74.0,1,4,10
18611,The Hungry Years,WAYNE NEWTON,5/29/1976,90,82,4,10,1922,0.431,0.44299999999999995,10.0,-12.655,1.0,0.0357,0.713,0.0,0.213,0.425,137.16,229493.0,4.0,0,0,0,46.0,0,1,8
18612,Jukin',ATLANTA RHYTHM SECTION,6/5/1976,90,82,4,11,54651,0.581,0.8320000000000001,2.0,-4.453,1.0,0.0269,0.0398,1.63e-05,0.218,0.6920000000000001,97.743,219150.0,4.0,0,0,0,57.77835159102765,0,0,3
18613,You're Just The Right Size,THE SALSOUL ORCHESTRA,5/8/1976,105,88,8,17,22966,0.6459999999999999,0.835,7.0,-11.475,0.0,0.0476,0.0219,0.8029999999999999,0.245,0.866,115.485,280000.0,4.0,0,0,0,57.77835159102765,0,0,3
18614,A Time For Celebration,"FAITH, HOPE AND CHARITY with THE CHOICE FOUR",6/12/1976,107,107,1,0,883,0.643,0.6729999999999999,5.0,-13.755,1.0,0.0717,0.32899999999999996,2.12e-06,0.147,0.557,114.762,233627.0,4.0,0,0,0,10.0,0,0,0
18615,"Yes, I'm Ready",TOM SULLIVAN,5/1/1976,110,103,5,0,3568,0.713,0.696,5.0,-7.372000000000001,1.0,0.0415,0.0121,0.406,0.134,0.6629999999999999,114.93299999999999,599413.0,4.0,0,0,0,57.77835159102765,0,0,0
18616,I Predict,SPARKS,5/15/1982,86,60,7,25,64369,0.795,0.8290000000000001,4.0,-4.382,1.0,0.126,0.22,0.0,0.077,0.9209999999999999,121.23299999999999,173827.0,4.0,0,0,0,52.0,0,0,1
18617,Route 66,THE MANHATTAN TRANSFER,5/15/1982,102,78,7,22,1290333,0.508,0.495,5.0,-17.789,1.0,0.41600000000000004,0.588,0.0,0.965,0.52,139.2,192267.0,4.0,0,0,0,53.0,0,0,2
18618,Back To School Again,THE FOUR TOPS,5/15/1982,87,71,7,0,1450973,0.409,0.813,2.0,-3.5839999999999996,1.0,0.0503,0.838,0.0,0.125,0.737,140.745,129533.0,4.0,0,0,1,42.0,1,4,15
18619,How Can You Love Me,AMBROSIA,6/5/1982,89,86,4,19,105156,0.622,0.83,10.0,-7.242999999999999,0.0,0.0307,0.14800000000000002,7.75e-06,0.11699999999999999,0.9590000000000001,130.783,245440.0,4.0,0,0,0,54.0,0,2,6
18620,Six Months In A Leaky Boat,SPLIT ENZ,6/5/1982,105,104,3,29,829799,0.359,0.55,2.0,-13.940999999999999,1.0,0.0362,0.214,0.00011599999999999999,0.48200000000000004,0.231,135.30200000000002,260360.0,4.0,1,0,0,50.0,0,0,1
18621,Fallen On Hard Times,JETHRO TULL,6/12/1982,108,108,2,33,48371,0.659,0.574,0.0,-9.873,1.0,0.0341,0.0293,1.4099999999999999e-05,0.165,0.768,86.05799999999999,193533.0,4.0,0,0,0,66.0,0,0,7
18622,Me And The Boys,BONNIE RAITT,6/5/1982,109,109,2,9,16805,0.536,0.953,2.0,-6.1579999999999995,1.0,0.0374,0.0701,0.00108,0.23399999999999999,0.899,152.041,218960.0,4.0,0,0,0,61.0,0,1,6
18623,One Hello,RANDY CRAWFORD,6/5/1982,110,110,2,38,5354650,0.319,0.418,5.0,-11.227,1.0,0.0349,0.857,0.000676,0.907,0.365,126.70299999999999,209653.0,4.0,0,0,0,58.0,0,0,0
18624,Little Good-Byes,SHEDAISY,5/8/1999,98,43,20,36,885752,0.536,0.7140000000000001,1.0,-6.492999999999999,1.0,0.0329,0.11699999999999999,1.09e-06,0.0962,0.706,83.572,199707.0,4.0,0,0,0,43.0,0,0,8
18625,Millennium,ROBBIE WILLIAMS,6/5/1999,80,72,4,53,736418,0.545,0.902,6.0,-5.3020000000000005,1.0,0.0471,0.0556,0.0,0.196,0.777,91.251,247573.0,4.0,0,0,0,75.0,0,0,2
18626,Stranger In My Mirror,RANDY TRAVIS,5/22/1999,92,81,4,11,9215,0.706,0.679,8.0,-5.565,1.0,0.0333,0.629,0.0,0.165,0.898,139.84,195467.0,4.0,0,0,0,66.0,0,0,5
18627,Maybe Not Tonight,SAMMY KERSHAW &amp; LORRIE MORGAN,5/15/1999,86,86,5,20,916053,0.483,0.341,9.0,-9.44,1.0,0.0296,0.29600000000000004,0.0,0.188,0.18100000000000002,131.535,247133.0,4.0,0,0,0,56.0,0,0,1
18628,Players Holiday,T.W.D.Y. featuring TOO SHORT &amp; MAC MALL,5/8/1999,100,90,16,26,274576,0.8540000000000001,0.7879999999999999,8.0,-4.857,1.0,0.20199999999999999,0.0574,1.11e-06,0.5589999999999999,0.662,92.016,302440.0,4.0,0,0,0,68.0,0,0,1
18629,She's A Bitch,"MISSY ""MISDEMEANOR"" ELLIOTT",5/15/1999,90,90,5,48,4096940,0.945,0.522,7.0,-8.211,0.0,0.193,0.275,1.56e-05,0.09300000000000001,0.593,111.12899999999999,239867.0,4.0,0,0,0,57.77835159102765,0,2,2
18630,Time's Up,JADAKISS,5/8/2004,91,70,8,41,3499620,0.8220000000000001,0.8320000000000001,2.0,-2.6310000000000002,1.0,0.22,0.085,0.0,0.0711,0.7559999999999999,93.178,216133.0,4.0,0,0,0,71.0,0,0,1
18631,It Only Hurts When I'm Breathing,SHANIA TWAIN,5/8/2004,76,71,7,36,1412112,0.35700000000000004,0.609,3.0,-5.012,1.0,0.03,0.397,0.0,0.10800000000000001,0.467,75.898,199453.0,4.0,0,0,0,75.0,0,3,15
18632,Last One Standing,EMERSON DRIVE,5/1/2004,98,89,8,25,21939,0.604,0.84,0.0,-5.519,1.0,0.0535,0.11199999999999999,3.52e-06,0.141,0.602,118.954,210827.0,4.0,0,0,0,52.0,0,0,3
18633,Hole In The Head,SUGABABES,6/12/2004,98,96,2,31,1096617,0.804,0.929,6.0,-5.011,0.0,0.0343,0.0298,0.0,0.155,0.9359999999999999,125.001,218173.0,4.0,0,0,0,64.0,0,0,1
18634,Up To The Mountain,KELLY CLARKSON featuring JEFF BECK,5/12/2007,56,56,2,3,843641,0.381,0.204,8.0,-9.626,1.0,0.0311,0.938,2.5e-06,0.10300000000000001,0.12300000000000001,102.605,250283.0,3.0,0,0,0,57.77835159102765,0,0,1
18635,Falling Slowly,GLEN HANSARD &amp; MARKETA IRGLOVA,3/15/2008,61,61,3,63,20000329,0.34,0.209,0.0,-11.869000000000002,1.0,0.0279,0.679,0.000443,0.10099999999999999,0.151,137.042,244133.0,4.0,1,1,0,63.0,0,0,1
18636,Beth,GLEE CAST,6/12/2010,72,72,1,42,2809274,0.514,0.267,0.0,-9.822000000000001,1.0,0.0319,0.7709999999999999,1.41e-06,0.13699999999999998,0.297,119.775,157613.0,4.0,0,0,0,81.0,0,1,70
18637,Leave Right Now,WILL YOUNG,6/12/2010,81,81,1,56,5427819,0.639,0.456,6.0,-8.612,1.0,0.0391,0.141,0.0,0.133,0.37200000000000005,81.988,213013.0,4.0,0,0,0,54.0,0,0,1
18638,Touchin' On My,3OH!3,6/5/2010,49,49,2,53,18127747,0.5379999999999999,0.8759999999999999,1.0,-3.5589999999999997,1.0,0.139,0.03,0.0,0.251,0.527,83.949,183107.0,4.0,0,0,0,57.77835159102765,0,0,2
18639,Not Myself Tonight,CHRISTINA AGUILERA,5/1/2010,23,23,7,49,26449834,0.757,0.812,7.0,-5.178,1.0,0.0395,0.00137,0.018000000000000002,0.563,0.542,120.015,186493.0,4.0,0,0,0,82.0,3,3,7
18640,Super High,RICK ROSS featuring NE-YO,6/12/2010,100,100,1,39,6027786,0.594,0.737,4.0,-6.507000000000001,0.0,0.171,0.0112,0.0,0.225,0.505,166.05599999999998,226493.0,4.0,0,0,0,84.0,0,0,0
18641,Oh Little One,JACK SCOTT,5/2/1960,86,34,7,10,7975,0.517,0.469,4.0,-12.904000000000002,1.0,0.0447,0.6779999999999999,0.000125,0.301,0.312,123.458,170133.0,4.0,0,0,0,34.0,0,1,12
18642,Always It's You,EVERLY BROTHERS,5/16/1960,71,56,6,22,28506,0.519,0.18,5.0,-16.538,1.0,0.0285,0.867,4.05e-06,0.105,0.373,81.31,150427.0,4.0,0,0,1,63.0,1,4,7
18643,Mister Lonely,THE VIDELS,5/23/1960,109,73,6,11,52629,0.521,0.564,10.0,-7.772,1.0,0.0318,0.816,7.049999999999999e-05,0.261,0.569,120.10600000000001,151528.0,4.0,0,0,0,10.0,0,0,1
18644,A Cottage For Sale,LITTLE WILLIE JOHN,5/9/1960,95,63,6,3,27469,0.312,0.299,5.0,-12.39,1.0,0.0313,0.7070000000000001,3.64e-06,0.17,0.53,84.45100000000001,173173.0,4.0,0,0,0,41.0,0,0,8
18645,La Montana (If She Should Come To You),ROGER WILLIAMS,5/23/1960,103,98,3,5,3475,0.496,0.32899999999999996,2.0,-15.579,1.0,0.0259,0.907,0.303,0.198,0.462,92.12799999999999,164720.0,3.0,0,0,0,45.0,0,1,4
18646,Shadows Of Love,LaVERN BAKER,5/9/1960,111,83,6,0,2172,0.669,0.24,1.0,-15.764000000000001,1.0,0.0554,0.84,0.0,0.129,0.899,123.275,140760.0,4.0,0,0,0,46.0,0,1,4
18647,I'll Be Seeing You,TOMMY SANDS,9/14/1959,111,51,7,0,17870,0.233,0.302,4.0,-10.663,0.0,0.0319,0.858,0.000678,0.43200000000000005,0.0923,126.265,191587.0,5.0,0,0,0,57.77835159102765,0,0,2
18648,Big Rock Candy Mountain,DORSEY BURNETTE,6/6/1960,113,102,3,0,31789,0.649,0.5920000000000001,4.0,-14.074000000000002,1.0,0.0476,0.735,0.0009140000000000001,0.0731,0.973,161.208,133907.0,4.0,0,0,0,15.0,0,0,2
18649,"Wake Me, Shake Me",THE COASTERS,6/13/1960,103,51,10,29,13855,0.6609999999999999,0.324,0.0,-14.575,1.0,0.0557,0.298,0.0,0.154,0.71,77.442,153600.0,4.0,0,0,0,57.77835159102765,0,1,3
18650,So Blue,THE VIBRATIONS,6/6/1960,115,110,3,1,32148,0.45799999999999996,0.15,1.0,-22.189,1.0,0.0312,0.987,0.9329999999999999,0.153,0.0992,64.915,123621.0,4.0,0,0,0,23.0,0,0,1
18651,Moonlight Cocktails,THE RIVIERAS,6/13/1960,112,103,3,8,44575,0.243,0.3,5.0,-12.98,0.0,0.033,0.843,0.0,0.406,0.506,195.459,166400.0,3.0,0,0,0,28.0,0,0,0
18652,P.S. I Love You,THE CLASSICS,9/21/1963,121,120,2,1,8443,0.562,0.486,5.0,-7.8260000000000005,1.0,0.0345,0.8590000000000001,0.00043799999999999997,0.213,0.5670000000000001,111.885,142667.0,3.0,0,0,0,30.0,0,0,1
18653,I Rise I Fall,JOHNNY TILLOTSON,4/25/1964,101,36,9,5,48814,0.529,0.426,4.0,-9.546,1.0,0.0325,0.8759999999999999,0.0,0.19,0.42700000000000005,113.818,138200.0,4.0,0,0,0,49.0,0,3,16
18654,Rock Me Baby,DAVID CASSIDY,9/9/1972,73,38,8,17,209281,0.601,0.843,11.0,-4.075,1.0,0.0544,0.307,0.0,0.102,0.8029999999999999,94.084,209000.0,4.0,0,0,0,40.0,0,0,3
18655,I Don't Wanna Be A Loser,LESLEY GORE,5/23/1964,75,37,5,18,24432,0.289,0.541,3.0,-6.5889999999999995,0.0,0.034,0.616,1.23e-05,0.209,0.607,180.919,162000.0,3.0,0,0,0,54.0,1,2,14
18656,Good Golly Miss Molly,THE SWINGING BLUE JEANS,5/2/1964,102,43,8,32,248717,0.39899999999999997,0.7190000000000001,6.0,-10.668,0.0,0.0318,0.135,0.0,0.258,0.963,147.112,127107.0,4.0,1,0,0,46.0,0,0,1
18657,Another Cup Of Coffee,BROOK BENTON,5/9/1964,120,47,8,1,20771,0.5710000000000001,0.5,5.0,-12.668,1.0,0.0426,0.7659999999999999,0.141,0.4,0.903,102.771,173400.0,4.0,0,0,0,48.0,0,6,20
18658,Rules Of Love,ORLONS,5/16/1964,97,66,6,3,3091,0.424,0.987,4.0,-5.667000000000001,1.0,0.0906,0.484,2.03e-06,0.32299999999999995,0.904,165.695,154973.0,4.0,0,0,0,31.0,0,0,2
18659,That's Really Some Good,RUFUS AND CARLA,5/30/1964,105,92,5,27,1880,0.775,0.526,8.0,-12.697000000000001,1.0,0.33799999999999997,0.0329,0.0421,0.0638,0.8320000000000001,167.215,114147.0,4.0,0,0,0,21.0,0,0,2
18660,The Magic Of Our Summer Love,THE TYMES,6/6/1964,132,99,3,3,3157,0.48100000000000004,0.6729999999999999,9.0,-7.897,1.0,0.0276,0.622,0.0,0.254,0.365,89.235,130267.0,4.0,0,0,0,36.0,1,1,4
18661,Wishin' And Hopin',DUSTY SPRINGFIELD,6/6/1964,119,6,15,40,1470697,0.679,0.38,11.0,-10.035,1.0,0.0382,0.237,0.0,0.152,0.728,108.133,176400.0,4.0,0,0,0,67.0,0,4,11
18662,Trouble I've Had,CLARENCE ASHE,6/6/1964,99,99,3,3,5676,0.6409999999999999,0.5579999999999999,5.0,-7.06,0.0,0.0458,0.10099999999999999,2.52e-05,0.284,0.467,93.325,217933.0,3.0,0,0,0,7.0,0,0,1
18663,Let's Go Together,THE RAINDROPS,5/30/1964,131,109,5,20,7950,0.556,0.484,9.0,-7.282,0.0,0.121,0.19399999999999998,0.0,0.0914,0.6859999999999999,63.166000000000004,248227.0,4.0,0,0,0,10.0,0,0,4
18664,After It's Too Late,BOBBY BLAND,6/13/1964,111,111,1,1,1999,0.447,0.493,1.0,-8.98,1.0,0.0491,0.125,0.0,0.276,0.22899999999999998,77.238,147267.0,4.0,0,0,1,54.0,0,0,19
18665,Spend A Little Time,BARBARA LEWIS,5/23/1964,132,119,4,14,39737,0.34700000000000003,0.38799999999999996,2.0,-10.540999999999999,1.0,0.0312,0.7490000000000001,0.0,0.284,0.42200000000000004,203.623,177293.0,4.0,0,0,0,50.0,0,0,5
18666,Gotta Get Away,RANDY MEISNER,5/30/1981,108,104,5,8,54692,0.657,0.40299999999999997,10.0,-15.27,1.0,0.0247,0.0423,0.000417,0.0615,0.642,105.01799999999999,243280.0,4.0,0,0,0,25.0,0,0,2
18667,"Mixed-Up, Shook-Up, Girl",PATTY AND THE EMBLEMS,6/13/1964,122,37,12,53,87058,0.597,0.47,5.0,-10.207,1.0,0.033,0.248,0.0,0.127,0.615,128.8,126920.0,4.0,0,0,0,43.0,0,0,1
18668,Night Time Is The Right Time,RUFUS AND CARLA,6/13/1964,124,94,3,16,50818,0.588,0.41200000000000003,2.0,-10.434000000000001,1.0,0.0336,0.384,1.62e-05,0.13699999999999998,0.7440000000000001,112.456,160400.0,3.0,0,0,0,21.0,0,0,2
18669,Devil With The Blue Dress,SHORTY LONG,5/30/1964,128,125,4,19,120226,0.746,0.574,3.0,-10.975999999999999,1.0,0.0323,0.46,3.31e-06,0.0971,0.818,105.179,191707.0,4.0,0,0,0,23.0,0,1,0
18670,Run Little Girl,DONNIE ELBERT,6/6/1964,133,130,3,7,45626,0.588,0.858,4.0,-6.15,0.0,0.0397,0.8320000000000001,0.0368,0.609,0.799,91.43799999999999,153237.0,4.0,0,0,0,57.77835159102765,0,0,1
18671,Big Party,BARBARA &amp; THE BROWNS,5/2/1964,97,97,4,12,5621,0.557,0.436,10.0,-10.94,1.0,0.0612,0.355,8.27e-05,0.255,0.722,73.497,160360.0,4.0,0,0,0,23.0,0,0,1
18672,You're So Easy To Love,TOMMY JAMES,5/9/1981,86,58,7,4,11767,0.5760000000000001,0.53,10.0,-11.317,1.0,0.0372,0.0389,0.0,0.0517,0.9329999999999999,120.277,241227.0,4.0,0,0,0,56.0,0,1,6
18673,Rain In May,MAX WERNER,5/16/1981,90,74,6,34,927926,0.65,0.583,8.0,-8.806000000000001,1.0,0.0303,0.22899999999999998,0.0,0.115,0.767,98.006,218279.0,4.0,0,0,0,29.0,0,0,1
18674,The Kid Is Hot Tonite,LOVERBOY,6/6/1981,101,55,9,44,128327,0.5670000000000001,0.6970000000000001,11.0,-12.855,0.0,0.0405,0.0286,7.049999999999999e-05,0.106,0.696,142.559,268960.0,4.0,0,0,0,60.0,0,2,9
18675,Try It Out,GINO SOCCIO,5/30/1981,109,103,5,38,2882118,0.8540000000000001,0.41700000000000004,11.0,-14.713,0.0,0.0899,0.00283,0.157,0.0205,0.716,113.615,496467.0,4.0,0,0,0,39.0,0,0,1
18676,Love Is A Crazy Feeling,THE JOE CHEMAY BAND,6/13/1981,107,105,3,4,496,0.6940000000000001,0.503,10.0,-15.172,1.0,0.0444,0.133,0.0,0.153,0.8290000000000001,115.426,199587.0,4.0,0,0,0,57.77835159102765,0,0,0
18677,I Don't Have To Crawl,EMMYLOU HARRIS,6/13/1981,109,106,3,14,18050,0.39799999999999996,0.45299999999999996,0.0,-9.592,0.0,0.0306,0.45899999999999996,0.0017800000000000001,0.19399999999999998,0.303,81.483,229053.0,4.0,0,0,0,63.0,0,0,2
18678,Moonlighting,AL JARREAU,5/30/1987,86,23,13,43,2469300,0.6659999999999999,0.828,1.0,-5.276,1.0,0.0303,0.223,1.86e-05,0.316,0.613,101.40799999999999,183973.0,4.0,0,0,0,57.0,0,0,6
18679,Can't Get Started,PETER WOLF,5/23/1987,92,75,5,2,14424,0.535,0.0707,0.0,-22.29,1.0,0.0479,0.966,0.779,0.795,0.155,137.681,382000.0,4.0,0,0,0,57.77835159102765,0,0,3
18680,Weatherman Says,JACK WAGNER,5/9/1987,87,67,6,10,15229,0.632,0.731,0.0,-11.405999999999999,1.0,0.0412,0.10800000000000001,0.0,0.23399999999999999,0.909,92.073,270333.0,4.0,0,0,0,32.0,0,0,2
18681,Right Next Door (Because Of Me),ROBERT CRAY BAND,5/16/1987,94,80,6,10,2574136,0.765,0.623,10.0,-8.439,0.0,0.0548,0.19899999999999998,0.00046100000000000004,0.129,0.72,87.579,258800.0,4.0,0,0,0,52.0,0,0,2
