,Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks,Popularity,Youtube viewcount,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,artist popularity,TopSongsArtist,TopSongsArtist10,TopSongsArtist100
18461,Holiday For Clowns,BRIAN HYLAND,5/6/1967,117,94,6,22,3412,0.607,0.452,6.0,-9.451,1.0,0.0377,0.621,0.0,0.0988,0.44299999999999995,135.161,156400.0,4.0,0,0,0,49.0,2,1,11
18462,Girl (You Captivate Me),? AND THE MYSTERIANS,6/3/1967,125,98,4,10,39493,0.426,0.733,2.0,-10.04,1.0,0.0315,0.00216,0.0202,0.32,0.804,146.144,135827.0,4.0,0,0,0,57.77835159102765,0,0,2
18463,All The Time,JACK GREENE,5/27/1967,134,103,3,15,84629,0.534,0.29,10.0,-10.166,1.0,0.0276,0.82,0.00139,0.231,0.524,99.365,154680.0,4.0,0,0,0,26.0,0,0,1
18464,"Hello, Hello",TINY TIM,9/21/1968,123,122,2,5,1435,0.619,0.5770000000000001,5.0,-8.371,1.0,0.0334,0.715,0.0,0.155,0.8009999999999999,137.063,133893.0,4.0,0,0,0,46.0,0,0,2
18465,Tonight Carmen,MARTY ROBBINS,6/3/1967,114,114,3,20,131807,0.45399999999999996,0.496,0.0,-10.368,1.0,0.0415,0.831,2.4299999999999998e-05,0.924,0.619,109.87200000000001,165147.0,4.0,0,0,0,61.0,1,1,10
18466,Someday Never Comes,CREEDENCE CLEARWATER REVIVAL,5/6/1972,72,25,8,45,13620815,0.68,0.368,11.0,-14.606,1.0,0.0365,0.0425,0.0,0.0755,0.299,136.969,239507.0,4.0,0,0,0,57.77835159102765,0,4,4
18467,There It Is (Part 1),JAMES BROWN,5/6/1972,100,43,7,11,29074,0.826,0.828,11.0,-6.596,0.0,0.0674,0.527,0.34,0.0164,0.8190000000000001,103.948,348853.0,4.0,0,0,1,59.0,0,3,47
18468,Hot 'n' Nasty,HUMBLE PIE,5/6/1972,82,52,8,28,447609,0.562,0.40700000000000003,0.0,-15.652999999999999,1.0,0.0445,0.29600000000000004,0.00286,0.12,0.7979999999999999,131.079,201933.0,4.0,0,0,0,46.0,0,0,3
18469,You're The Man (Part 1),MARVIN GAYE,5/20/1972,64,50,5,7,6480,0.71,0.616,1.0,-12.865,1.0,0.0887,0.6709999999999999,0.0008449999999999999,0.127,0.941,92.287,190947.0,4.0,0,0,1,78.0,2,9,17
18470,Woman Is The Nigger Of The World,JOHN LENNON / PLASTIC ONO BAND with ELEPHANTS MEMORY AND THE,5/20/1972,76,57,5,37,183315,0.256,0.773,9.0,-9.182,1.0,0.0539,0.237,0.0114,0.335,0.302,108.501,318747.0,3.0,0,0,1,57.77835159102765,0,0,1
18471,"Guns, Guns, Guns",THE GUESS WHO,5/20/1972,100,70,6,20,71122,0.32299999999999995,0.589,9.0,-11.693,1.0,0.0385,0.102,0.00294,0.184,0.899,165.37099999999998,302467.0,4.0,0,0,0,62.0,0,0,7
18472,Kate,JOHNNY CASH AND THE TENNESSEE THREE,5/13/1972,95,75,7,24,121515,0.727,0.7509999999999999,1.0,-12.482000000000001,1.0,0.0392,0.295,0.00011499999999999999,0.10099999999999999,0.963,117.76100000000001,137107.0,4.0,0,0,1,57.77835159102765,0,0,1
18473,I Got Some Help I Don't Need,B.B. KING,5/6/1972,98,92,6,33,21373,0.698,0.452,4.0,-8.992,1.0,0.193,0.722,0.0114,0.0968,0.679,117.16799999999999,202427.0,3.0,0,0,1,69.0,0,0,22
18474,You Keep Me Dancing,SAMANTHA SANG,5/6/1978,88,56,7,15,48864,0.774,0.527,4.0,-12.064,0.0,0.0406,0.629,1.31e-06,0.0751,0.8009999999999999,96.17399999999999,176720.0,4.0,0,0,0,41.0,0,0,1
18475,Weekend Lover,ODYSSEY,5/6/1978,89,57,7,7,8328,0.688,0.7290000000000001,2.0,-6.182,1.0,0.0379,0.507,1.25e-06,0.0922,0.764,110.23299999999999,228520.0,4.0,0,0,0,49.0,0,0,2
18476,Take Me Back To Chicago,CHICAGO,5/20/1978,83,63,5,19,140548,0.552,0.528,0.0,-8.905,0.0,0.047,0.275,0.205,0.0999,0.626,126.45100000000001,177200.0,4.0,0,0,0,71.0,2,11,23
18477,Girl Callin',CHOCOLATE MILK,6/10/1978,103,103,1,9,56705,0.778,0.4,11.0,-8.183,1.0,0.0647,0.877,0.27399999999999997,0.455,0.622,90.525,329293.0,4.0,0,0,0,32.0,0,0,1
18478,On Our Own,BOBBY BROWN,6/10/1989,64,2,20,40,2298521,0.665,0.904,2.0,-6.23,1.0,0.0433,0.0036200000000000004,0.0,0.0645,0.573,101.805,294413.0,4.0,2,0,0,61.0,1,7,0
18479,Anything Can Happen,WAS NOT WAS,5/6/1989,89,75,6,7,37941,0.8109999999999999,0.7290000000000001,9.0,-10.084,0.0,0.0327,0.326,0.0,0.0626,0.779,119.882,236227.0,4.0,0,0,0,57.77835159102765,0,0,2
18480,(Between A) Rock And A Hard Place,CUTTING CREW,5/13/1989,96,77,5,25,13808,0.615,0.845,5.0,-9.943,0.0,0.0393,0.0928,2.7699999999999996e-05,0.0755,0.585,117.444,227960.0,4.0,0,0,0,63.0,1,1,2
18481,Waiting Game,SWING OUT SISTER,6/3/1989,96,86,4,25,1081520,0.6920000000000001,0.6940000000000001,6.0,-11.705,0.0,0.0395,0.21899999999999997,0.00028,0.0302,0.878,115.236,258560.0,4.0,0,0,0,49.0,0,1,3
18482,Darlin' I,VANESSA WILLIAMS,6/3/1989,97,88,4,20,244584,0.511,0.363,7.0,-14.217,1.0,0.034,0.253,0.0012,0.0775,0.163,129.88299999999998,252667.0,4.0,0,0,0,56.0,1,0,9
18483,Youth Gone Wild,SKID ROW,6/10/1989,99,99,2,59,14663601,0.536,0.72,7.0,-11.277000000000001,0.0,0.0436,0.00202,0.000127,0.35700000000000004,0.633,117.367,198907.0,4.0,0,0,0,65.0,0,2,1
18484,The Way That You Love,VANESSA WILLIAMS,5/6/1995,95,67,7,11,480424,0.742,0.523,10.0,-9.212,0.0,0.0684,0.259,5.3200000000000006e-05,0.0628,0.626,88.07799999999999,288627.0,4.0,0,0,0,56.0,1,0,9
18485,Lifestyles Of The Rich & Shameless,LOST BOYZ,5/13/1995,97,91,6,35,2519620,0.732,0.653,2.0,-10.277000000000001,1.0,0.20199999999999999,0.00148,0.0,0.07200000000000001,0.579,92.31200000000001,260760.0,4.0,0,0,0,49.0,0,0,6
18486,Jumpin' Jumpin',DESTINY'S CHILD,5/13/2000,74,3,32,70,31911207,0.7709999999999999,0.685,1.0,-4.638999999999999,1.0,0.0567,0.00543,0.00157,0.0537,0.6829999999999999,88.99700000000001,230200.0,4.0,0,0,0,78.0,3,7,3
18487,No Me Dejes De Querer,GLORIA ESTEFAN,6/10/2000,77,77,1,22,3068738,0.703,0.889,10.0,-5.605,0.0,0.0974,0.313,0.0,0.534,0.8740000000000001,83.287,208427.0,4.0,0,0,0,69.0,2,2,13
18488,Nothing As It Seems,PEARL JAM,5/13/2000,49,49,6,39,1501572,0.24100000000000002,0.508,9.0,-9.791,1.0,0.0275,0.0362,0.599,0.16699999999999998,0.0445,140.627,321293.0,4.0,1,0,0,57.77835159102765,0,0,9
18489,Money On You,CHRIS BLUE,6/10/2017,66,66,1,40,1372073,0.628,0.718,0.0,-5.92,1.0,0.0434,0.0234,0.0,0.154,0.483,100.979,194663.0,4.0,0,0,0,38.0,0,0,1
18490,The Dance,LAUREN DUSKI,6/10/2017,92,92,1,26,820241,0.292,0.462,2.0,-5.522,1.0,0.0299,0.182,0.0,0.132,0.177,131.908,210732.0,4.0,0,0,0,40.0,0,0,2
18491,Either Way,CHRIS STAPLETON,5/27/2017,89,89,1,66,9900457,0.6409999999999999,0.0628,4.0,-14.155,1.0,0.0417,0.865,4.08e-06,0.105,0.275,129.004,248053.0,4.0,0,0,0,78.0,0,0,6
18492,Come Running Back,DEAN MARTIN,5/7/1966,83,35,7,34,6283,0.524,0.5579999999999999,10.0,-12.013,1.0,0.0469,0.7809999999999999,0.0,0.21600000000000003,0.585,128.006,127293.0,4.0,0,0,1,72.0,1,2,14
18493,Dedicated Follower Of Fashion,THE KINKS,5/14/1966,115,36,7,41,386732,0.406,0.879,0.0,-6.662000000000001,1.0,0.0433,0.369,1.54e-06,0.41,0.885,172.99400000000003,180893.0,4.0,0,0,0,72.0,0,2,9
18494,S.Y.S.L.J.F.M.,JOE TEX,5/14/1966,90,39,7,5,46442,0.48,0.701,9.0,-6.417000000000001,1.0,0.0359,0.51,0.0,0.183,0.672,138.216,170520.0,4.0,0,0,0,42.0,0,2,19
18495,The Last Word In Lonesome Is Me,EDDY ARNOLD,5/14/1966,82,40,7,5,147063,0.33399999999999996,0.21899999999999997,9.0,-14.843,1.0,0.0272,0.93,2.98e-05,0.312,0.321,87.49700000000001,132667.0,3.0,0,0,1,44.0,0,0,10
18496,Wiederseh'n,AL MARTINO,5/21/1966,121,57,5,0,762274,0.562,0.13699999999999998,8.0,-13.715,1.0,0.0616,0.992,0.0,0.0956,0.38299999999999995,128.965,205093.0,4.0,0,0,0,57.77835159102765,0,2,19
18497,Better Use Your Head,LITTLE ANTHONY AND THE IMPERIALS,5/7/1966,129,54,8,16,658737,0.551,0.626,1.0,-12.287,1.0,0.0561,0.499,0.0,0.13,0.75,145.31,170907.0,4.0,0,0,0,21.0,0,0,9
18498,Take Some Time Out For Love,THE ISLEY BROTHERS,5/21/1966,133,66,5,11,10503,0.67,0.6920000000000001,5.0,-7.888999999999999,1.0,0.0346,0.287,0.0,0.115,0.9009999999999999,124.12299999999999,141493.0,4.0,0,0,1,69.0,0,1,12
18499,Batman And His Grandmother,DICKIE GOODMAN,5/28/1966,82,70,3,0,22571,0.489,0.7859999999999999,11.0,-5.172000000000001,0.0,0.361,0.816,0.0,0.38,0.619,66.58800000000001,162373.0,3.0,0,0,0,25.0,0,1,10
18500,Everyday I Have To Cry,THE GENTRYS,5/7/1966,134,77,6,13,20239,0.6709999999999999,0.525,10.0,-10.222000000000001,1.0,0.0311,0.341,0.0,0.249,0.882,128.625,146640.0,4.0,0,0,0,19.0,0,1,1
18501,Good Time Charlie,BOBBY BLAND,5/21/1966,100,75,6,7,6545,0.672,0.537,7.0,-7.8020000000000005,0.0,0.0361,0.127,0.0025399999999999997,0.0925,0.7340000000000001,121.958,153267.0,4.0,0,0,1,54.0,0,0,19
18502,Come And Get Me,JACKIE DeSHANNON,5/14/1966,126,83,5,1,14569,0.49200000000000005,0.46299999999999997,5.0,-11.819,1.0,0.0321,0.9009999999999999,0.0035299999999999997,0.14400000000000002,0.392,97.03399999999999,159973.0,4.0,0,0,0,48.0,0,1,6
18503,Come On And See Me,TAMMI TERRELL,5/7/1966,119,80,8,14,225343,0.59,0.78,1.0,-4.05,1.0,0.0313,0.0856,0.013000000000000001,0.10400000000000001,0.872,113.89399999999999,140267.0,4.0,0,0,0,70.0,0,0,3
18504,Think Of Me,BUCK OWENS,5/28/1966,99,74,5,26,99976,0.696,0.643,11.0,-5.53,1.0,0.028999999999999998,0.568,5.16e-06,0.16899999999999998,0.9129999999999999,135.128,139107.0,4.0,0,0,0,55.0,0,0,5
18505,One Too Many Mornings,THE BEAU BRUMMELS,5/28/1966,113,95,4,5,12306,0.5579999999999999,0.902,2.0,-6.801,1.0,0.034,0.289,1.24e-06,0.251,0.9109999999999999,136.93200000000002,171893.0,4.0,0,0,0,36.0,0,0,3
18506,Lil' Red Riding Hood,SAM THE SHAM AND THE PHARAOHS,6/4/1966,112,2,15,42,2917651,0.752,0.397,11.0,-10.012,0.0,0.0392,0.736,0.0,0.17600000000000002,0.5660000000000001,121.87,161080.0,4.0,0,0,0,47.0,0,3,6
18507,He's Ready,THE POPPIES,5/28/1966,130,106,4,1,7231,0.5539999999999999,0.382,10.0,-13.081,1.0,0.0449,0.10099999999999999,0.0,0.184,0.491,141.409,141093.0,4.0,0,0,0,3.0,0,0,0
18508,Truly Yours,THE SPINNERS,5/21/1966,135,111,5,7,88416,0.5489999999999999,0.373,1.0,-13.845,1.0,0.0275,0.207,0.0,0.151,0.5870000000000001,108.613,181467.0,4.0,0,0,0,61.0,0,2,9
18509,"Sam, You Made The Pants Too Long",BARBRA STREISAND,5/14/1966,129,98,5,10,55114,0.34700000000000003,0.258,11.0,-15.689,0.0,0.0439,0.8079999999999999,0.0,0.307,0.36200000000000004,175.58700000000002,124027.0,3.0,0,0,1,68.0,3,4,19
18510,Blue Star,THE VENTURES,6/11/1966,122,120,3,7,38798,0.6809999999999999,0.551,9.0,-7.898,1.0,0.0265,0.772,0.769,0.145,0.525,103.85700000000001,145400.0,4.0,0,0,0,52.0,0,2,2
18511,There Stands The Door,WE FIVE,5/28/1966,132,116,4,3,1576,0.46399999999999997,0.6859999999999999,0.0,-8.62,1.0,0.0352,0.157,7.44e-06,0.0995,0.525,130.131,140787.0,4.0,0,0,0,27.0,0,1,0
18512,Coo Coo Roo Coo Coo Paloma,PERRY COMO with THE RAY CHARLES SINGERS,6/11/1966,128,128,1,5,1122,0.24600000000000002,0.193,7.0,-15.168,1.0,0.0296,0.96,0.563,0.15,0.23600000000000002,73.78,181347.0,3.0,0,0,1,65.0,0,0,0
18513,We're Acting Like Lovers,THE SPELLBINDERS,6/4/1966,134,130,3,0,7824,0.563,0.67,9.0,-8.997,0.0,0.0422,0.168,0.0,0.0593,0.736,117.764,134747.0,4.0,0,0,0,18.0,0,0,0
18514,Watch Closely Now,KRIS KRISTOFFERSON,5/21/1977,87,52,6,27,637705,0.514,0.937,7.0,-8.152000000000001,1.0,0.0564,0.00176,0.0008820000000000001,0.9420000000000001,0.701,129.687,229293.0,4.0,0,0,1,60.0,0,0,4
18515,Going In With My Eyes Open,DAVID SOUL,5/7/1977,82,54,7,19,436043,0.575,0.37,2.0,-13.675,1.0,0.0266,0.7959999999999999,0.000285,0.10099999999999999,0.397,100.443,243333.0,4.0,0,0,0,44.0,1,0,2
18516,Burnin' Sky,BAD COMPANY,5/21/1977,86,78,4,38,2086295,0.47,0.875,0.0,-7.921,1.0,0.0447,0.0609,0.000342,0.579,0.517,97.15899999999999,289253.0,4.0,1,0,0,66.0,0,1,10
18517,I Need A Man,GRACE JONES,5/7/1977,98,83,6,25,371250,0.562,0.797,11.0,-9.437999999999999,1.0,0.0623,0.039,0.0,0.179,0.794,131.736,205271.0,4.0,0,0,0,59.0,0,0,2
18518,Land Of Make Believe,CHUCK MANGIONE with THE HAMILTON PHILHARMONIC ORCHESTRA,6/11/1977,86,86,3,26,331659,0.28,0.327,10.0,-16.57,1.0,0.0488,0.0344,0.0113,0.708,0.287,132.214,744867.0,4.0,0,0,0,47.0,0,0,1
18519,So High (Rock Me Baby And Roll Me Away),DAVE MASON,5/28/1977,93,89,3,35,13296,0.625,0.623,9.0,-10.219,1.0,0.0311,0.318,0.0,0.6829999999999999,0.841,145.19799999999998,247573.0,4.0,0,0,0,47.0,0,0,5
18520,Feel The Need,LEIF GARRETT,5/5/1979,90,57,8,11,110773,0.815,0.575,11.0,-14.444,1.0,0.0324,0.0247,0.00277,0.0561,0.97,124.25200000000001,340600.0,4.0,0,0,0,37.0,0,1,5
18521,Ridin' The Storm Out,REO SPEEDWAGON,5/14/1977,110,94,5,46,2041610,0.557,0.7979999999999999,9.0,-5.843,0.0,0.0277,0.0158,2.6700000000000002e-05,0.547,0.609,134.80100000000002,252267.0,4.0,1,0,0,69.0,2,2,14
18522,Super Band,KOOL AND THE GANG,5/7/1977,102,101,6,5,15460,0.644,0.773,11.0,-7.931,0.0,0.10300000000000001,0.11699999999999999,0.0232,0.145,0.5760000000000001,124.238,294400.0,4.0,0,0,0,69.0,0,9,15
18523,I Love A Mellow Groove,THE JIMMY CASTOR BUNCH,6/11/1977,110,108,2,2,11659,0.7090000000000001,0.912,11.0,-9.317,0.0,0.0497,0.74,0.0021,0.0413,0.932,121.198,201213.0,4.0,0,0,0,36.0,0,1,0
18524,What You Do To Me,CARL WILSON,5/7/1983,101,72,7,12,42046,0.7090000000000001,0.75,6.0,-6.93,1.0,0.0478,0.13,0.0,0.0611,0.8640000000000001,122.337,234747.0,4.0,0,0,0,15.0,0,0,1
18525,Dancing In The Shadows,AFTER THE FIRE,5/28/1983,91,85,3,7,11243,0.5820000000000001,0.7609999999999999,5.0,-6.599,1.0,0.0317,0.282,3.929999999999999e-05,0.125,0.76,141.446,193173.0,4.0,0,0,0,43.0,0,1,1
18526,Keep It Confidential,NONA HENDRYX,5/28/1983,109,91,4,7,26518,0.7809999999999999,0.622,11.0,-9.753,0.0,0.0736,0.121,1.98e-06,0.0677,0.519,122.84700000000001,352173.0,4.0,0,0,0,36.0,0,0,2
18527,Always Gonna' Love You,GARY MOORE,5/28/1983,104,103,5,31,710950,0.214,0.539,4.0,-10.255999999999998,1.0,0.0385,0.0531,0.000363,0.324,0.22699999999999998,189.333,234640.0,4.0,0,0,0,60.0,0,0,1
18528,Like The Weather,"10,000 MANIACS",5/7/1988,94,68,8,40,1336960,0.77,0.45899999999999996,1.0,-17.453,1.0,0.0416,0.11199999999999999,0.00343,0.145,0.963,133.351,236653.0,4.0,0,0,0,57.77835159102765,0,0,8
18529,Something Just Ain't Right,KEITH SWEAT,5/14/1988,97,79,5,32,1441791,0.7390000000000001,0.737,11.0,-10.149,0.0,0.0352,0.0287,6.5e-06,0.29,0.953,105.855,220747.0,4.0,0,0,0,64.0,0,3,8
18530,Only A Memory,SMITHEREENS,5/21/1988,100,92,4,31,544957,0.445,0.8009999999999999,8.0,-13.414000000000001,0.0,0.0446,0.225,0.08800000000000001,0.0778,0.619,132.55700000000002,223293.0,4.0,0,0,0,42.0,0,0,3
18531,Get It,STEVIE WONDER &amp; MICHAEL JACKSON,5/7/1988,89,80,6,31,186254,0.768,0.5720000000000001,11.0,-15.655,0.0,0.0375,0.0331,0.315,0.11,0.9440000000000001,117.99700000000001,272693.0,4.0,0,0,1,80.0,0,0,1
18532,The Place Where You Belong,SHAI,6/4/1994,92,34,18,29,181458,0.763,0.528,2.0,-6.187,0.0,0.0723,0.0134,3.91e-06,0.41,0.5579999999999999,95.645,261760.0,4.0,0,0,0,54.0,0,3,3
18533,Bucktown,SMIF-N-WESSUN,5/28/1994,97,93,5,50,1526790,0.769,0.836,8.0,-4.15,1.0,0.244,0.0618,0.0,0.182,0.6509999999999999,88.978,237720.0,4.0,0,0,0,49.0,0,0,1
18534,Like My Mother Does,LAUREN ALAINA,6/11/2011,20,20,2,40,5921596,0.42,0.746,6.0,-1.922,1.0,0.0319,0.33,0.0,0.098,0.29,139.839,247813.0,4.0,0,0,0,75.0,0,0,2
18535,Light Up The World,GLEE CAST,6/11/2011,33,33,1,45,1745299,0.6890000000000001,0.7959999999999999,10.0,-5.472,1.0,0.0406,0.000599,0.0,0.12,0.857,118.029,223653.0,4.0,0,0,0,81.0,0,1,70
18536,1+1,BEYONCE,6/11/2011,57,57,2,61,117991202,0.303,0.384,6.0,-7.3420000000000005,1.0,0.0339,0.381,5.14e-06,0.0661,0.261,63.345,273880.0,5.0,0,0,0,92.0,2,4,16
18537,For Good,GLEE CAST,6/11/2011,58,58,1,37,1920556,0.336,0.374,6.0,-8.177,1.0,0.0374,0.86,0.0,0.16699999999999998,0.18600000000000003,92.508,303827.0,4.0,0,0,0,81.0,0,1,70
18538,Rise Above 1,REEVE CARNEY featuring BONO &amp; THE EDGE,6/11/2011,74,74,1,22,4917299,0.52,0.7929999999999999,10.0,-3.715,1.0,0.0486,0.00894,2.2e-05,0.10300000000000001,0.384,84.005,232307.0,4.0,0,0,0,41.0,0,0,1
18539,"I Love New York / New York, New York",GLEE CAST,6/11/2011,81,81,1,34,239918,0.585,0.7170000000000001,6.0,-5.422000000000001,0.0,0.0362,0.016,0.0,0.406,0.282,140.94899999999998,164933.0,4.0,0,0,0,81.0,0,1,70
18540,(It) Feels So Good,STEVEN TYLER,5/28/2011,35,35,4,32,4658398,0.738,0.9520000000000001,6.0,-3.386,0.0,0.0515,0.0631,0.0,0.21600000000000003,0.899,122.0,211293.0,4.0,0,0,0,51.0,0,0,2
18541,As Long As You're There,GLEE CAST,6/11/2011,93,93,1,41,237555,0.359,0.602,2.0,-5.525,1.0,0.0335,0.233,0.0,0.127,0.263,161.62,256080.0,3.0,0,0,0,81.0,0,1,70
18542,Danza Kuduro,DON OMAR &amp; LUCENZO,5/21/2011,82,82,5,71,960631112,0.467,0.92,0.0,-4.78,1.0,0.239,0.0813,0.0,0.0494,0.8490000000000001,130.012,198773.0,4.0,1,0,0,84.0,0,0,1
18543,Feel No Ways,DRAKE,5/21/2016,53,53,6,68,3238005,0.589,0.6729999999999999,7.0,-7.082000000000001,1.0,0.16699999999999998,0.0319,5.68e-06,0.10800000000000001,0.209,193.783,240653.0,4.0,0,0,0,99.0,0,7,43
18544,9,DRAKE,5/21/2016,45,45,5,63,244900,0.7,0.721,2.0,-7.296,1.0,0.0447,0.0008550000000000001,0.00112,0.257,0.0378,100.00299999999999,255787.0,4.0,0,0,0,99.0,0,7,43
18545,Lonesome Broken And Blue,ADAM WAKEFIELD,6/11/2016,73,73,1,21,291053,0.435,0.562,4.0,-5.067,1.0,0.0284,0.6,0.0008,0.316,0.301,136.589,232853.0,4.0,0,0,0,37.0,0,0,1
18546,U With Me?,DRAKE,5/21/2016,44,44,4,62,561365,0.44,0.42100000000000004,6.0,-11.399000000000001,0.0,0.154,0.35200000000000004,1.3300000000000001e-05,0.136,0.11599999999999999,87.62899999999999,297373.0,4.0,0,0,0,99.0,0,7,43
18547,Fire & Desire,DRAKE,5/21/2016,75,75,4,67,1305611,0.711,0.254,1.0,-14.404000000000002,0.0,0.0863,0.0829,0.0,0.0865,0.253,79.904,238120.0,4.0,0,0,0,99.0,0,7,43
18548,Redemption,DRAKE,5/21/2016,61,61,1,66,1221642,0.635,0.319,0.0,-8.727,1.0,0.11800000000000001,0.618,1.69e-06,0.11699999999999999,0.327,118.844,333947.0,4.0,0,0,0,99.0,0,7,43
18549,Stick With Me Baby,EVERLY BROTHERS,6/5/1961,97,41,4,16,70353,0.528,0.575,10.0,-10.454,1.0,0.0336,0.479,1.25e-06,0.341,0.887,116.501,116027.0,4.0,0,0,1,63.0,1,4,7
18550,Anna,JORGEN INGMANN,5/15/1961,110,54,7,0,21648,0.6629999999999999,0.513,9.0,-12.715,1.0,0.0327,0.968,0.8420000000000001,0.132,0.716,91.22,151867.0,4.0,0,0,0,26.0,0,0,1
18551,A Love Of My Own,CARLA THOMAS,5/8/1961,81,56,6,34,201580,0.244,0.34600000000000003,0.0,-8.741,1.0,0.0302,0.813,0.0017100000000000001,0.313,0.435,185.453,152240.0,3.0,0,0,0,58.0,0,0,13
18552,Buzz Buzz-A-Diddle-It,FREDDY CANNON,4/17/1961,113,51,10,8,77091,0.344,0.9670000000000001,5.0,-5.414,0.0,0.214,0.44299999999999995,1.7100000000000002e-05,0.195,0.7909999999999999,117.49600000000001,147880.0,4.0,0,0,0,36.0,0,3,16
18553,Nobody Cares,BABY WASHINGTON,4/10/1961,110,93,5,8,37676,0.20800000000000002,0.5579999999999999,6.0,-7.0,1.0,0.0484,0.76,0.0,0.29,0.596,200.94400000000002,130980.0,3.0,0,0,0,27.0,0,0,3
18554,How Many Tears,BOBBY VEE,5/15/1961,116,63,6,26,111199,0.594,0.635,9.0,-9.404,1.0,0.0273,0.687,0.000172,0.0496,0.9690000000000001,96.23899999999999,128173.0,4.0,0,0,0,55.0,1,4,15
18555,Lonesome Whistle Blues,FREDDY KING,5/1/1961,116,88,7,8,26364,0.579,0.35200000000000004,7.0,-13.004000000000001,0.0,0.0415,0.912,1.13e-05,0.22399999999999998,0.7,101.58200000000001,167907.0,4.0,0,0,0,55.0,0,0,2
18556,(Theme From) Goodbye Again,FERRANTE AND TEICHER,6/5/1961,117,85,5,21,54277,0.35700000000000004,0.373,2.0,-9.624,0.0,0.0289,0.846,0.722,0.134,0.20600000000000002,94.21600000000001,194267.0,4.0,0,0,0,57.77835159102765,0,0,3
18557,Spring Fever,LITTLE WILLIE JOHN,5/8/1961,101,71,6,1,3930,0.642,0.391,0.0,-12.017999999999999,1.0,0.0595,0.7609999999999999,2.35e-05,0.105,0.71,134.71,129535.0,4.0,0,0,0,41.0,0,0,8
18558,Dooley,THE OLYMPICS,6/12/1961,101,94,3,0,2782,0.6579999999999999,0.713,2.0,-8.209,1.0,0.0302,0.433,0.0,0.29600000000000004,0.912,104.324,128840.0,4.0,0,0,0,27.0,0,0,7
18559,Te-Ta-Te-Ta-Ta,ERNIE K-DOE,6/12/1961,109,53,7,19,53056,0.59,0.40700000000000003,5.0,-12.007,1.0,0.0401,0.7020000000000001,0.0,0.141,0.843,133.776,162107.0,4.0,0,0,0,34.0,1,0,5
18560,Off To Work Again,WILBERT HARRISON,6/12/1961,119,114,3,8,1886,0.605,0.7,7.0,-6.223,1.0,0.0347,0.722,0.431,0.557,0.9540000000000001,104.67299999999999,158507.0,4.0,0,0,0,37.0,0,0,1
18561,Concrete & Clay,EDDIE RAMBEAU,4/24/1965,125,35,10,9,84222,0.634,0.627,7.0,-9.513,1.0,0.128,0.568,0.0,0.39299999999999996,0.924,101.05,135512.0,4.0,0,0,0,5.0,0,0,2
18562,Three O'Clock In The Morning,BERT KAEMPFERT,5/1/1965,84,33,8,7,147318,0.611,0.34299999999999997,1.0,-13.632,1.0,0.0328,0.359,0.8640000000000001,0.11599999999999999,0.48100000000000004,133.155,153627.0,4.0,0,0,0,51.0,0,0,7
18563,It's Wonderful To Be In Love,THE OVATIONS featuring LOUIS WILLIAMS,5/22/1965,84,61,6,4,2899,0.48200000000000004,0.3,10.0,-12.799000000000001,1.0,0.0291,0.574,0.0,0.128,0.33899999999999997,101.41,191747.0,4.0,0,0,0,18.0,0,0,1
18564,Bring A Little Sunshine (To My Heart),VIC DANA,5/22/1965,98,66,6,4,3194,0.262,0.341,9.0,-11.323,1.0,0.037000000000000005,0.909,0.0,0.0896,0.374,86.945,158253.0,4.0,0,0,0,22.0,0,0,7
18565,Love Is A 5-Letter Word,JAMES PHELPS,5/8/1965,94,66,7,4,13821,0.665,0.48100000000000004,3.0,-9.735,1.0,0.07400000000000001,0.426,0.0,0.5920000000000001,0.813,95.59700000000001,210973.0,4.0,0,0,0,5.0,0,0,1
18566,Is This What I Get For Loving You,THE RONETTES featuring VERONICA,5/29/1965,88,75,4,30,53039,0.433,0.462,4.0,-10.192,1.0,0.0269,0.5589999999999999,5.28e-05,0.239,0.469,103.882,201280.0,4.0,0,0,0,65.0,0,0,1
18567,The Puzzle Song,SHIRLEY ELLIS,5/29/1965,100,78,5,5,5742,0.81,0.757,0.0,-4.207,1.0,0.045,0.183,0.0182,0.127,0.888,128.68200000000002,136107.0,4.0,0,0,0,36.0,0,2,3
18568,My Cherie,AL MARTINO,6/5/1965,112,88,4,5,9848,0.2,0.35100000000000003,8.0,-9.982999999999999,1.0,0.0307,0.9129999999999999,0.0,0.26899999999999996,0.28300000000000003,92.72200000000001,154960.0,3.0,0,0,0,57.77835159102765,0,2,19
18569,Then I'll Count Again,JOHNNY TILLOTSON,5/15/1965,133,86,7,1,23668,0.44,0.531,6.0,-10.37,0.0,0.10300000000000001,0.325,0.0,0.0836,0.757,135.784,122733.0,4.0,0,0,0,49.0,0,3,16
18570,It's Almost Tomorrow,JIMMY VELVET,5/8/1965,118,93,6,1,5594,0.322,0.322,9.0,-11.224,1.0,0.0282,0.91,1.7100000000000002e-05,0.177,0.293,80.958,168880.0,3.0,0,0,0,57.77835159102765,0,0,1
