Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks,Popularity,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,Artist_grammy_wins,Artist_grammy_nominations
Livin' In Desperate Times,OLIVIA NEWTON-JOHN,2/11/84,64,31,10,16,0,0,0,4,12
She's Trouble,MUSICAL YOUTH,1/14/84,84,65,11,-1,0,0,0,0,1
Fields Of Fire,BIG COUNTRY,2/4/84,78,52,6,26,0,0,0,0,2
Look At That Cadillac,STRAY CATS,1/28/84,88,68,5,19,0,0,0,0,1
Vitamin L,B.E. TAYLOR GROUP,1/28/84,89,66,8,-1,0,0,0,0,0
Body Talk,KIX,5/14/83,109,104,5,17,0,0,0,0,0
This Could Be The Right One,APRIL WINE,2/11/84,81,58,6,18,0,0,0,0,0
Remember What You Like,JENNY BURTON,1/28/84,93,81,6,12,0,0,0,0,0
Breaking Up Is Hard On You,AMERICAN COMEDY NETWORK,2/4/84,93,70,5,-1,0,0,0,0,0
It's Gonna Be Special,PATTI AUSTIN,2/11/84,89,82,4,16,0,0,0,1,6
Beast Of Burdon,BETTE MIDLER,2/11/84,90,71,6,-1,0,0,0,3,13
I Will Follow,U2,1/14/84,90,81,5,45,0,0,0,22,46
That Was Then But This Is Now,ABC,2/4/84,95,89,3,17,0,0,0,0,0
Shooting Shark,BLUE OYSTER CULT,2/11/84,94,83,3,29,0,0,0,0,0
Each Word's A Beat Of My Heart,MINK DeVILLE,2/11/84,95,89,4,30,0,0,0,0,0
Something's On Your Mind,D TRAIN,1/7/84,88,79,6,39,0,0,0,0,0
The Last Mile,CINDERELLA,1/21/89,96,36,10,33,0,0,0,0,0
Give Me The Keys (And I'll Drive You Crazy),HUEY LEWIS AND THE NEWS,1/21/89,66,47,8,29,0,0,0,1,6
Orinoco Flow,ENYA,1/21/89,93,24,17,52,0,0,0,4,9
Tears Run Rings,MARC ALMOND,1/21/89,89,67,8,41,0,0,0,0,0
Across The Miles,SURVIVOR,1/21/89,94,74,6,24,0,0,0,1,1
Got It Made,"CROSBY, STILLS, NASH &amp; YOUNG",2/4/89,96,69,8,-1,0,0,0,0,0
Way Cool Jr.,RATT,1/7/89,96,75,7,37,0,0,0,0,0
Left To My Own Devices,PET SHOP BOYS,1/28/89,92,84,3,45,0,0,0,0,6
Nika,VICIOUS,1/14/95,99,69,11,31,0,0,0,0,0
Cocktales,TOO SHORT,1/21/95,84,69,9,42,0,0,0,0,0
Age Ain't Nothing But A Number,AALIYAH,1/14/95,80,75,8,51,0,0,0,0,5
Supa Star,GROUP HOME,2/4/95,88,85,5,36,0,0,0,0,0
When I Wanna Be Boy,MISSJONES,2/11/95,90,79,7,-1,0,0,0,0,0
That's Just What You Are,AIMEE MANN,1/21/95,94,93,6,29,0,0,0,1,5
Get'cha Head In The Game,ZAC EFRON,2/4/06,100,23,5,-1,0,0,0,0,0
Start Of Something New,ZAC EFFRON &amp; VANESSA ANNE HUDGENS,2/11/06,28,28,4,-1,0,0,0,0,0
We're All In This Together,HIGH SCHOOL MUSICAL CAST,2/11/06,34,34,4,55,1,0,0,0,0
What I've Been Looking For,LUCAS GABREEL &amp; ASHLEY TISDALE,2/11/06,35,35,3,-1,0,0,0,0,1
Stick To The Status Quo,HIGH SCHOOL MUSICAL CAST,2/11/06,43,43,2,52,0,0,0,0,0
Goodbye For Now,P.O.D.,2/11/06,48,48,2,49,0,0,0,0,0
Bop To The Top,LUCAS GABREEL &amp; ASHLEY TISDALE,2/11/06,62,62,2,-1,0,0,0,0,1
What I've Been Looking For (Reprise),ZAC EFRON &amp; VANESSA ANNE HUDGENS,2/11/06,67,67,1,-1,0,0,0,0,0
Who I Am Hates Who I've Been,RELIENT K,1/7/06,92,58,11,53,0,0,0,0,1
When There Was Me And You,VANESSA ANNE HUDGENS,2/11/06,72,72,1,-1,0,0,0,0,0
Stupid Hoe,NICKI MINAJ,2/11/12,59,59,4,49,0,0,0,0,10
T.H.E (The Hardest Ever),WILL.I.AM featuring  MICK JAGGER &amp; JENNIFER LOPEZ,1/14/12,90,61,6,-1,0,0,0,0,0
Gotta Have It,JAY Z &amp; KANYE WEST,1/21/12,98,69,11,-1,0,0,0,21,66
No Church In The Wild,JAY-Z &amp; KANYE WEST featuring FRANK OCEAN,2/4/12,100,72,5,-1,0,0,0,21,66
Don't Stop (Color On The Walls),FOSTER THE PEOPLE,1/28/12,97,86,7,64,1,0,0,0,0
Kyoto,SKRILLEX featuring SIRAH,1/21/12,74,74,4,-1,0,0,0,8,12
Way Down We Go,KALEO,1/14/17,98,54,8,76,0,0,0,0,0
Seein' Red,DUSTIN LYNCH,1/14/17,79,55,9,67,0,0,0,0,0
OTW,DJ LUKE NASTY,1/7/17,91,71,8,58,0,0,0,0,0
If The Boot Fits,GRANGER SMITH,1/28/17,100,100,1,60,0,0,0,0,0
Not Nice,PARTYNEXTDOOR,2/4/17,95,82,7,73,0,0,0,0,0
Guys My Age,HEY VIOLET,2/11/17,84,68,5,66,0,0,0,0,0
Dancing On My Own,CALUM SCOTT,3/11/17,93,93,1,72,0,0,0,0,0
My World Is Empty Without You,SUPREMES,1/15/66,78,5,11,39,0,0,0,0,2
Michelle,DAVID &amp; JONATHAN,1/8/66,98,18,9,-1,0,0,0,0,0
Like A Baby,LEN BARRY,1/1/66,83,27,9,9,0,0,0,0,1
When Liking Turns To Loving,RONNIE DOVE,1/22/66,71,18,9,7,0,0,0,0,0
Breakin' Up Is Breakin' My Heart,ROY ORBISON,1/22/66,81,31,8,-1,0,0,1,5,9
(You're Gonna) Hurt Yourself,FRANKIE VALLI,1/8/66,111,39,8,15,0,0,0,0,5
At The Scene,DAVE CLARK FIVE,1/29/66,101,18,8,-1,0,0,0,0,1
Andrea,SUNRAYS,1/15/66,130,41,9,-1,0,0,0,0,0
"Get Out Of My Life, Woman",LEE DORSEY,1/1/66,93,44,10,47,0,0,0,0,0
Cleo's Mood,JUNIOR WALKER &amp; THE ALL STARS,1/15/66,75,50,6,-1,0,0,0,0,0
Long Live Our Love,SHANGRI-LAS,2/5/66,81,33,6,12,0,0,0,0,0
Bye Bye Blues,BERT KAEMPFERT,1/22/66,86,54,7,7,0,0,0,0,1
I'm Too Far Gone,BOBBY BLAND,1/8/66,91,62,6,5,0,0,1,0,0
Spread It On Thick,THE GENTRYS,1/1/66,85,50,8,-1,0,0,0,0,0
Snow Flake,JIM REEVES,1/15/66,88,66,6,6,0,0,0,0,10
My Ship Is Coming In,WALKER BROTHERS,1/29/66,87,63,5,12,0,0,0,0,0
This Can't Be True,EDDIE HOLMAN,1/1/66,125,57,13,18,0,0,0,0,0
We Know We're In Love,LESLEY GORE,1/22/66,116,76,5,2,0,0,0,0,3
Waitin' In Your Welfare Line,BUCK OWENS,1/22/66,101,57,8,27,0,0,0,0,5
Take Me For What I'm Worth,SEARCHERS,1/22/66,133,76,8,32,0,0,0,0,0
The Loop,JOHNNY LYTLE,1/15/66,131,80,6,11,0,0,0,0,1
It Won't Be Wrong,BYRDS,2/5/66,119,63,6,35,0,0,0,0,1
Set You Free This Time,THE BYRDS,1/29/66,110,79,5,31,0,0,0,0,0
Since I Lost The One I Loved,IMPRESSIONS,1/29/66,103,90,7,-1,0,0,0,0,1
Batman,JAN &amp; DEAN,2/5/66,112,66,6,-1,0,0,0,0,0
The Answer To My Prayer,NEIL SEDAKA,1/22/66,135,89,8,7,0,0,0,0,5
Up And Down,McCOYS,2/12/66,98,46,6,9,0,0,0,0,0
Is It Me,BARBARA MASON,1/22/66,126,97,4,19,0,0,0,0,0
We Got The Winning Hand,LITTLE MILTON,2/5/66,134,100,3,1,0,0,0,0,2
My Answer,JIMMY McCRACKLIN,1/29/66,92,92,4,1,0,0,0,0,0
Big Bright Eyes,DANNY HUTTON,1/8/66,133,102,7,-1,0,0,0,0,2
This Golden Ring,FORTUNES,2/5/66,113,82,6,12,0,0,0,0,0
Where Am I Going,BARBRA STREISAND,2/5/66,111,94,7,10,0,0,1,8,44
You Don't Know Like I Know,SAM &amp; DAVE,1/15/66,91,90,2,-1,0,0,0,0,0
Easy Going Fellow,ROSCOE SHELTON,1/29/66,102,102,3,0,0,0,0,0,0
Put Yourself In My Place,ELGINS,1/29/66,126,92,7,5,0,0,0,0,0
The Dedication Song,FREDDY CANNON,2/12/66,116,41,7,8,0,0,0,0,0
Angels (Watching Over Me),MEDICAL MISSIONARIES OF MARY CHORAL GROUP,2/5/66,118,117,2,-1,0,0,0,0,0
You Bring Me Down,THE ROYALETTES,2/5/66,132,116,5,1,0,0,0,0,0
Feel It,SAM COOKE,9/18/61,110,56,8,28,0,0,1,0,6
"If You Can't Bite, Don't Growl",TOMMY COLLINS,2/5/66,121,105,7,19,0,0,0,0,0
Can't You See (You're Losing Me),MARY WELLS,1/22/66,98,94,4,17,0,0,0,0,3
Made In Paris,TRINI LOPEZ,2/5/66,127,113,5,-1,0,0,0,0,1
Moulty,BARBARIANS,2/26/66,100,90,4,-1,0,0,0,0,0
S.O.S. (Heart In Distress),CHRISTINE COOPER,2/12/66,127,101,4,0,0,0,0,0,0
The Arena,AL HIRT,2/12/66,129,129,1,-1,0,0,0,1,8
Promise Her Anything,TOM JONES,2/12/66,133,74,5,17,0,0,0,0,3
Friends And Lovers Forever,NANCY AMES,1/15/66,125,123,3,-1,0,0,0,0,0
When The Ship Hits The Sand,"""LITTLE"" JIMMY DICKENS",2/12/66,135,103,5,-1,0,0,0,0,0
My World,THE BEE GEES,1/29/72,65,16,8,31,0,0,1,0,0
Floy Joy,THE SUPREMES,1/8/72,98,16,12,24,0,0,0,0,0
Together Let's Find Love,THE 5TH DIMENSION,1/1/72,90,37,10,23,0,0,0,0,0
"I Can't Help Myself (Sugar Pie, Honey Bunch)",DONNIE ELBERT,1/29/72,71,22,9,17,0,0,0,0,0
Softly Whispering I Love You,THE ENGLISH CONGREGATION,1/22/72,77,29,10,-1,0,0,0,0,0
The Nickel Song,MELANIE,1/22/72,87,35,10,2,0,0,0,0,0
Tupelo Honey,VAN MORRISON,1/1/72,99,47,8,60,1,0,0,2,7
Ring The Living Bell,MELANIE,1/29/72,89,31,9,5,0,0,0,0,0
Country Wine,THE RAIDERS,1/29/72,76,51,6,1,0,0,0,0,0
Until It's Time For You To Go / We Can Make The Morning,ELVIS PRESLEY,1/29/72,80,40,9,-1,0,0,1,3,14
Move 'Em Out,DELANEY AND BONNIE,1/22/72,80,59,5,13,0,0,0,0,0
Talking Loud And Saying Nothing (Part 1),JAMES BROWN,2/12/72,61,27,7,12,0,0,1,0,4
"Love Me, Love Me Love",FRANK MILLS,1/29/72,88,46,9,7,0,0,0,0,1
Brian's Song,MICHEL LeGRAND,1/29/72,92,56,8,6,0,0,0,5,17
Ajax Airlines,HUDSON AND LANDRY,1/15/72,99,68,6,2,0,0,0,0,1
Diamonds Are Forever,SHIRLEY BASSEY,1/29/72,100,57,9,48,0,0,0,0,1
Baby Won't You Let Me Rock'n'Roll You,TEN YEARS AFTER,1/15/72,74,61,5,-1,0,0,0,0,0
Lonesome Mary,CHILLIWACK,2/5/72,83,75,3,20,0,0,0,0,0
I Wrote A Simple Song,BILLY PRESTON,1/22/72,86,77,5,13,0,0,0,2,9
Handbags And Gladrags,CHASE,9/11/71,95,84,5,13,0,0,0,0,1
Gimme Some More,CRAZY ELEPHANT,9/13/69,129,116,3,-1,0,0,0,0,0
Runaway / Happy Together (Medley),DAWN featuring TONY ORLANDO,1/29/72,99,79,4,-1,0,0,0,0,1
Standing In For Jody,JOHNNIE TAYLOR,1/22/72,100,74,7,19,0,0,0,2,6
(Oh Lord Won't You Buy Me A) Mercedes Benz,GOOSE CREEK SYMPHONY,1/29/72,96,64,9,26,0,0,0,0,0
Mr. Penguin (Part 1),LUNAR FUNK,2/5/72,96,63,8,-1,0,0,0,0,0
Step Out,THE MAMAS AND THE PAPAS,2/12/72,90,81,3,26,0,0,0,0,0
White Lies,GRIN,2/5/72,92,75,6,7,0,0,0,0,0
A Single Game,THE FOUR TOPS,2/5/72,97,90,3,-1,0,0,1,0,0
Number Wonderful,THE ROCK FLOWERS,2/12/72,95,95,2,-1,0,0,0,0,0
That's What Love Will Make You Do,LITTLE MILTON,2/12/72,96,59,6,16,0,0,0,0,2
Get Out Of Bed,LIVINGSTON TAYLOR,2/5/72,98,97,2,7,0,0,0,0,0
It's Four In The Morning,FARON YOUNG,2/12/72,99,92,4,22,0,0,0,0,1
Shake Off The Demon,BREWER AND SHIPLEY,2/5/72,100,98,3,11,0,0,0,0,0
Baby Don't You Know,WILD CHERRY,1/15/77,72,43,7,-1,0,0,0,0,2
I Just Can't Say No To You,PARKER McGEE,1/22/77,84,42,7,5,0,0,0,0,1
Bite Your Lip (Get Up And Dance),ELTON JOHN,2/12/77,56,28,6,12,0,0,0,5,34
Daddy Cool,BONEY M,1/22/77,87,65,5,64,1,0,0,0,0
Dis-Gorilla (Part 1),RICK DEES AND HIS CAST OF IDIOTS,1/15/77,77,56,6,-1,0,0,0,0,1
Feel The Beat (Everybody Disco),THE OHIO PLAYERS,1/29/77,79,61,5,-1,0,0,0,0,0
Shakey Ground,THE TEMPTATIONS,3/15/75,104,26,15,31,0,0,0,0,0
Kong,DICKIE GOODMAN,2/5/77,83,48,6,1,0,0,0,0,0
I Don't Wanna Lose Your Love / Flowers,THE EMOTIONS,1/15/77,92,74,6,32,0,0,0,0,0
I'll Always Call Your Name,THE LITTLE RIVER BAND,2/5/77,90,62,5,-1,0,0,0,0,0
Here Is Where Your Love Belongs,THE SONS OF CHAMPLIN,2/5/77,86,80,5,4,0,0,0,0,0
Theme From King Kong (Part 1),THE LOVE UNLIMITED ORCHESTRA,1/22/77,99,68,7,-1,0,0,0,0,0
Look Into Your Heart,ARETHA FRANKLIN,2/5/77,88,82,4,21,0,0,1,18,44
Dedication,THE BAY CITY ROLLERS,2/12/77,85,60,7,-1,0,0,0,0,0
Sorry / That's The Trouble,GRACE JONES,1/22/77,98,71,7,-1,0,0,0,0,1
Too Hot To Stop (Part 1),THE BAR KAYS,2/12/77,89,74,4,39,0,0,0,0,0
Reaching For The World,HAROLD MELVIN AND THE BLUE NOTES,2/12/77,90,74,4,2,0,0,0,0,0
Love To The World,L.T.D.,1/29/77,100,91,3,40,0,0,0,0,0
"Darlin' Darlin' Baby (Sweet, Tender, Love)",THE O'JAYS,1/22/77,80,72,4,47,0,0,0,0,0
Ashes And Sand,JOHNNY RIVERS,2/5/77,99,96,4,-1,0,0,0,0,1
Bless The Beasts And The Children,BARRY DeVORZON &amp; PERRY BOTKIN JR.,1/22/77,83,82,5,-1,0,0,0,0,0
My Pearl,AUTOMATIC MAN,2/12/77,99,97,2,-1,0,0,0,0,0
Betcha By Golly Wow,NORMAN CONNORS featuring PHYLLIS HYMAN,1/15/77,105,102,8,-1,0,0,0,0,0
It Ain't Easy Comin' Down,CHARLENE DUNCAN,2/5/77,110,97,8,-1,0,0,0,0,0
Spy For Brotherhood,THE MIRACLES,3/5/77,105,105,1,-1,0,0,0,0,0
The Shuffle,VAN McCOY,1/22/77,106,105,4,30,0,0,0,1,3
Midnight Love Affair,CAROL DOUGLAS,2/5/77,104,102,4,24,0,0,0,0,0
Time Is Movin',THE BLACKBYRDS,2/12/77,108,95,7,8,0,0,0,0,0
Free And Single,THE BROTHERS JOHNSON,1/29/77,108,103,3,17,0,0,0,0,0
Ritzy Mambo,THE SALSOUL ORCHESTRA,2/5/77,108,99,4,9,0,0,0,0,0
Tied Up,OLIVIA NEWTON-JOHN,1/15/83,76,38,11,13,0,0,0,4,12
Don't Tell Me You Love Me,NIGHT RANGER,1/15/83,86,40,11,42,0,0,0,0,0
I Can't Stand Still,DON HENLEY,1/15/83,83,48,11,27,0,0,0,8,37
Betcha She Don't Love You,EVELYN KING,1/15/83,90,49,11,34,0,0,0,0,0
Windows,MISSING PERSONS,1/15/83,88,63,8,25,0,0,0,0,0
Too Much Love To Hide,"CROSBY, STILLS AND NASH",1/29/83,89,69,6,20,0,0,0,0,0
Little Thing Called Love,NEIL YOUNG,1/29/83,84,71,6,18,0,0,0,2,27
New Frontier,DONALD FAGEN,1/29/83,86,70,6,44,1,0,0,4,15
The One That Really Matters,SURVIVOR,1/22/83,90,74,6,30,0,0,0,1,1
Voo Doo,RACHEL SWEET,1/15/83,102,72,8,2,0,0,0,0,0
She's A Runner,BILLY SQUIER,2/5/83,88,75,6,30,0,0,0,0,1
What You're Missing,CHICAGO,1/29/83,81,81,3,11,0,0,0,1,10
Feet Don't Fail Me Now,UTOPIA,1/8/83,90,82,6,9,0,0,0,0,0
Still Taking Chances,MICHAEL MARTIN MURPHEY,1/8/83,88,76,7,15,0,0,0,0,2
Heartbeats,YARBROUGH AND PEOPLES,1/15/83,105,101,10,5,0,0,0,0,0
I Love It Loud,KISS,3/12/83,104,104,2,43,0,0,0,0,1
Everything's Beautiful (In It's Own Way),DOLLY PARTON &amp; WILLIE NELSON,2/12/83,103,102,4,-1,0,0,1,8,47
Baby Gets High,PETER BROWN,2/12/83,105,104,4,2,0,0,0,0,1
Kelly's Eyes,ANDRE CYMONE,3/12/83,109,109,1,12,0,0,0,0,0
One Of Us,GLEE CAST,10/23/10,37,37,1,44,0,0,0,0,1
Bump N'Grind,R. KELLY,2/5/94,59,1,25,-1,0,0,0,0,0
Dunie Butt,12 GAUGE,1/8/94,95,28,21,-1,0,0,0,0,0
You Don't Have To Worry,MARY J. BLIGE,1/1/94,95,63,13,27,0,0,0,0,0
Dirty Dawg,NEW KIDS ON THE BLOCK,1/22/94,75,66,6,25,0,0,0,0,0
If That's Your Boyfriend (He Wasn't Last Night),ME'SHELL NDEGEOCELLO,2/5/94,85,73,6,-1,0,0,0,0,0
Boom Shack-A-Tack,BORN JAMERICANS,1/29/94,88,84,4,-1,0,0,0,0,0
I Never Knew Love,DOUG STONE,1/1/94,87,81,9,40,0,0,0,0,1
I Ain't Goin' Out Like That,CYPRESS HILL,1/8/94,85,65,7,53,0,0,0,0,3
Sound Of Da Police,KRS-ONE,2/5/94,93,89,6,60,0,0,0,0,0
Big Time Sensuality,BJORK,2/12/94,94,88,5,39,0,0,0,0,14
Dear Lie,TLC,2/12/00,54,51,7,37,0,0,0,4,12
How Do You Like Me Now,TOBY KEITH,1/29/00,77,31,20,54,0,0,0,0,7
Lesson Learned,TRACY LAWRENCE,1/29/00,80,40,20,-1,0,0,0,0,2
Put Your Hand In Mine,TRACY BYRD,1/29/00,81,76,8,20,0,0,0,0,0
Smoke Rings In The Dark,GARY ALLEN,1/22/00,80,76,5,-1,0,0,0,0,0
Breathe & Stop,Q-TIP,1/22/00,71,71,5,50,0,0,0,0,0
U Understand,JUVENILE,2/5/00,85,83,6,36,0,0,0,0,0
Tricky Tricky,LOU BEGA,1/29/00,75,74,3,26,0,0,0,0,1
The Best Man I Can Be,GINUWINE / TYRESE / CASE,1/8/00,97,83,6,45,0,0,0,0,0
Freakin' It,WILL SMITH,2/12/00,99,99,4,37,0,0,0,4,8
Hope,TWISTA,2/5/05,65,31,7,55,0,0,0,0,2
Let's Get Blown,SNOOP DOGG,1/8/05,76,54,11,43,0,0,0,0,0
N Dey Say,NELLY,2/5/05,69,64,7,36,0,0,0,3,12
I'm Not Okay (I Promise),MY CHEMICAL ROMANCE,2/12/05,87,86,6,70,1,0,0,0,0
What You Waiting For,GWEN STEFANI,2/26/05,91,91,2,53,0,0,0,3,18
La La,ASHLEE SIMPSON,2/12/05,98,86,5,43,1,0,0,0,0
I Just Had Sex,THE LONELY ISLAND featuring AKON,1/8/11,30,30,11,-1,0,0,0,0,0
H*A*M,KANYE WEST &amp; JAY-Z,1/29/11,23,23,7,-1,0,0,0,21,68
Do The John Wall,TROOP 41,3/5/11,98,98,1,50,0,0,0,0,0
Roman's Revenge,NICKI MINAJ featuring EMINEM,11/20/10,56,56,1,-1,1,0,0,0,10
My Empty Arms,JACKIE WILSON,1/9/61,60,9,9,18,0,0,0,0,2
What A Price,FATS DOMINO,1/23/61,78,22,9,20,0,0,1,0,0
Jimmy's Girl,JOHNNY TILLOTSON,1/9/61,95,25,11,14,0,0,0,0,1
I'm Learning About Love,BRENDA LEE,1/30/61,43,33,4,23,0,0,1,0,4
Ain't That Just Like A Woman,FATS DOMINO,1/23/61,83,33,8,20,0,0,1,0,0
Ram-Bunk-Shush,VENTURES,1/23/61,93,29,9,16,0,0,0,0,0
Lost Love,THE SHIRELLES,10/10/64,130,125,2,-1,0,0,0,0,0
What Would I Do,MICKEY AND SYLVIA,1/2/61,84,46,9,-1,0,0,0,0,0
The Tear Of The Year,JACKIE WILSON,1/23/61,60,44,7,20,0,0,0,0,2
(I Wanna) Love My Life Away,GENE PITNEY,1/30/61,77,39,8,18,0,0,0,0,0
Them That Got,RAY CHARLES,1/16/61,95,58,6,-1,0,0,1,17,37
"Don't Believe Him, Donna",LENNY MILES,1/2/61,94,41,7,1,0,0,0,0,0
First Taste Of Love,BEN E. KING,1/2/61,90,53,7,35,0,0,0,0,0
The Exodus Song,PAT BOONE,1/23/61,90,64,6,19,0,0,0,0,6
Havin' Fun,DION,2/6/61,86,42,6,28,0,0,0,0,0
Close Together,JIMMY REED,1/23/61,103,68,5,2,0,0,0,0,1
Stayin' In,BOBBY VEE,2/6/61,106,33,8,29,0,0,0,0,0
The Most Beautiful Words,DELLA REESE,2/6/61,81,67,5,11,0,0,0,0,3
Cherry Pink And Apple Blossom White,JERRY MURAD'S HARMONICATS,1/30/61,81,69,4,3,0,0,0,0,0
The Muskrat Ramble,FREDDY CANNON,1/9/61,98,54,6,-1,0,0,0,0,0
Charlena,SEVILLES,1/23/61,100,84,5,0,0,0,0,0,0
Keep Your Hands Of Him,DAMITA JO,1/23/61,114,75,7,1,0,0,0,0,0
You're The Boss,LaVERN BAKER &amp; JIMMY RICKS,1/23/61,113,81,6,-1,0,0,0,0,0
Theme From Tunes Of Glory,CAMBRIDGE STRINGS,2/6/61,117,60,7,-1,0,0,0,0,0
Don't Let Him Shop Around,DEBBIE DEAN,2/6/61,100,92,2,2,0,0,0,0,0
For My Baby,BROOK BENTON,2/6/61,97,28,8,12,0,0,0,0,1
Cowboy Jimmy Joe,LOLITA,2/6/61,99,94,2,-1,0,0,0,0,0
Cerveza,BERT KAEMPFERT,1/23/61,116,73,8,0,0,0,0,0,1
Cherie,BOBBY RYDELL,2/6/61,105,54,5,-1,0,0,0,0,0
A Texan And A Girl From Mexico,ANITA BRYANT,1/23/61,112,85,7,-1,0,0,0,0,3
Call Me Anytime,FRANKIE AVALON,2/13/61,106,102,2,1,0,0,0,0,1
Some Of Your Lovin',JOHNNY NASH,2/13/61,108,104,4,-1,0,0,0,0,1
Hold It,JAMES BROWN presents HIS BAND,2/13/61,112,109,6,-1,0,0,1,0,4
Battle Of Gettysburg,FRED DARIAN,2/13/61,113,100,3,0,0,0,0,0,0
Tunes Of Glory,MITCH MILLER,2/13/61,114,88,4,14,0,0,1,0,1
Cherry Berry Wine,CHARLIE McCOY,2/6/61,119,99,6,-1,0,0,0,1,7
Ja-Da,JOHNNY AND THE HURRICANES,2/13/61,116,86,4,2,0,0,0,0,1
In Jerusalem,JANE MORGAN,2/6/61,115,115,2,-1,0,0,0,0,0
Let's Go Again (Where We Went Last Night),HANK BALLARD AND THE MIDNIGHTERS,2/13/61,119,39,7,-1,0,0,0,0,1
The Jolly Green Giant,KINGSMEN,1/2/65,117,4,13,-1,0,0,0,0,0
I Go To Pieces,"COTTON, LLOYD AND CHRISTIAN",9/20/75,104,66,6,-1,0,0,0,0,0
Let's Lock The Door,JAY AND THE AMERICANS,12/19/64,111,11,11,32,0,0,0,0,0
Bye Bye Baby (Baby Goodbye),FOUR SEASONS,1/16/65,87,12,9,-1,1,0,0,0,2
The Boy From New York City,AD-LIBS,1/9/65,120,8,11,26,0,0,0,0,0
Tell Her No,ZOMBIES,1/9/65,81,6,11,36,0,0,0,0,0
Twine Time,ALVIN CASH,1/2/65,100,14,11,13,0,0,0,0,0
Laugh Laugh,BEAU BRUMMELS,12/19/64,130,15,14,33,0,0,0,0,0
For Lovin' Me,PETER PAUL AND MARY,1/16/65,117,30,8,29,0,0,0,5,16
I've Got A Tiger By The Tail,BUCK OWENS,1/23/65,85,25,9,46,0,0,0,0,5
A Change Is Gonna Come,SAM COOKE,1/30/65,70,31,7,58,0,0,1,0,6
Break Away (From That Boy),NEWBEATS,1/23/65,80,40,7,2,0,0,0,0,0
What Have They Done To The Rain,SEARCHERS,1/30/65,73,29,7,22,0,0,0,0,0
Fancy Pants,AL HIRT,1/16/65,93,47,7,13,0,0,0,1,8
Whose Heart Are You Breaking Tonight,CONNIE FRANCIS,1/16/65,107,43,8,12,0,0,0,0,0
Thanks A Lot,BRENDA LEE,1/16/65,83,45,7,-1,0,0,1,0,4
Do What You Do Do Well,NED MILLER,12/19/64,128,52,10,6,0,0,0,0,0
Ask The Lonely,FOUR TOPS,2/6/65,75,24,8,29,0,0,1,0,1
Hello Pretty Girl,RONNIE DOVE,1/9/65,100,54,7,6,0,0,0,0,0
My Heart Would Know,AL MARTINO,1/16/65,100,52,7,-1,0,0,0,0,0
New York's A Lonely Town,TRADE WINDS,1/30/65,102,32,9,-1,0,0,0,0,0
Goodnight,ROY ORBISON,2/13/65,61,21,7,15,0,0,1,5,9
Don't Come Running Back To Me,NANCY WILSON,1/30/65,84,58,5,5,0,0,0,3,7
Born To Be Together,RONETTES,2/6/65,78,52,6,26,0,0,0,0,0
Comin' On Too Strong,WAYNE NEWTON,1/30/65,82,65,5,9,0,0,0,0,0
Diamond Head,THE VENTURES,1/23/65,129,70,6,20,0,0,0,0,0
Married Man,RICHARD BURTON,1/23/65,104,64,6,0,0,0,0,1,3
It's Gotta Last Forever,BILLY J KRAMER &amp; THE DAKOTAS,1/30/65,131,67,6,-1,0,0,0,0,0
Bring Your Love To Me,RIGHTEOUS BROTHERS,1/30/65,92,83,4,5,0,0,0,0,2
Jerk & Twine,JACKIE ROSS,1/23/65,102,85,5,1,0,0,0,0,0
I Wanna Be (Your Everything),MANHATTANS,1/16/65,99,68,8,-1,0,0,0,1,1
Apache '65,ARROWS,2/13/65,90,64,7,7,0,0,0,0,0
I Want My Baby Back,EDWIN STARR,11/4/67,129,120,3,7,0,0,0,0,1
I'm Over You,JAN BRADLEY,1/30/65,110,93,6,-1,0,0,0,0,0
Orange Blossom Special,JOHNNY CASH,2/13/65,95,80,6,44,0,0,1,0,1
Suddenly I'm All Alone,WALTER JACKSON,2/13/65,96,96,5,11,0,0,0,0,0
Did You Ever,HULLABALLOOS,2/13/65,100,74,6,0,0,0,0,0,0
The Richest Man Alive,MEL CARTER,1/23/65,131,104,5,-1,0,0,0,0,1
Love Me As Though There Were No Tomorrow,SONNY KNIGHT,2/6/65,100,100,2,-1,0,0,0,0,3
Camel Walk,THE IKETTES,2/13/65,107,107,2,-1,0,0,0,0,0
El Pussy Cat,MONGO SANTAMARIA,3/6/65,99,97,8,5,0,0,0,1,7
Can't You Just See Me,ARETHA FRANKLIN,1/30/65,99,96,3,17,0,0,1,18,44
Terry,TWINKLE,1/23/65,133,110,4,26,0,0,0,0,0
Leroy,NORMA TRACEY AND THE CINDERELLA KIDS,1/30/65,130,107,4,-1,0,0,0,0,0
Six Boys,J. FRANK WILSON,1/23/65,110,101,4,-1,0,0,0,0,0
Real Live Girl,STEVE ALAIMO,2/6/65,116,77,6,0,0,0,0,0,0
I Want To Get Married,THE DELICATES,1/30/65,134,120,3,17,0,0,0,0,0
Strain On My Heart,ROSCOE SHELTON,1/30/65,109,109,4,0,0,0,0,0,0
Come On Home,WAYNE FONTANA,7/9/66,122,117,2,6,0,0,0,0,0
Watusi '64,JAY BENTLEY AND THE JET SET,1/30/65,133,128,3,-1,0,0,0,0,0
